Id2,Id,Estimate; Total:,Estimate; Total: - With retirement income,Estimate; Total: - No retirement income
12001000200,1400000US12001000200,2252,110,2142
12001000200,1400000US12001000200,1580,17,1563
12001000200,1400000US12001000200,1603,17,1586
12001000200,1400000US12001000200,501,93,408
12001000200,1400000US12001000200,532,93,439
12001000200,1400000US12001000200,1213,17,1196
12001000200,1400000US12001000200,1227,17,1210
12001000200,1400000US12001000200,501,93,408
12001000200,1400000US12001000200,523,93,430
12001000301,1400000US12001000301,1697,110,1587
12001000301,1400000US12001000301,1303,71,1232
12001000301,1400000US12001000301,1314,82,1232
12001000301,1400000US12001000301,1160,71,1089
12001000301,1400000US12001000301,1171,82,1089
12001000302,1400000US12001000302,1362,67,1295
12001000302,1400000US12001000302,1172,67,1105
12001000302,1400000US12001000302,1200,67,1133
12001000302,1400000US12001000302,1092,54,1038
12001000302,1400000US12001000302,1120,54,1066
12001000400,1400000US12001000400,2167,300,1867
12001000400,1400000US12001000400,838,107,731
12001000400,1400000US12001000400,849,107,742
12001000400,1400000US12001000400,1284,193,1091
12001000400,1400000US12001000400,1295,193,1102
12001000400,1400000US12001000400,788,107,681
12001000400,1400000US12001000400,799,107,692
12001000400,1400000US12001000400,1284,193,1091
12001000400,1400000US12001000400,1295,193,1102
12001000500,1400000US12001000500,2279,213,2066
12001000500,1400000US12001000500,1788,182,1606
12001000500,1400000US12001000500,1788,182,1606
12001000500,1400000US12001000500,1698,182,1516
12001000500,1400000US12001000500,1698,182,1516
12001000600,1400000US12001000600,1632,219,1413
12001000600,1400000US12001000600,1489,172,1317
12001000600,1400000US12001000600,1494,172,1322
12001000600,1400000US12001000600,1446,159,1287
12001000600,1400000US12001000600,1451,159,1292
12001000700,1400000US12001000700,2279,575,1704
12001000700,1400000US12001000700,476,59,417
12001000700,1400000US12001000700,496,59,437
12001000700,1400000US12001000700,1708,511,1197
12001000700,1400000US12001000700,1719,511,1208
12001000700,1400000US12001000700,453,59,394
12001000700,1400000US12001000700,473,59,414
12001000700,1400000US12001000700,1708,511,1197
12001000700,1400000US12001000700,1708,511,1197
12001000806,1400000US12001000806,1072,25,1047
12001000806,1400000US12001000806,830,25,805
12001000806,1400000US12001000806,838,25,813
12001000806,1400000US12001000806,794,25,769
12001000806,1400000US12001000806,802,25,777
12001000808,1400000US12001000808,1894,82,1812
12001000808,1400000US12001000808,1034,38,996
12001000808,1400000US12001000808,1194,50,1144
12001000808,1400000US12001000808,414,0,414
12001000808,1400000US12001000808,462,0,462
12001000808,1400000US12001000808,911,27,884
12001000808,1400000US12001000808,1027,39,988
12001000808,1400000US12001000808,414,0,414
12001000808,1400000US12001000808,462,0,462
12001000809,1400000US12001000809,817,142,675
12001000809,1400000US12001000809,622,87,535
12001000809,1400000US12001000809,622,87,535
12001000809,1400000US12001000809,556,87,469
12001000901,1400000US12001000901,637,0,637
12001000901,1400000US12001000901,219,0,219
12001000901,1400000US12001000901,280,0,280
12001000901,1400000US12001000901,290,0,290
12001000901,1400000US12001000901,290,0,290
12001000901,1400000US12001000901,99,0,99
12001000901,1400000US12001000901,148,0,148
12001000901,1400000US12001000901,290,0,290
12001000901,1400000US12001000901,290,0,290
12001000902,1400000US12001000902,164,0,164
12001000902,1400000US12001000902,22,0,22
12001000902,1400000US12001000902,22,0,22
12001000902,1400000US12001000902,46,0,46
12001000902,1400000US12001000902,46,0,46
12001000902,1400000US12001000902,77,0,77
12001000902,1400000US12001000902,8,0,8
12001000902,1400000US12001000902,14,0,14
12001000902,1400000US12001000902,14,0,14
12001000902,1400000US12001000902,46,0,46
12001000902,1400000US12001000902,46,0,46
12001000902,1400000US12001000902,77,0,77
12001000902,1400000US12001000902,8,0,8
12001000902,1400000US12001000902,8,0,8
12001000902,1400000US12001000902,0,0,0
12001000902,1400000US12001000902,0,0,0
12001001000,1400000US12001001000,2550,423,2127
12001001000,1400000US12001001000,2368,423,1945
12001001000,1400000US12001001000,2383,423,1960
12001001000,1400000US12001001000,2268,391,1877
12001001000,1400000US12001001000,2283,391,1892
12001001000,1400000US12001001000,460,119,341
12001001000,1400000US12001001000,497,60,437
12001001100,1400000US12001001100,2990,804,2186
12001001100,1400000US12001001100,2632,749,1883
12001001100,1400000US12001001100,2651,749,1902
12001001100,1400000US12001001100,2518,719,1799
12001001100,1400000US12001001100,2518,719,1799
12001001100,1400000US12001001100,578,158,420
12001001100,1400000US12001001100,702,94,608
12001001100,1400000US12001001100,473,68,405
12001001201,1400000US12001001201,1175,180,995
12001001201,1400000US12001001201,1041,180,861
12001001201,1400000US12001001201,1046,180,866
12001001201,1400000US12001001201,998,170,828
12001001201,1400000US12001001201,1003,170,833
12001001202,1400000US12001001202,3068,449,2619
12001001202,1400000US12001001202,2554,407,2147
12001001202,1400000US12001001202,2554,407,2147
12001001202,1400000US12001001202,2304,397,1907
12001001202,1400000US12001001202,2304,397,1907
12001001202,1400000US12001001202,448,142,306
12001001202,1400000US12001001202,491,63,428
12001001202,1400000US12001001202,490,102,388
12001001203,1400000US12001001203,1494,252,1242
12001001203,1400000US12001001203,1081,229,852
12001001203,1400000US12001001203,1107,229,878
12001001203,1400000US12001001203,1013,195,818
12001001203,1400000US12001001203,1028,195,833
12001001400,1400000US12001001400,901,157,744
12001001400,1400000US12001001400,344,64,280
12001001400,1400000US12001001400,360,64,296
12001001400,1400000US12001001400,525,93,432
12001001400,1400000US12001001400,530,93,437
12001001400,1400000US12001001400,332,52,280
12001001400,1400000US12001001400,348,52,296
12001001400,1400000US12001001400,525,93,432
12001001400,1400000US12001001400,530,93,437
12001001515,1400000US12001001515,2343,25,2318
12001001515,1400000US12001001515,1695,6,1689
12001001515,1400000US12001001515,1738,6,1732
12001001515,1400000US12001001515,1413,6,1407
12001001515,1400000US12001001515,1439,6,1433
12001001516,1400000US12001001516,1046,14,1032
12001001516,1400000US12001001516,690,14,676
12001001516,1400000US12001001516,707,14,693
12001001516,1400000US12001001516,619,14,605
12001001516,1400000US12001001516,619,14,605
12001001517,1400000US12001001517,2270,57,2213
12001001517,1400000US12001001517,1426,57,1369
12001001517,1400000US12001001517,1449,57,1392
12001001517,1400000US12001001517,1210,40,1170
12001001517,1400000US12001001517,1224,40,1184
12001001519,1400000US12001001519,871,12,859
12001001519,1400000US12001001519,579,12,567
12001001519,1400000US12001001519,609,12,597
12001001520,1400000US12001001520,1045,80,965
12001001520,1400000US12001001520,652,65,587
12001001520,1400000US12001001520,662,65,597
12001001520,1400000US12001001520,440,53,387
12001001520,1400000US12001001520,450,53,397
12001001521,1400000US12001001521,2085,22,2063
12001001521,1400000US12001001521,1570,15,1555
12001001521,1400000US12001001521,1588,15,1573
12001001521,1400000US12001001521,1381,15,1366
12001001521,1400000US12001001521,1399,15,1384
12001001603,1400000US12001001603,569,84,485
12001001603,1400000US12001001603,505,54,451
12001001604,1400000US12001001604,2561,167,2394
12001001604,1400000US12001001604,2240,154,2086
12001001604,1400000US12001001604,2249,154,2095
12001001604,1400000US12001001604,1935,154,1781
12001001604,1400000US12001001604,1935,154,1781
12001001701,1400000US12001001701,2436,472,1964
12001001701,1400000US12001001701,1826,425,1401
12001001701,1400000US12001001701,1879,445,1434
12001001701,1400000US12001001701,1728,425,1303
12001001701,1400000US12001001701,1747,425,1322
12001001701,1400000US12001001701,360,97,263
12001001701,1400000US12001001701,385,83,302
12001001701,1400000US12001001701,320,105,215
12001001702,1400000US12001001702,1999,502,1497
12001001702,1400000US12001001702,1760,468,1292
12001001702,1400000US12001001702,1770,468,1302
12001001702,1400000US12001001702,1760,468,1292
12001001702,1400000US12001001702,1770,468,1302
12001001702,1400000US12001001702,560,192,368
12001001702,1400000US12001001702,408,90,318
12001001801,1400000US12001001801,2666,551,2115
12001001801,1400000US12001001801,2130,443,1687
12001001801,1400000US12001001801,2227,492,1735
12001001801,1400000US12001001801,2028,435,1593
12001001801,1400000US12001001801,2125,484,1641
12001001801,1400000US12001001801,376,50,326
12001001802,1400000US12001001802,1118,241,877
12001001802,1400000US12001001802,700,176,524
12001001802,1400000US12001001802,700,176,524
12001001802,1400000US12001001802,620,176,444
12001001802,1400000US12001001802,620,176,444
12001001803,1400000US12001001803,2668,626,2042
12001001803,1400000US12001001803,2010,566,1444
12001001803,1400000US12001001803,2061,566,1495
12001001803,1400000US12001001803,396,28,368
12001001803,1400000US12001001803,455,60,395
12001001803,1400000US12001001803,1880,530,1350
12001001803,1400000US12001001803,1931,530,1401
12001001803,1400000US12001001803,381,28,353
12001001803,1400000US12001001803,440,60,380
12001001803,1400000US12001001803,438,137,301
12001001803,1400000US12001001803,495,191,304
12001001805,1400000US12001001805,642,111,531
12001001805,1400000US12001001805,475,87,388
12001001805,1400000US12001001805,475,87,388
12001001805,1400000US12001001805,475,87,388
12001001805,1400000US12001001805,475,87,388
12001001806,1400000US12001001806,3574,761,2813
12001001806,1400000US12001001806,3115,687,2428
12001001806,1400000US12001001806,3148,696,2452
12001001806,1400000US12001001806,374,65,309
12001001806,1400000US12001001806,386,65,321
12001001806,1400000US12001001806,2927,679,2248
12001001806,1400000US12001001806,2960,688,2272
12001001806,1400000US12001001806,374,65,309
12001001806,1400000US12001001806,386,65,321
12001001806,1400000US12001001806,461,130,331
12001001806,1400000US12001001806,783,211,572
12001001806,1400000US12001001806,506,44,462
12001001806,1400000US12001001806,266,98,168
12001001811,1400000US12001001811,2851,401,2450
12001001811,1400000US12001001811,2320,401,1919
12001001811,1400000US12001001811,2360,401,1959
12001001811,1400000US12001001811,317,0,317
12001001811,1400000US12001001811,2226,401,1825
12001001811,1400000US12001001811,2266,401,1865
12001001811,1400000US12001001811,317,0,317
12001001811,1400000US12001001811,527,50,477
12001001813,1400000US12001001813,1067,266,801
12001001813,1400000US12001001813,1025,266,759
12001001813,1400000US12001001813,1025,266,759
12001001813,1400000US12001001813,944,266,678
12001001813,1400000US12001001813,944,266,678
12001001814,1400000US12001001814,861,241,620
12001001814,1400000US12001001814,843,241,602
12001001814,1400000US12001001814,843,241,602
12001001814,1400000US12001001814,843,241,602
12001001814,1400000US12001001814,843,241,602
12001001902,1400000US12001001902,945,130,815
12001001902,1400000US12001001902,397,65,332
12001001902,1400000US12001001902,414,65,349
12001001902,1400000US12001001902,531,65,466
12001001902,1400000US12001001902,531,65,466
12001001902,1400000US12001001902,397,65,332
12001001902,1400000US12001001902,414,65,349
12001001902,1400000US12001001902,531,65,466
12001001902,1400000US12001001902,531,65,466
12001001907,1400000US12001001907,963,277,686
12001001907,1400000US12001001907,818,222,596
12001001907,1400000US12001001907,825,222,603
12001001907,1400000US12001001907,818,222,596
12001001907,1400000US12001001907,825,222,603
12001001908,1400000US12001001908,1855,540,1315
12001001908,1400000US12001001908,1405,346,1059
12001001908,1400000US12001001908,1461,346,1115
12001001908,1400000US12001001908,394,194,200
12001001908,1400000US12001001908,437,194,243
12001001908,1400000US12001001908,1353,346,1007
12001001908,1400000US12001001908,1409,346,1063
12001001908,1400000US12001001908,394,194,200
12001001908,1400000US12001001908,437,194,243
12001002000,1400000US12001002000,1943,404,1539
12001002000,1400000US12001002000,1553,344,1209
12001002000,1400000US12001002000,1566,344,1222
12001002000,1400000US12001002000,324,60,264
12001002000,1400000US12001002000,324,60,264
12001002000,1400000US12001002000,1553,344,1209
12001002000,1400000US12001002000,1566,344,1222
12001002000,1400000US12001002000,324,60,264
12001002000,1400000US12001002000,324,60,264
12001002000,1400000US12001002000,312,47,265
12001002000,1400000US12001002000,291,78,213
12001002000,1400000US12001002000,339,59,280
12001002101,1400000US12001002101,786,167,619
12001002101,1400000US12001002101,623,138,485
12001002101,1400000US12001002101,632,147,485
12001002101,1400000US12001002101,593,138,455
12001002101,1400000US12001002101,602,147,455
12001002102,1400000US12001002102,469,123,346
12001002102,1400000US12001002102,362,91,271
12001002102,1400000US12001002102,363,91,272
12001002102,1400000US12001002102,362,91,271
12001002102,1400000US12001002102,363,91,272
12001002201,1400000US12001002201,1741,314,1427
12001002201,1400000US12001002201,1421,248,1173
12001002201,1400000US12001002201,1494,257,1237
12001002201,1400000US12001002201,1384,248,1136
12001002201,1400000US12001002201,1444,257,1187
12001002201,1400000US12001002201,350,52,298
12001002201,1400000US12001002201,331,100,231
12001002202,1400000US12001002202,2239,508,1731
12001002202,1400000US12001002202,1957,468,1489
12001002202,1400000US12001002202,1957,468,1489
12001002202,1400000US12001002202,1868,445,1423
12001002202,1400000US12001002202,1868,445,1423
12001002202,1400000US12001002202,398,100,298
12001002202,1400000US12001002202,339,59,280
12001002202,1400000US12001002202,330,64,266
12001002202,1400000US12001002202,297,97,200
12001002204,1400000US12001002204,4231,866,3365
12001002204,1400000US12001002204,3485,800,2685
12001002204,1400000US12001002204,3512,800,2712
12001002204,1400000US12001002204,319,40,279
12001002204,1400000US12001002204,344,40,304
12001002204,1400000US12001002204,3337,770,2567
12001002204,1400000US12001002204,3364,770,2594
12001002204,1400000US12001002204,319,40,279
12001002204,1400000US12001002204,330,40,290
12001002204,1400000US12001002204,729,251,478
12001002204,1400000US12001002204,855,188,667
12001002204,1400000US12001002204,475,86,389
12001002204,1400000US12001002204,256,93,163
12001002205,1400000US12001002205,3846,835,3011
12001002205,1400000US12001002205,3461,809,2652
12001002205,1400000US12001002205,3473,821,2652
12001002205,1400000US12001002205,246,5,241
12001002205,1400000US12001002205,246,5,241
12001002205,1400000US12001002205,295,57,238
12001002205,1400000US12001002205,3205,752,2453
12001002205,1400000US12001002205,3217,764,2453
12001002205,1400000US12001002205,246,5,241
12001002205,1400000US12001002205,246,5,241
12001002205,1400000US12001002205,573,174,399
12001002205,1400000US12001002205,902,156,746
12001002205,1400000US12001002205,534,172,362
12001002205,1400000US12001002205,355,32,323
12001002207,1400000US12001002207,1455,248,1207
12001002207,1400000US12001002207,1255,208,1047
12001002207,1400000US12001002207,1255,208,1047
12001002207,1400000US12001002207,1194,208,986
12001002207,1400000US12001002207,1194,208,986
12001002207,1400000US12001002207,246,46,200
12001002207,1400000US12001002207,332,36,296
12001002208,1400000US12001002208,950,191,759
12001002208,1400000US12001002208,860,140,720
12001002208,1400000US12001002208,860,140,720
12001002208,1400000US12001002208,762,130,632
12001002208,1400000US12001002208,762,130,632
12001002208,1400000US12001002208,192,19,173
12001002209,1400000US12001002209,2768,395,2373
12001002209,1400000US12001002209,2135,341,1794
12001002209,1400000US12001002209,2157,341,1816
12001002209,1400000US12001002209,424,40,384
12001002209,1400000US12001002209,437,40,397
12001002209,1400000US12001002209,2076,341,1735
12001002209,1400000US12001002209,2098,341,1757
12001002209,1400000US12001002209,424,40,384
12001002209,1400000US12001002209,437,40,397
12001002209,1400000US12001002209,329,66,263
12001002209,1400000US12001002209,361,101,260
12001002209,1400000US12001002209,264,40,224
12001002210,1400000US12001002210,1651,178,1473
12001002210,1400000US12001002210,1430,169,1261
12001002210,1400000US12001002210,1442,169,1273
12001002210,1400000US12001002210,209,9,200
12001002210,1400000US12001002210,209,9,200
12001002210,1400000US12001002210,1271,161,1110
12001002210,1400000US12001002210,1283,161,1122
12001002210,1400000US12001002210,209,9,200
12001002210,1400000US12001002210,209,9,200
12001002217,1400000US12001002217,2697,108,2589
12001002217,1400000US12001002217,1683,86,1597
12001002217,1400000US12001002217,1683,86,1597
12001002217,1400000US12001002217,878,22,856
12001002217,1400000US12001002217,878,22,856
12001002217,1400000US12001002217,1594,86,1508
12001002217,1400000US12001002217,1594,86,1508
12001002217,1400000US12001002217,815,22,793
12001002217,1400000US12001002217,815,22,793
12001002218,1400000US12001002218,1069,44,1025
12001002218,1400000US12001002218,567,30,537
12001002218,1400000US12001002218,581,44,537
12001002218,1400000US12001002218,455,14,441
12001002218,1400000US12001002218,453,30,423
12001002219,1400000US12001002219,2697,119,2578
12001002219,1400000US12001002219,2060,80,1980
12001002219,1400000US12001002219,2075,80,1995
12001002219,1400000US12001002219,514,39,475
12001002219,1400000US12001002219,519,39,480
12001002219,1400000US12001002219,1986,80,1906
12001002219,1400000US12001002219,1996,80,1916
12001002219,1400000US12001002219,514,39,475
12001002219,1400000US12001002219,514,39,475
12001002220,1400000US12001002220,808,173,635
12001002220,1400000US12001002220,581,151,430
12001002220,1400000US12001002220,592,151,441
12001002220,1400000US12001002220,575,151,424
12001002220,1400000US12001002220,586,151,435
12001110800,1400000US12001110800,761,279,482
12001110800,1400000US12001110800,731,279,452
12001110800,1400000US12001110800,743,279,464
12001110800,1400000US12001110800,674,279,395
12001110800,1400000US12001110800,674,279,395
12003040101,1400000US12003040101,2104,378,1726
12003040101,1400000US12003040101,1845,325,1520
12003040101,1400000US12003040101,1917,367,1550
12003040101,1400000US12003040101,1845,325,1520
12003040101,1400000US12003040101,1917,367,1550
12003040101,1400000US12003040101,386,76,310
12003040101,1400000US12003040101,290,106,184
12003040102,1400000US12003040102,2581,500,2081
12003040102,1400000US12003040102,2021,425,1596
12003040102,1400000US12003040102,2032,425,1607
12003040102,1400000US12003040102,534,60,474
12003040102,1400000US12003040102,549,75,474
12003040102,1400000US12003040102,1995,425,1570
12003040102,1400000US12003040102,2006,425,1581
12003040102,1400000US12003040102,534,60,474
12003040102,1400000US12003040102,549,75,474
12003040102,1400000US12003040102,329,32,297
12003040102,1400000US12003040102,433,85,348
12003040201,1400000US12003040201,1968,214,1754
12003040201,1400000US12003040201,1711,203,1508
12003040201,1400000US12003040201,1711,203,1508
12003040201,1400000US12003040201,227,11,216
12003040201,1400000US12003040201,227,11,216
12003040201,1400000US12003040201,1711,203,1508
12003040201,1400000US12003040201,1711,203,1508
12003040201,1400000US12003040201,227,11,216
12003040201,1400000US12003040201,227,11,216
12003040201,1400000US12003040201,271,27,244
12003040201,1400000US12003040201,257,50,207
12003040202,1400000US12003040202,1656,411,1245
12003040202,1400000US12003040202,1600,411,1189
12003040202,1400000US12003040202,1600,411,1189
12003040202,1400000US12003040202,1589,411,1178
12003040202,1400000US12003040202,1589,411,1178
12003040202,1400000US12003040202,258,93,165
12003040202,1400000US12003040202,243,28,215
12005000201,1400000US12005000201,1313,224,1089
12005000201,1400000US12005000201,1225,224,1001
12005000201,1400000US12005000201,1284,224,1060
12005000201,1400000US12005000201,1203,202,1001
12005000201,1400000US12005000201,1262,202,1060
12005000202,1400000US12005000202,2076,554,1522
12005000202,1400000US12005000202,2036,544,1492
12005000202,1400000US12005000202,2046,554,1492
12005000202,1400000US12005000202,2036,544,1492
12005000202,1400000US12005000202,2046,554,1492
12005000202,1400000US12005000202,392,150,242
12005000300,1400000US12005000300,2599,465,2134
12005000300,1400000US12005000300,2540,465,2075
12005000300,1400000US12005000300,2567,465,2102
12005000300,1400000US12005000300,2525,465,2060
12005000300,1400000US12005000300,2535,465,2070
12005000300,1400000US12005000300,256,61,195
12005000300,1400000US12005000300,457,52,405
12005000300,1400000US12005000300,545,64,481
12005000400,1400000US12005000400,3108,899,2209
12005000400,1400000US12005000400,2972,881,2091
12005000400,1400000US12005000400,3068,899,2169
12005000400,1400000US12005000400,2972,881,2091
12005000400,1400000US12005000400,3057,899,2158
12005000400,1400000US12005000400,450,113,337
12005000400,1400000US12005000400,372,138,234
12005000400,1400000US12005000400,556,168,388
12005000400,1400000US12005000400,425,76,349
12005000500,1400000US12005000500,1859,457,1402
12005000500,1400000US12005000500,1636,412,1224
12005000500,1400000US12005000500,1639,415,1224
12005000500,1400000US12005000500,1584,412,1172
12005000500,1400000US12005000500,1587,415,1172
12005000500,1400000US12005000500,315,36,279
12005000500,1400000US12005000500,423,106,317
12005000600,1400000US12005000600,599,137,462
12005000600,1400000US12005000600,585,137,448
12005000600,1400000US12005000600,585,137,448
12005000600,1400000US12005000600,580,137,443
12005000600,1400000US12005000600,580,137,443
12005000700,1400000US12005000700,725,0,725
12005000700,1400000US12005000700,490,0,490
12005000700,1400000US12005000700,523,0,523
12005000700,1400000US12005000700,456,0,456
12005000700,1400000US12005000700,489,0,489
12005000803,1400000US12005000803,1865,440,1425
12005000803,1400000US12005000803,1428,356,1072
12005000803,1400000US12005000803,1480,356,1124
12005000803,1400000US12005000803,1399,356,1043
12005000803,1400000US12005000803,1451,356,1095
12005000804,1400000US12005000804,994,280,714
12005000804,1400000US12005000804,925,248,677
12005000804,1400000US12005000804,925,248,677
12005000804,1400000US12005000804,925,248,677
12005000804,1400000US12005000804,925,248,677
12005000805,1400000US12005000805,2138,650,1488
12005000805,1400000US12005000805,1665,502,1163
12005000805,1400000US12005000805,1722,502,1220
12005000805,1400000US12005000805,1647,484,1163
12005000805,1400000US12005000805,1647,484,1163
12005000806,1400000US12005000806,1400,594,806
12005000806,1400000US12005000806,1211,484,727
12005000806,1400000US12005000806,1240,501,739
12005000806,1400000US12005000806,1194,484,710
12005000806,1400000US12005000806,1223,501,722
12005000900,1400000US12005000900,1975,570,1405
12005000900,1400000US12005000900,1643,449,1194
12005000900,1400000US12005000900,1663,449,1214
12005000900,1400000US12005000900,1643,449,1194
12005000900,1400000US12005000900,1663,449,1214
12005001000,1400000US12005001000,939,336,603
12005001000,1400000US12005001000,585,232,353
12005001000,1400000US12005001000,624,247,377
12005001000,1400000US12005001000,301,75,226
12005001000,1400000US12005001000,301,75,226
12005001000,1400000US12005001000,576,223,353
12005001000,1400000US12005001000,615,238,377
12005001000,1400000US12005001000,301,75,226
12005001000,1400000US12005001000,301,75,226
12005001100,1400000US12005001100,2045,612,1433
12005001100,1400000US12005001100,1475,538,937
12005001100,1400000US12005001100,1518,538,980
12005001100,1400000US12005001100,1421,538,883
12005001100,1400000US12005001100,1454,538,916
12005001200,1400000US12005001200,1341,255,1086
12005001200,1400000US12005001200,1091,214,877
12005001200,1400000US12005001200,1091,214,877
12005001200,1400000US12005001200,1057,214,843
12005001200,1400000US12005001200,1057,214,843
12005001301,1400000US12005001301,1898,448,1450
12005001301,1400000US12005001301,1638,337,1301
12005001301,1400000US12005001301,1657,337,1320
12005001301,1400000US12005001301,1614,328,1286
12005001301,1400000US12005001301,1633,328,1305
12005001302,1400000US12005001302,2455,603,1852
12005001302,1400000US12005001302,2135,561,1574
12005001302,1400000US12005001302,2181,583,1598
12005001302,1400000US12005001302,2040,542,1498
12005001302,1400000US12005001302,2086,564,1522
12005001302,1400000US12005001302,305,112,193
12005001302,1400000US12005001302,240,75,165
12005001302,1400000US12005001302,479,103,376
12005001402,1400000US12005001402,2641,815,1826
12005001402,1400000US12005001402,2340,746,1594
12005001402,1400000US12005001402,2357,746,1611
12005001402,1400000US12005001402,2313,719,1594
12005001402,1400000US12005001402,2330,719,1611
12005001402,1400000US12005001402,369,179,190
12005001402,1400000US12005001402,544,163,381
12005001402,1400000US12005001402,389,86,303
12005001403,1400000US12005001403,845,167,678
12005001403,1400000US12005001403,771,150,621
12005001403,1400000US12005001403,828,150,678
12005001403,1400000US12005001403,771,150,621
12005001403,1400000US12005001403,828,150,678
12005001404,1400000US12005001404,2577,712,1865
12005001404,1400000US12005001404,2280,637,1643
12005001404,1400000US12005001404,2419,700,1719
12005001404,1400000US12005001404,2246,637,1609
12005001404,1400000US12005001404,2385,700,1685
12005001404,1400000US12005001404,375,133,242
12005001404,1400000US12005001404,415,106,309
12005001501,1400000US12005001501,1793,463,1330
12005001501,1400000US12005001501,1620,443,1177
12005001501,1400000US12005001501,1638,443,1195
12005001501,1400000US12005001501,1609,432,1177
12005001501,1400000US12005001501,1627,432,1195
12005001501,1400000US12005001501,287,62,225
12005001501,1400000US12005001501,356,69,287
12005001502,1400000US12005001502,2667,775,1892
12005001502,1400000US12005001502,2364,735,1629
12005001502,1400000US12005001502,2364,735,1629
12005001502,1400000US12005001502,2204,683,1521
12005001502,1400000US12005001502,2204,683,1521
12005001502,1400000US12005001502,422,207,215
12005001502,1400000US12005001502,447,90,357
12005001600,1400000US12005001600,1485,250,1235
12005001600,1400000US12005001600,274,30,244
12005001600,1400000US12005001600,291,30,261
12005001600,1400000US12005001600,1131,220,911
12005001600,1400000US12005001600,1148,220,928
12005001600,1400000US12005001600,274,30,244
12005001600,1400000US12005001600,283,30,253
12005001600,1400000US12005001600,1112,220,892
12005001600,1400000US12005001600,1121,220,901
12005001700,1400000US12005001700,1253,241,1012
12005001700,1400000US12005001700,509,83,426
12005001700,1400000US12005001700,533,83,450
12005001700,1400000US12005001700,678,158,520
12005001700,1400000US12005001700,702,158,544
12005001700,1400000US12005001700,493,83,410
12005001700,1400000US12005001700,517,83,434
12005001700,1400000US12005001700,678,158,520
12005001700,1400000US12005001700,702,158,544
12005001800,1400000US12005001800,675,129,546
12005001800,1400000US12005001800,532,112,420
12005001800,1400000US12005001800,558,112,446
12005001800,1400000US12005001800,532,112,420
12005001800,1400000US12005001800,558,112,446
12005001900,1400000US12005001900,1899,554,1345
12005001900,1400000US12005001900,1805,554,1251
12005001900,1400000US12005001900,1867,554,1313
12005001900,1400000US12005001900,1787,554,1233
12005001900,1400000US12005001900,1812,554,1258
12005002000,1400000US12005002000,1007,169,838
12005002000,1400000US12005002000,921,169,752
12005002000,1400000US12005002000,946,169,777
12005002000,1400000US12005002000,921,169,752
12005002000,1400000US12005002000,946,169,777
12005002200,1400000US12005002200,1975,427,1548
12005002200,1400000US12005002200,1641,323,1318
12005002200,1400000US12005002200,1664,329,1335
12005002200,1400000US12005002200,301,88,213
12005002200,1400000US12005002200,318,88,230
12005002200,1400000US12005002200,1461,323,1138
12005002200,1400000US12005002200,1484,329,1155
12005002200,1400000US12005002200,301,88,213
12005002200,1400000US12005002200,318,88,230
12005002300,1400000US12005002300,1771,307,1464
12005002300,1400000US12005002300,1601,307,1294
12005002300,1400000US12005002300,1620,307,1313
12005002300,1400000US12005002300,1532,286,1246
12005002300,1400000US12005002300,1551,286,1265
12005002400,1400000US12005002400,1901,210,1691
12005002400,1400000US12005002400,1525,190,1335
12005002400,1400000US12005002400,1576,190,1386
12005002400,1400000US12005002400,1492,190,1302
12005002400,1400000US12005002400,1535,190,1345
12005002500,1400000US12005002500,1179,339,840
12005002500,1400000US12005002500,1097,329,768
12005002500,1400000US12005002500,1097,329,768
12005002500,1400000US12005002500,1097,329,768
12005002500,1400000US12005002500,1097,329,768
12005002601,1400000US12005002601,856,223,633
12005002601,1400000US12005002601,823,223,600
12005002601,1400000US12005002601,836,223,613
12005002601,1400000US12005002601,783,223,560
12005002601,1400000US12005002601,783,223,560
12005002603,1400000US12005002603,728,88,640
12005002603,1400000US12005002603,712,88,624
12005002603,1400000US12005002603,712,88,624
12005002603,1400000US12005002603,712,88,624
12005002603,1400000US12005002603,712,88,624
12005002604,1400000US12005002604,2919,539,2380
12005002604,1400000US12005002604,2662,539,2123
12005002604,1400000US12005002604,2700,539,2161
12005002604,1400000US12005002604,2474,502,1972
12005002604,1400000US12005002604,2512,502,2010
12005002604,1400000US12005002604,581,95,486
12005002604,1400000US12005002604,428,104,324
12005002604,1400000US12005002604,256,69,187
12005002605,1400000US12005002605,947,166,781
12005002605,1400000US12005002605,947,166,781
12005002605,1400000US12005002605,947,166,781
12005002605,1400000US12005002605,930,149,781
12005002605,1400000US12005002605,930,149,781
12005002606,1400000US12005002606,1043,151,892
12005002606,1400000US12005002606,1009,117,892
12005002606,1400000US12005002606,1009,117,892
12005002606,1400000US12005002606,959,117,842
12005002606,1400000US12005002606,959,117,842
12005002607,1400000US12005002607,602,120,482
12005002607,1400000US12005002607,593,120,473
12005002607,1400000US12005002607,602,120,482
12005002607,1400000US12005002607,581,108,473
12005002607,1400000US12005002607,590,108,482
12005002608,1400000US12005002608,989,306,683
12005002608,1400000US12005002608,978,306,672
12005002608,1400000US12005002608,978,306,672
12005002608,1400000US12005002608,978,306,672
12005002608,1400000US12005002608,978,306,672
12005002701,1400000US12005002701,1726,410,1316
12005002701,1400000US12005002701,1592,410,1182
12005002701,1400000US12005002701,1592,410,1182
12005002701,1400000US12005002701,1545,410,1135
12005002701,1400000US12005002701,1545,410,1135
