Id2,Id,Estimate; Total:,Estimate; Total: - Less than 5 minutes,Estimate; Total: - 5 to 9 minutes,Estimate; Total: - 10 to 14 minutes,Estimate; Total: - 15 to 19 minutes,Estimate; Total: - 20 to 24 minutes,Estimate; Total: - 25 to 29 minutes,Estimate; Total: - 30 to 34 minutes,Estimate; Total: - 35 to 39 minutes,Estimate; Total: - 40 to 44 minutes,Estimate; Total: - 45 to 59 minutes,Estimate; Total: - 60 to 89 minutes,Estimate; Total: - 90 or more minutes
12001000200,1400000US12001000200,2458,133,693,724,643,152,13,76,0,0,0,24,0
12001000200,1400000US12001000200,2092,109,590,650,558,129,0,56,0,0,0,0,0
12001000200,1400000US12001000200,2101,109,590,650,567,129,0,56,0,0,0,0,0
12001000200,1400000US12001000200,271,24,103,52,61,11,0,20,0,0,0,0,0
12001000200,1400000US12001000200,302,24,103,74,70,11,0,20,0,0,0,0,0
12001000200,1400000US12001000200,1867,67,590,625,418,111,0,56,0,0,0,0,0
12001000200,1400000US12001000200,1867,67,590,625,418,111,0,56,0,0,0,0,0
12001000200,1400000US12001000200,271,24,103,52,61,11,0,20,0,0,0,0,0
12001000200,1400000US12001000200,293,24,103,74,61,11,0,20,0,0,0,0,0
12001000301,1400000US12001000301,1491,17,378,407,517,90,18,57,0,0,7,0,0
12001000301,1400000US12001000301,1250,17,322,282,517,79,18,8,0,0,7,0,0
12001000301,1400000US12001000301,1250,17,322,282,517,79,18,8,0,0,7,0,0
12001000301,1400000US12001000301,1118,0,286,220,500,79,18,8,0,0,7,0,0
12001000301,1400000US12001000301,1118,0,286,220,500,79,18,8,0,0,7,0,0
12001000302,1400000US12001000302,1408,25,345,312,245,224,30,164,0,0,0,63,0
12001000302,1400000US12001000302,1206,25,330,218,195,198,30,147,0,0,0,63,0
12001000302,1400000US12001000302,1234,25,345,218,208,198,30,147,0,0,0,63,0
12001000302,1400000US12001000302,1084,25,322,202,160,198,7,147,0,0,0,23,0
12001000302,1400000US12001000302,1112,25,337,202,173,198,7,147,0,0,0,23,0
12001000400,1400000US12001000400,2366,40,452,500,444,448,135,193,0,0,91,31,32
12001000400,1400000US12001000400,901,40,69,204,221,170,38,66,0,0,51,10,32
12001000400,1400000US12001000400,924,40,69,204,221,193,38,66,0,0,51,10,32
12001000400,1400000US12001000400,1405,0,383,285,205,255,97,119,0,0,40,21,0
12001000400,1400000US12001000400,1428,0,383,285,205,278,97,119,0,0,40,21,0
12001000400,1400000US12001000400,838,40,61,204,221,142,38,39,0,0,51,10,32
12001000400,1400000US12001000400,861,40,61,204,221,165,38,39,0,0,51,10,32
12001000400,1400000US12001000400,1405,0,383,285,205,255,97,119,0,0,40,21,0
12001000400,1400000US12001000400,1428,0,383,285,205,278,97,119,0,0,40,21,0
12001000500,1400000US12001000500,2702,155,573,709,556,321,77,142,19,14,64,72,0
12001000500,1400000US12001000500,2040,146,432,509,457,246,77,32,19,14,64,44,0
12001000500,1400000US12001000500,2040,146,432,509,457,246,77,32,19,14,64,44,0
12001000500,1400000US12001000500,1933,146,432,509,420,176,77,32,19,14,64,44,0
12001000500,1400000US12001000500,1933,146,432,509,420,176,77,32,19,14,64,44,0
12001000600,1400000US12001000600,1172,16,103,255,400,132,17,161,0,0,20,68,0
12001000600,1400000US12001000600,1039,16,72,255,298,132,17,161,0,0,20,68,0
12001000600,1400000US12001000600,1044,16,77,255,298,132,17,161,0,0,20,68,0
12001000600,1400000US12001000600,1009,16,72,255,268,132,17,161,0,0,20,68,0
12001000600,1400000US12001000600,1014,16,77,255,268,132,17,161,0,0,20,68,0
12001000700,1400000US12001000700,1900,20,124,400,364,339,162,319,12,13,84,63,0
12001000700,1400000US12001000700,370,0,11,74,61,104,57,38,12,13,0,0,0
12001000700,1400000US12001000700,383,0,11,74,74,104,57,38,12,13,0,0,0
12001000700,1400000US12001000700,1422,20,113,326,215,235,92,281,0,0,77,63,0
12001000700,1400000US12001000700,1435,20,113,326,215,235,105,281,0,0,77,63,0
12001000700,1400000US12001000700,347,0,11,74,61,81,57,38,12,13,0,0,0
12001000700,1400000US12001000700,360,0,11,74,74,81,57,38,12,13,0,0,0
12001000700,1400000US12001000700,1422,20,113,326,215,235,92,281,0,0,77,63,0
12001000700,1400000US12001000700,1435,20,113,326,215,235,105,281,0,0,77,63,0
12001000806,1400000US12001000806,1108,10,115,303,81,437,42,79,0,26,15,0,0
12001000806,1400000US12001000806,870,10,115,253,81,249,42,79,0,26,15,0,0
12001000806,1400000US12001000806,878,10,115,253,81,257,42,79,0,26,15,0,0
12001000806,1400000US12001000806,834,10,115,253,68,249,42,56,0,26,15,0,0
12001000806,1400000US12001000806,842,10,115,253,68,257,42,56,0,26,15,0,0
12001000808,1400000US12001000808,2043,49,357,705,442,148,29,112,30,76,66,29,0
12001000808,1400000US12001000808,1157,49,207,272,301,90,29,64,14,76,39,16,0
12001000808,1400000US12001000808,1320,49,207,406,330,90,29,64,14,76,39,16,0
12001000808,1400000US12001000808,467,0,67,219,59,58,0,48,16,0,0,0,0
12001000808,1400000US12001000808,518,0,67,258,71,58,0,48,16,0,0,0,0
12001000808,1400000US12001000808,1101,49,207,244,289,90,29,64,14,76,39,0,0
12001000808,1400000US12001000808,1220,49,207,334,318,90,29,64,14,76,39,0,0
12001000808,1400000US12001000808,467,0,67,219,59,58,0,48,16,0,0,0,0
12001000808,1400000US12001000808,518,0,67,258,71,58,0,48,16,0,0,0,0
12001000809,1400000US12001000809,679,30,66,238,144,110,11,36,0,0,0,0,44
12001000809,1400000US12001000809,521,20,48,165,144,110,11,11,0,0,0,0,12
12001000809,1400000US12001000809,521,20,48,165,144,110,11,11,0,0,0,0,12
12001000809,1400000US12001000809,478,20,48,165,144,67,11,11,0,0,0,0,12
12001000901,1400000US12001000901,1013,48,133,335,249,138,39,56,0,0,0,15,0
12001000901,1400000US12001000901,631,48,105,221,119,49,32,42,0,0,0,15,0
12001000901,1400000US12001000901,643,48,105,221,119,61,32,42,0,0,0,15,0
12001000901,1400000US12001000901,291,0,12,114,117,41,7,0,0,0,0,0,0
12001000901,1400000US12001000901,291,0,12,114,117,41,7,0,0,0,0,0,0
12001000901,1400000US12001000901,495,48,62,132,115,49,32,42,0,0,0,15,0
12001000901,1400000US12001000901,495,48,62,132,115,49,32,42,0,0,0,15,0
12001000901,1400000US12001000901,291,0,12,114,117,41,7,0,0,0,0,0,0
12001000901,1400000US12001000901,291,0,12,114,117,41,7,0,0,0,0,0,0
12001000902,1400000US12001000902,1010,47,261,372,129,98,16,61,17,0,9,0,0
12001000902,1400000US12001000902,761,47,188,264,86,82,16,61,17,0,0,0,0
12001000902,1400000US12001000902,777,47,204,264,86,82,16,61,17,0,0,0,0
12001000902,1400000US12001000902,126,0,57,54,15,0,0,0,0,0,0,0,0
12001000902,1400000US12001000902,126,0,57,54,15,0,0,0,0,0,0,0,0
12001000902,1400000US12001000902,123,0,16,54,28,16,0,0,0,0,9,0,0
12001000902,1400000US12001000902,125,0,46,30,32,17,0,0,0,0,0,0,0
12001000902,1400000US12001000902,636,47,142,234,54,65,16,61,17,0,0,0,0
12001000902,1400000US12001000902,652,47,158,234,54,65,16,61,17,0,0,0,0
12001000902,1400000US12001000902,126,0,57,54,15,0,0,0,0,0,0,0,0
12001000902,1400000US12001000902,126,0,57,54,15,0,0,0,0,0,0,0,0
12001000902,1400000US12001000902,123,0,16,54,28,16,0,0,0,0,9,0,0
12001000902,1400000US12001000902,125,0,46,30,32,17,0,0,0,0,0,0,0
12001000902,1400000US12001000902,125,0,46,30,32,17,0,0,0,0,0,0,0
12001000902,1400000US12001000902,189,0,63,94,0,0,16,16,0,0,0,0,0
12001000902,1400000US12001000902,190,0,49,94,0,16,0,31,0,0,0,0,0
12001001000,1400000US12001001000,2276,89,826,634,476,66,51,61,12,0,0,22,39
12001001000,1400000US12001001000,2107,89,803,576,416,66,36,61,12,0,0,22,26
12001001000,1400000US12001001000,2122,89,803,576,431,66,36,61,12,0,0,22,26
12001001000,1400000US12001001000,2037,89,742,576,407,66,36,61,12,0,0,22,26
12001001000,1400000US12001001000,2052,89,742,576,422,66,36,61,12,0,0,22,26
12001001000,1400000US12001001000,371,0,140,112,87,20,0,0,12,0,0,0,0
12001001000,1400000US12001001000,417,47,56,158,102,12,13,29,0,0,0,0,0
12001001100,1400000US12001001100,3221,141,571,852,856,316,53,258,14,20,96,44,0
12001001100,1400000US12001001100,2896,141,541,752,782,257,37,242,14,20,74,36,0
12001001100,1400000US12001001100,2915,141,550,762,782,257,37,242,14,20,74,36,0
12001001100,1400000US12001001100,2790,141,522,665,782,257,37,242,14,20,74,36,0
12001001100,1400000US12001001100,2790,141,522,665,782,257,37,242,14,20,74,36,0
12001001100,1400000US12001001100,711,7,178,201,185,69,0,29,0,20,13,9,0
12001001100,1400000US12001001100,677,14,119,260,143,59,0,73,0,0,0,9,0
12001001100,1400000US12001001100,475,7,103,91,195,9,0,49,0,0,21,0,0
12001001201,1400000US12001001201,1508,7,156,376,285,427,49,140,9,0,11,20,28
12001001201,1400000US12001001201,1202,0,143,359,231,245,43,140,0,0,11,20,10
12001001201,1400000US12001001201,1207,0,148,359,231,245,43,140,0,0,11,20,10
12001001201,1400000US12001001201,1122,0,139,348,231,228,30,105,0,0,11,20,10
12001001201,1400000US12001001201,1127,0,144,348,231,228,30,105,0,0,11,20,10
12001001202,1400000US12001001202,3663,85,174,934,941,798,311,162,50,61,31,54,62
12001001202,1400000US12001001202,3104,85,122,856,738,653,299,130,28,46,31,54,62
12001001202,1400000US12001001202,3104,85,122,856,738,653,299,130,28,46,31,54,62
12001001202,1400000US12001001202,2741,34,114,834,660,548,260,130,28,19,31,21,62
12001001202,1400000US12001001202,2741,34,114,834,660,548,260,130,28,19,31,21,62
12001001202,1400000US12001001202,500,34,12,148,124,157,12,13,0,0,0,0,0
12001001202,1400000US12001001202,594,0,23,134,217,144,20,44,0,0,0,0,12
12001001202,1400000US12001001202,609,0,58,141,168,122,34,52,15,19,0,0,0
12001001203,1400000US12001001203,1993,63,202,347,740,314,122,72,16,30,31,48,8
12001001203,1400000US12001001203,1246,8,107,347,457,173,47,24,8,19,0,48,8
12001001203,1400000US12001001203,1269,8,107,347,457,188,47,24,16,19,0,48,8
12001001203,1400000US12001001203,1180,8,107,347,426,149,47,24,8,8,0,48,8
12001001203,1400000US12001001203,1203,8,107,347,426,164,47,24,16,8,0,48,8
12001001400,1400000US12001001400,1060,70,90,134,219,122,36,190,98,41,32,10,18
12001001400,1400000US12001001400,280,27,53,25,33,26,11,46,59,0,0,0,0
12001001400,1400000US12001001400,280,27,53,25,33,26,11,46,59,0,0,0,0
12001001400,1400000US12001001400,764,43,37,109,186,80,25,144,39,41,32,10,18
12001001400,1400000US12001001400,764,43,37,109,186,80,25,144,39,41,32,10,18
12001001400,1400000US12001001400,233,15,53,25,33,26,11,11,59,0,0,0,0
12001001400,1400000US12001001400,233,15,53,25,33,26,11,11,59,0,0,0,0
12001001400,1400000US12001001400,764,43,37,109,186,80,25,144,39,41,32,10,18
12001001400,1400000US12001001400,764,43,37,109,186,80,25,144,39,41,32,10,18
12001001515,1400000US12001001515,2725,117,304,587,656,550,247,139,14,0,38,55,18
12001001515,1400000US12001001515,1946,107,243,454,416,380,228,65,0,0,38,15,0
12001001515,1400000US12001001515,2004,107,243,454,460,380,228,65,14,0,38,15,0
12001001515,1400000US12001001515,1500,80,243,403,321,239,96,65,0,0,38,15,0
12001001515,1400000US12001001515,1535,80,243,403,342,239,96,65,14,0,38,15,0
12001001516,1400000US12001001516,1211,16,224,429,76,139,52,111,0,46,33,67,18
12001001516,1400000US12001001516,715,16,137,183,60,106,35,111,0,0,33,16,18
12001001516,1400000US12001001516,732,16,137,183,60,123,35,111,0,0,33,16,18
12001001516,1400000US12001001516,656,16,78,183,60,106,35,111,0,0,33,16,18
12001001516,1400000US12001001516,656,16,78,183,60,106,35,111,0,0,33,16,18
12001001517,1400000US12001001517,2384,92,276,676,346,386,96,327,0,31,107,47,0
12001001517,1400000US12001001517,1518,79,218,457,170,192,96,169,0,31,71,35,0
12001001517,1400000US12001001517,1527,79,227,457,170,192,96,169,0,31,71,35,0
12001001517,1400000US12001001517,1216,31,218,396,130,165,84,169,0,0,9,14,0
12001001517,1400000US12001001517,1216,31,218,396,130,165,84,169,0,0,9,14,0
12001001519,1400000US12001001519,1347,31,303,283,353,322,26,29,0,0,0,0,0
12001001519,1400000US12001001519,979,31,185,232,254,222,26,29,0,0,0,0,0
12001001519,1400000US12001001519,979,31,185,232,254,222,26,29,0,0,0,0,0
12001001520,1400000US12001001520,1009,26,244,293,244,46,13,64,0,0,47,0,32
12001001520,1400000US12001001520,585,0,82,248,135,23,0,64,0,0,12,0,21
12001001520,1400000US12001001520,608,0,82,248,145,23,13,64,0,0,12,0,21
12001001520,1400000US12001001520,445,0,82,207,86,12,0,25,0,0,12,0,21
12001001520,1400000US12001001520,468,0,82,207,96,12,13,25,0,0,12,0,21
12001001521,1400000US12001001521,1886,174,225,481,459,370,103,12,0,33,29,0,0
12001001521,1400000US12001001521,1338,75,216,388,275,291,49,12,0,18,14,0,0
12001001521,1400000US12001001521,1371,75,216,408,275,304,49,12,0,18,14,0,0
12001001521,1400000US12001001521,1254,75,216,351,259,278,49,12,0,0,14,0,0
12001001521,1400000US12001001521,1287,75,216,371,259,291,49,12,0,0,14,0,0
12001001603,1400000US12001001603,767,26,110,381,72,76,0,67,0,0,35,0,0
12001001603,1400000US12001001603,721,26,110,369,72,42,0,67,0,0,35,0,0
12001001604,1400000US12001001604,2985,116,351,1143,626,306,123,171,11,16,89,17,16
12001001604,1400000US12001001604,2680,104,331,1046,603,229,59,159,11,16,89,17,16
12001001604,1400000US12001001604,2711,104,331,1063,617,229,59,159,11,16,89,17,16
12001001604,1400000US12001001604,2367,104,306,981,453,198,59,134,11,16,89,0,16
12001001604,1400000US12001001604,2384,104,306,998,453,198,59,134,11,16,89,0,16
12001001701,1400000US12001001701,2649,71,336,554,710,461,243,141,32,0,54,24,23
12001001701,1400000US12001001701,1823,51,258,319,526,327,129,103,9,0,54,24,23
12001001701,1400000US12001001701,1876,71,277,333,526,327,129,103,9,0,54,24,23
12001001701,1400000US12001001701,1725,44,241,298,517,298,114,103,9,0,54,24,23
12001001701,1400000US12001001701,1744,44,260,298,517,298,114,103,9,0,54,24,23
12001001701,1400000US12001001701,354,6,24,38,135,98,32,0,0,0,21,0,0
12001001701,1400000US12001001701,332,0,77,92,48,69,16,0,0,0,0,19,11
12001001701,1400000US12001001701,371,0,44,57,119,91,36,10,0,0,14,0,0
12001001702,1400000US12001001702,2125,175,285,378,506,389,76,98,0,54,22,97,45
12001001702,1400000US12001001702,1875,101,266,298,483,358,76,91,0,54,6,97,45
12001001702,1400000US12001001702,1875,101,266,298,483,358,76,91,0,54,6,97,45
12001001702,1400000US12001001702,1875,101,266,298,483,358,76,91,0,54,6,97,45
12001001702,1400000US12001001702,1875,101,266,298,483,358,76,91,0,54,6,97,45
12001001702,1400000US12001001702,525,59,46,78,107,102,32,45,0,0,6,50,0
12001001702,1400000US12001001702,418,48,85,77,115,57,0,30,0,0,6,0,0
12001001801,1400000US12001001801,2941,128,263,404,228,322,291,764,114,164,147,76,40
12001001801,1400000US12001001801,2358,51,263,370,141,277,230,613,89,98,110,76,40
12001001801,1400000US12001001801,2425,87,263,370,172,277,230,613,89,98,110,76,40
12001001801,1400000US12001001801,2225,36,263,341,141,272,217,542,89,98,110,76,40
12001001801,1400000US12001001801,2292,72,263,341,172,272,217,542,89,98,110,76,40
12001001801,1400000US12001001801,440,11,70,5,25,62,18,142,0,17,67,23,0
12001001802,1400000US12001001802,1351,31,48,234,178,214,105,414,17,0,55,25,30
12001001802,1400000US12001001802,830,31,43,60,171,177,105,154,17,0,35,25,12
12001001802,1400000US12001001802,830,31,43,60,171,177,105,154,17,0,35,25,12
12001001802,1400000US12001001802,606,12,32,38,133,97,51,154,17,0,35,25,12
12001001802,1400000US12001001802,606,12,32,38,133,97,51,154,17,0,35,25,12
12001001803,1400000US12001001803,2945,33,172,526,603,553,267,544,22,72,82,39,32
12001001803,1400000US12001001803,1986,0,124,309,479,449,267,210,22,72,36,18,0
12001001803,1400000US12001001803,2069,0,140,321,499,449,267,245,22,72,36,18,0
12001001803,1400000US12001001803,528,0,32,113,79,43,0,234,0,0,27,0,0
12001001803,1400000US12001001803,623,0,32,113,79,43,0,297,0,0,27,0,32
12001001803,1400000US12001001803,1862,0,124,257,479,377,267,210,22,72,36,18,0
12001001803,1400000US12001001803,1945,0,140,269,499,377,267,245,22,72,36,18,0
12001001803,1400000US12001001803,513,0,32,113,79,28,0,234,0,0,27,0,0
12001001803,1400000US12001001803,608,0,32,113,79,28,0,297,0,0,27,0,32
12001001803,1400000US12001001803,421,0,15,25,116,45,137,10,22,0,33,18,0
12001001803,1400000US12001001803,587,0,19,82,81,171,127,74,0,0,33,0,0
12001001805,1400000US12001001805,752,38,66,10,79,205,114,79,9,13,19,59,61
12001001805,1400000US12001001805,565,38,66,10,67,151,114,55,9,0,19,24,12
12001001805,1400000US12001001805,565,38,66,10,67,151,114,55,9,0,19,24,12
12001001805,1400000US12001001805,565,38,66,10,67,151,114,55,9,0,19,24,12
12001001805,1400000US12001001805,565,38,66,10,67,151,114,55,9,0,19,24,12
12001001806,1400000US12001001806,4327,113,230,336,522,794,413,1053,279,162,295,93,37
12001001806,1400000US12001001806,3736,113,173,252,482,738,337,866,213,162,270,93,37
12001001806,1400000US12001001806,3760,113,173,252,482,738,349,866,225,162,270,93,37
12001001806,1400000US12001001806,438,0,26,60,25,15,56,177,54,0,25,0,0
12001001806,1400000US12001001806,450,0,26,60,25,15,68,177,54,0,25,0,0
12001001806,1400000US12001001806,3551,84,173,252,407,720,303,845,213,154,270,93,37
12001001806,1400000US12001001806,3575,84,173,252,407,720,315,845,225,154,270,93,37
12001001806,1400000US12001001806,438,0,26,60,25,15,56,177,54,0,25,0,0
12001001806,1400000US12001001806,450,0,26,60,25,15,68,177,54,0,25,0,0
12001001806,1400000US12001001806,617,15,22,24,53,163,12,169,46,41,72,0,0
12001001806,1400000US12001001806,840,36,40,51,99,247,22,206,17,22,40,60,0
12001001806,1400000US12001001806,660,19,33,89,98,134,42,197,22,0,13,13,0
12001001806,1400000US12001001806,323,0,38,8,27,18,41,80,32,14,65,0,0
12001001811,1400000US12001001811,3303,81,168,442,963,708,222,443,84,83,61,26,22
12001001811,1400000US12001001811,2712,81,155,428,769,503,170,403,77,52,32,26,16
12001001811,1400000US12001001811,2762,81,155,428,803,513,170,403,77,52,38,26,16
12001001811,1400000US12001001811,339,0,13,14,78,144,24,40,7,13,0,0,6
12001001811,1400000US12001001811,2427,45,155,419,658,411,170,377,77,41,32,26,16
12001001811,1400000US12001001811,2477,45,155,419,692,421,170,377,77,41,38,26,16
12001001811,1400000US12001001811,339,0,13,14,78,144,24,40,7,13,0,0,6
12001001811,1400000US12001001811,510,0,35,144,224,63,9,19,0,0,16,0,0
12001001813,1400000US12001001813,1215,39,115,50,206,237,197,167,27,76,64,12,25
12001001813,1400000US12001001813,1150,39,115,50,206,213,180,161,27,76,46,12,25
12001001813,1400000US12001001813,1150,39,115,50,206,213,180,161,27,76,46,12,25
12001001813,1400000US12001001813,1085,39,115,47,192,213,132,161,27,76,46,12,25
12001001813,1400000US12001001813,1085,39,115,47,192,213,132,161,27,76,46,12,25
12001001814,1400000US12001001814,963,0,52,28,178,289,163,171,38,0,0,44,0
12001001814,1400000US12001001814,961,0,51,28,178,289,163,170,38,0,0,44,0
12001001814,1400000US12001001814,961,0,51,28,178,289,163,170,38,0,0,44,0
12001001814,1400000US12001001814,947,0,51,28,178,275,163,170,38,0,0,44,0
12001001814,1400000US12001001814,947,0,51,28,178,275,163,170,38,0,0,44,0
12001001902,1400000US12001001902,1377,46,355,87,194,371,70,104,34,19,13,74,10
12001001902,1400000US12001001902,662,15,203,48,53,92,70,104,5,19,0,53,0
12001001902,1400000US12001001902,679,15,203,65,53,92,70,104,5,19,0,53,0
12001001902,1400000US12001001902,698,31,152,22,141,279,0,0,29,0,13,21,10
12001001902,1400000US12001001902,698,31,152,22,141,279,0,0,29,0,13,21,10
12001001902,1400000US12001001902,662,15,203,48,53,92,70,104,5,19,0,53,0
12001001902,1400000US12001001902,679,15,203,65,53,92,70,104,5,19,0,53,0
12001001902,1400000US12001001902,698,31,152,22,141,279,0,0,29,0,13,21,10
12001001902,1400000US12001001902,698,31,152,22,141,279,0,0,29,0,13,21,10
12001001907,1400000US12001001907,1326,62,67,63,58,219,68,600,47,57,27,58,0
12001001907,1400000US12001001907,952,62,67,63,47,219,44,339,47,27,27,10,0
12001001907,1400000US12001001907,956,62,67,63,51,219,44,339,47,27,27,10,0
12001001907,1400000US12001001907,952,62,67,63,47,219,44,339,47,27,27,10,0
12001001907,1400000US12001001907,956,62,67,63,51,219,44,339,47,27,27,10,0
12001001908,1400000US12001001908,2267,171,140,171,229,425,125,545,44,111,135,63,108
12001001908,1400000US12001001908,1661,157,85,124,106,369,35,328,44,111,135,63,104
12001001908,1400000US12001001908,1714,157,85,124,149,379,35,328,44,111,135,63,104
12001001908,1400000US12001001908,553,14,55,47,80,46,90,217,0,0,0,0,4
12001001908,1400000US12001001908,606,14,55,47,123,56,90,217,0,0,0,0,4
12001001908,1400000US12001001908,1577,157,64,124,106,358,35,276,44,111,135,63,104
12001001908,1400000US12001001908,1630,157,64,124,149,368,35,276,44,111,135,63,104
12001001908,1400000US12001001908,553,14,55,47,80,46,90,217,0,0,0,0,4
12001001908,1400000US12001001908,606,14,55,47,123,56,90,217,0,0,0,0,4
12001002000,1400000US12001002000,1879,23,139,79,247,318,90,592,59,110,129,53,40
12001002000,1400000US12001002000,1450,23,90,54,212,220,80,423,52,103,119,49,25
12001002000,1400000US12001002000,1460,23,90,54,212,220,80,423,52,103,129,49,25
12001002000,1400000US12001002000,364,0,41,23,35,96,10,131,7,7,0,4,10
12001002000,1400000US12001002000,364,0,41,23,35,96,10,131,7,7,0,4,10
12001002000,1400000US12001002000,1450,23,90,54,212,220,80,423,52,103,119,49,25
12001002000,1400000US12001002000,1460,23,90,54,212,220,80,423,52,103,129,49,25
12001002000,1400000US12001002000,364,0,41,23,35,96,10,131,7,7,0,4,10
12001002000,1400000US12001002000,364,0,41,23,35,96,10,131,7,7,0,4,10
12001002000,1400000US12001002000,336,14,2,14,40,62,12,120,14,10,34,0,14
12001002000,1400000US12001002000,317,3,19,14,40,86,22,45,0,33,30,14,11
12001002000,1400000US12001002000,170,0,0,4,39,7,12,57,23,0,13,15,0
12001002101,1400000US12001002101,884,10,36,59,131,166,172,215,0,19,32,30,14
12001002101,1400000US12001002101,732,10,36,53,106,131,171,154,0,9,32,30,0
12001002101,1400000US12001002101,733,10,36,53,106,131,172,154,0,9,32,30,0
12001002101,1400000US12001002101,724,10,36,53,106,123,171,154,0,9,32,30,0
12001002101,1400000US12001002101,725,10,36,53,106,123,172,154,0,9,32,30,0
12001002102,1400000US12001002102,422,28,97,7,44,47,28,96,32,0,19,0,24
12001002102,1400000US12001002102,341,28,67,7,32,39,24,81,32,0,7,0,24
12001002102,1400000US12001002102,342,28,67,7,32,39,24,82,32,0,7,0,24
12001002102,1400000US12001002102,341,28,67,7,32,39,24,81,32,0,7,0,24
12001002102,1400000US12001002102,342,28,67,7,32,39,24,82,32,0,7,0,24
12001002201,1400000US12001002201,2044,74,10,103,382,453,108,497,132,110,30,111,34
12001002201,1400000US12001002201,1704,74,0,58,303,398,94,447,98,79,30,89,34
12001002201,1400000US12001002201,1816,74,0,58,326,407,94,497,98,96,30,102,34
12001002201,1400000US12001002201,1651,74,0,58,284,373,94,447,98,79,30,89,25
12001002201,1400000US12001002201,1735,74,0,58,299,382,94,490,98,96,30,89,25
12001002201,1400000US12001002201,391,0,0,21,69,57,13,99,43,19,18,27,25
12001002201,1400000US12001002201,487,38,0,11,37,139,0,113,66,50,0,8,25
12001002202,1400000US12001002202,2795,41,259,204,226,683,229,575,76,159,259,67,17
12001002202,1400000US12001002202,2503,41,206,204,187,613,229,510,56,137,236,67,17
12001002202,1400000US12001002202,2503,41,206,204,187,613,229,510,56,137,236,67,17
12001002202,1400000US12001002202,2346,41,189,204,174,542,209,499,56,112,236,67,17
12001002202,1400000US12001002202,2346,41,189,204,174,542,209,499,56,112,236,67,17
12001002202,1400000US12001002202,422,0,36,24,11,122,46,61,0,67,34,4,17
12001002202,1400000US12001002202,511,0,0,51,25,98,37,133,10,0,94,46,17
12001002202,1400000US12001002202,432,12,8,79,11,74,60,111,15,13,41,8,0
12001002202,1400000US12001002202,396,29,54,27,35,102,43,42,16,10,38,0,0
12001002204,1400000US12001002204,4732,102,249,772,1240,1009,201,674,58,73,177,95,82
12001002204,1400000US12001002204,3773,102,249,651,998,672,201,471,34,73,156,95,71
12001002204,1400000US12001002204,3853,102,249,667,998,703,201,493,34,73,167,95,71
12001002204,1400000US12001002204,513,0,0,42,163,183,0,90,24,0,0,0,11
12001002204,1400000US12001002204,545,0,0,42,163,183,0,111,24,0,11,0,11
12001002204,1400000US12001002204,3566,102,231,651,955,655,163,443,34,73,127,61,71
12001002204,1400000US12001002204,3631,102,231,667,955,686,163,450,34,73,138,61,71
12001002204,1400000US12001002204,513,0,0,42,163,183,0,90,24,0,0,0,11
12001002204,1400000US12001002204,530,0,0,42,163,183,0,96,24,0,11,0,11
12001002204,1400000US12001002204,742,0,60,134,193,191,37,95,0,6,26,0,0
12001002204,1400000US12001002204,861,17,79,180,164,167,16,121,13,17,66,0,21
12001002204,1400000US12001002204,618,9,40,132,110,58,27,114,21,24,61,13,9
12001002204,1400000US12001002204,254,12,41,44,46,49,0,22,0,13,9,0,18
12001002205,1400000US12001002205,4487,90,353,569,1110,1198,219,545,107,41,152,38,65
12001002205,1400000US12001002205,4011,90,353,523,921,1088,196,486,88,30,152,19,65
12001002205,1400000US12001002205,4011,90,353,523,921,1088,196,486,88,30,152,19,65
12001002205,1400000US12001002205,254,0,0,0,117,37,23,28,19,11,0,19,0
12001002205,1400000US12001002205,254,0,0,0,117,37,23,28,19,11,0,19,0
12001002205,1400000US12001002205,394,0,148,52,114,68,12,0,0,0,0,0,0
12001002205,1400000US12001002205,3655,90,205,484,832,1020,184,486,88,30,152,19,65
12001002205,1400000US12001002205,3655,90,205,484,832,1020,184,486,88,30,152,19,65
12001002205,1400000US12001002205,254,0,0,0,117,37,23,28,19,11,0,19,0
12001002205,1400000US12001002205,254,0,0,0,117,37,23,28,19,11,0,19,0
12001002205,1400000US12001002205,454,23,25,52,103,134,38,37,13,13,8,0,8
12001002205,1400000US12001002205,1057,0,120,164,230,235,76,137,35,0,46,0,14
12001002205,1400000US12001002205,572,0,56,78,115,104,0,96,61,0,31,11,20
12001002205,1400000US12001002205,446,12,27,89,112,118,9,28,0,13,13,0,25
12001002207,1400000US12001002207,1678,0,126,248,295,361,230,228,19,22,75,34,40
12001002207,1400000US12001002207,1444,0,126,226,252,361,183,149,19,9,58,21,40
12001002207,1400000US12001002207,1456,0,126,238,252,361,183,149,19,9,58,21,40
12001002207,1400000US12001002207,1330,0,111,216,236,341,153,140,19,9,44,21,40
12001002207,1400000US12001002207,1342,0,111,228,236,341,153,140,19,9,44,21,40
12001002207,1400000US12001002207,381,0,9,99,59,85,39,39,6,0,25,11,9
12001002207,1400000US12001002207,326,0,20,63,75,48,49,34,19,9,0,0,9
12001002208,1400000US12001002208,1267,77,85,190,210,236,74,256,38,14,24,37,26
12001002208,1400000US12001002208,1121,36,85,165,180,228,74,225,27,14,24,37,26
12001002208,1400000US12001002208,1121,36,85,165,180,228,74,225,27,14,24,37,26
12001002208,1400000US12001002208,999,36,85,165,137,228,74,146,27,14,24,37,26
