Id2,Id,Estimate; Total:,Estimate; Total: - Complete kitchen facilities,Estimate; Total: - Lacking complete kitchen facilities
12001000200,1400000US12001000200,2252,2161,91
12001000200,1400000US12001000200,1580,1508,72
12001000200,1400000US12001000200,1603,1531,72
12001000200,1400000US12001000200,501,482,19
12001000200,1400000US12001000200,532,513,19
12001000200,1400000US12001000200,1213,1141,72
12001000200,1400000US12001000200,1227,1155,72
12001000200,1400000US12001000200,501,482,19
12001000200,1400000US12001000200,523,504,19
12001000301,1400000US12001000301,1697,1655,42
12001000301,1400000US12001000301,1303,1261,42
12001000301,1400000US12001000301,1314,1272,42
12001000301,1400000US12001000301,1160,1118,42
12001000301,1400000US12001000301,1171,1129,42
12001000302,1400000US12001000302,1362,1331,31
12001000302,1400000US12001000302,1172,1154,18
12001000302,1400000US12001000302,1200,1182,18
12001000302,1400000US12001000302,1092,1074,18
12001000302,1400000US12001000302,1120,1102,18
12001000400,1400000US12001000400,2167,2167,0
12001000400,1400000US12001000400,838,838,0
12001000400,1400000US12001000400,849,849,0
12001000400,1400000US12001000400,1284,1284,0
12001000400,1400000US12001000400,1295,1295,0
12001000400,1400000US12001000400,788,788,0
12001000400,1400000US12001000400,799,799,0
12001000400,1400000US12001000400,1284,1284,0
12001000400,1400000US12001000400,1295,1295,0
12001000500,1400000US12001000500,2279,2250,29
12001000500,1400000US12001000500,1788,1759,29
12001000500,1400000US12001000500,1788,1759,29
12001000500,1400000US12001000500,1698,1669,29
12001000500,1400000US12001000500,1698,1669,29
12001000600,1400000US12001000600,1632,1626,6
12001000600,1400000US12001000600,1489,1483,6
12001000600,1400000US12001000600,1494,1488,6
12001000600,1400000US12001000600,1446,1440,6
12001000600,1400000US12001000600,1451,1445,6
12001000700,1400000US12001000700,2279,2246,33
12001000700,1400000US12001000700,476,462,14
12001000700,1400000US12001000700,496,482,14
12001000700,1400000US12001000700,1708,1689,19
12001000700,1400000US12001000700,1719,1700,19
12001000700,1400000US12001000700,453,439,14
12001000700,1400000US12001000700,473,459,14
12001000700,1400000US12001000700,1708,1689,19
12001000700,1400000US12001000700,1708,1689,19
12001000806,1400000US12001000806,1072,1016,56
12001000806,1400000US12001000806,830,783,47
12001000806,1400000US12001000806,838,791,47
12001000806,1400000US12001000806,794,747,47
12001000806,1400000US12001000806,802,755,47
12001000808,1400000US12001000808,1894,1894,0
12001000808,1400000US12001000808,1034,1034,0
12001000808,1400000US12001000808,1194,1194,0
12001000808,1400000US12001000808,414,414,0
12001000808,1400000US12001000808,462,462,0
12001000808,1400000US12001000808,911,911,0
12001000808,1400000US12001000808,1027,1027,0
12001000808,1400000US12001000808,414,414,0
12001000808,1400000US12001000808,462,462,0
12001000809,1400000US12001000809,817,817,0
12001000809,1400000US12001000809,622,622,0
12001000809,1400000US12001000809,622,622,0
12001000809,1400000US12001000809,556,556,0
12001000901,1400000US12001000901,637,630,7
12001000901,1400000US12001000901,219,219,0
12001000901,1400000US12001000901,280,280,0
12001000901,1400000US12001000901,290,283,7
12001000901,1400000US12001000901,290,283,7
12001000901,1400000US12001000901,99,99,0
12001000901,1400000US12001000901,148,148,0
12001000901,1400000US12001000901,290,283,7
12001000901,1400000US12001000901,290,283,7
12001000902,1400000US12001000902,164,164,0
12001000902,1400000US12001000902,22,22,0
12001000902,1400000US12001000902,22,22,0
12001000902,1400000US12001000902,46,46,0
12001000902,1400000US12001000902,46,46,0
12001000902,1400000US12001000902,77,77,0
12001000902,1400000US12001000902,8,8,0
12001000902,1400000US12001000902,14,14,0
12001000902,1400000US12001000902,14,14,0
12001000902,1400000US12001000902,46,46,0
12001000902,1400000US12001000902,46,46,0
12001000902,1400000US12001000902,77,77,0
12001000902,1400000US12001000902,8,8,0
12001000902,1400000US12001000902,8,8,0
12001000902,1400000US12001000902,0,0,0
12001000902,1400000US12001000902,0,0,0
12001001000,1400000US12001001000,2550,2536,14
12001001000,1400000US12001001000,2368,2354,14
12001001000,1400000US12001001000,2383,2369,14
12001001000,1400000US12001001000,2268,2268,0
12001001000,1400000US12001001000,2283,2283,0
12001001000,1400000US12001001000,460,460,0
12001001000,1400000US12001001000,497,497,0
12001001100,1400000US12001001100,2990,2990,0
12001001100,1400000US12001001100,2632,2632,0
12001001100,1400000US12001001100,2651,2651,0
12001001100,1400000US12001001100,2518,2518,0
12001001100,1400000US12001001100,2518,2518,0
12001001100,1400000US12001001100,578,578,0
12001001100,1400000US12001001100,702,702,0
12001001100,1400000US12001001100,473,473,0
12001001201,1400000US12001001201,1175,1175,0
12001001201,1400000US12001001201,1041,1041,0
12001001201,1400000US12001001201,1046,1046,0
12001001201,1400000US12001001201,998,998,0
12001001201,1400000US12001001201,1003,1003,0
12001001202,1400000US12001001202,3068,3049,19
12001001202,1400000US12001001202,2554,2554,0
12001001202,1400000US12001001202,2554,2554,0
12001001202,1400000US12001001202,2304,2304,0
12001001202,1400000US12001001202,2304,2304,0
12001001202,1400000US12001001202,448,448,0
12001001202,1400000US12001001202,491,491,0
12001001202,1400000US12001001202,490,490,0
12001001203,1400000US12001001203,1494,1494,0
12001001203,1400000US12001001203,1081,1081,0
12001001203,1400000US12001001203,1107,1107,0
12001001203,1400000US12001001203,1013,1013,0
12001001203,1400000US12001001203,1028,1028,0
12001001400,1400000US12001001400,901,901,0
12001001400,1400000US12001001400,344,344,0
12001001400,1400000US12001001400,360,360,0
12001001400,1400000US12001001400,525,525,0
12001001400,1400000US12001001400,530,530,0
12001001400,1400000US12001001400,332,332,0
12001001400,1400000US12001001400,348,348,0
12001001400,1400000US12001001400,525,525,0
12001001400,1400000US12001001400,530,530,0
12001001515,1400000US12001001515,2343,2288,55
12001001515,1400000US12001001515,1695,1675,20
12001001515,1400000US12001001515,1738,1718,20
12001001515,1400000US12001001515,1413,1393,20
12001001515,1400000US12001001515,1439,1419,20
12001001516,1400000US12001001516,1046,1046,0
12001001516,1400000US12001001516,690,690,0
12001001516,1400000US12001001516,707,707,0
12001001516,1400000US12001001516,619,619,0
12001001516,1400000US12001001516,619,619,0
12001001517,1400000US12001001517,2270,2270,0
12001001517,1400000US12001001517,1426,1426,0
12001001517,1400000US12001001517,1449,1449,0
12001001517,1400000US12001001517,1210,1210,0
12001001517,1400000US12001001517,1224,1224,0
12001001519,1400000US12001001519,871,871,0
12001001519,1400000US12001001519,579,579,0
12001001519,1400000US12001001519,609,609,0
12001001520,1400000US12001001520,1045,1045,0
12001001520,1400000US12001001520,652,652,0
12001001520,1400000US12001001520,662,662,0
12001001520,1400000US12001001520,440,440,0
12001001520,1400000US12001001520,450,450,0
12001001521,1400000US12001001521,2085,2085,0
12001001521,1400000US12001001521,1570,1570,0
12001001521,1400000US12001001521,1588,1588,0
12001001521,1400000US12001001521,1381,1381,0
12001001521,1400000US12001001521,1399,1399,0
12001001603,1400000US12001001603,569,569,0
12001001603,1400000US12001001603,505,505,0
12001001604,1400000US12001001604,2561,2527,34
12001001604,1400000US12001001604,2240,2206,34
12001001604,1400000US12001001604,2249,2215,34
12001001604,1400000US12001001604,1935,1901,34
12001001604,1400000US12001001604,1935,1901,34
12001001701,1400000US12001001701,2436,2409,27
12001001701,1400000US12001001701,1826,1799,27
12001001701,1400000US12001001701,1879,1852,27
12001001701,1400000US12001001701,1728,1701,27
12001001701,1400000US12001001701,1747,1720,27
12001001701,1400000US12001001701,360,360,0
12001001701,1400000US12001001701,385,358,27
12001001701,1400000US12001001701,320,320,0
12001001702,1400000US12001001702,1999,1999,0
12001001702,1400000US12001001702,1760,1760,0
12001001702,1400000US12001001702,1770,1770,0
12001001702,1400000US12001001702,1760,1760,0
12001001702,1400000US12001001702,1770,1770,0
12001001702,1400000US12001001702,560,560,0
12001001702,1400000US12001001702,408,408,0
12001001801,1400000US12001001801,2666,2666,0
12001001801,1400000US12001001801,2130,2130,0
12001001801,1400000US12001001801,2227,2227,0
12001001801,1400000US12001001801,2028,2028,0
12001001801,1400000US12001001801,2125,2125,0
12001001801,1400000US12001001801,376,376,0
12001001802,1400000US12001001802,1118,1098,20
12001001802,1400000US12001001802,700,700,0
12001001802,1400000US12001001802,700,700,0
12001001802,1400000US12001001802,620,620,0
12001001802,1400000US12001001802,620,620,0
12001001803,1400000US12001001803,2668,2668,0
12001001803,1400000US12001001803,2010,2010,0
12001001803,1400000US12001001803,2061,2061,0
12001001803,1400000US12001001803,396,396,0
12001001803,1400000US12001001803,455,455,0
12001001803,1400000US12001001803,1880,1880,0
12001001803,1400000US12001001803,1931,1931,0
12001001803,1400000US12001001803,381,381,0
12001001803,1400000US12001001803,440,440,0
12001001803,1400000US12001001803,438,438,0
12001001803,1400000US12001001803,495,495,0
12001001805,1400000US12001001805,642,642,0
12001001805,1400000US12001001805,475,475,0
12001001805,1400000US12001001805,475,475,0
12001001805,1400000US12001001805,475,475,0
12001001805,1400000US12001001805,475,475,0
12001001806,1400000US12001001806,3574,3574,0
12001001806,1400000US12001001806,3115,3115,0
12001001806,1400000US12001001806,3148,3148,0
12001001806,1400000US12001001806,374,374,0
12001001806,1400000US12001001806,386,386,0
12001001806,1400000US12001001806,2927,2927,0
12001001806,1400000US12001001806,2960,2960,0
12001001806,1400000US12001001806,374,374,0
12001001806,1400000US12001001806,386,386,0
12001001806,1400000US12001001806,461,461,0
12001001806,1400000US12001001806,783,783,0
12001001806,1400000US12001001806,506,506,0
12001001806,1400000US12001001806,266,266,0
12001001811,1400000US12001001811,2851,2821,30
12001001811,1400000US12001001811,2320,2290,30
12001001811,1400000US12001001811,2360,2330,30
12001001811,1400000US12001001811,317,317,0
12001001811,1400000US12001001811,2226,2196,30
12001001811,1400000US12001001811,2266,2236,30
12001001811,1400000US12001001811,317,317,0
12001001811,1400000US12001001811,527,527,0
12001001813,1400000US12001001813,1067,1067,0
12001001813,1400000US12001001813,1025,1025,0
12001001813,1400000US12001001813,1025,1025,0
12001001813,1400000US12001001813,944,944,0
12001001813,1400000US12001001813,944,944,0
12001001814,1400000US12001001814,861,848,13
12001001814,1400000US12001001814,843,830,13
12001001814,1400000US12001001814,843,830,13
12001001814,1400000US12001001814,843,830,13
12001001814,1400000US12001001814,843,830,13
12001001902,1400000US12001001902,945,945,0
12001001902,1400000US12001001902,397,397,0
12001001902,1400000US12001001902,414,414,0
12001001902,1400000US12001001902,531,531,0
12001001902,1400000US12001001902,531,531,0
12001001902,1400000US12001001902,397,397,0
12001001902,1400000US12001001902,414,414,0
12001001902,1400000US12001001902,531,531,0
12001001902,1400000US12001001902,531,531,0
12001001907,1400000US12001001907,963,931,32
12001001907,1400000US12001001907,818,786,32
12001001907,1400000US12001001907,825,793,32
12001001907,1400000US12001001907,818,786,32
12001001907,1400000US12001001907,825,793,32
12001001908,1400000US12001001908,1855,1840,15
12001001908,1400000US12001001908,1405,1405,0
12001001908,1400000US12001001908,1461,1461,0
12001001908,1400000US12001001908,394,379,15
12001001908,1400000US12001001908,437,422,15
12001001908,1400000US12001001908,1353,1353,0
12001001908,1400000US12001001908,1409,1409,0
12001001908,1400000US12001001908,394,379,15
12001001908,1400000US12001001908,437,422,15
12001002000,1400000US12001002000,1943,1943,0
12001002000,1400000US12001002000,1553,1553,0
12001002000,1400000US12001002000,1566,1566,0
12001002000,1400000US12001002000,324,324,0
12001002000,1400000US12001002000,324,324,0
12001002000,1400000US12001002000,1553,1553,0
12001002000,1400000US12001002000,1566,1566,0
12001002000,1400000US12001002000,324,324,0
12001002000,1400000US12001002000,324,324,0
12001002000,1400000US12001002000,312,312,0
12001002000,1400000US12001002000,291,291,0
12001002000,1400000US12001002000,339,339,0
12001002101,1400000US12001002101,786,786,0
12001002101,1400000US12001002101,623,623,0
12001002101,1400000US12001002101,632,632,0
12001002101,1400000US12001002101,593,593,0
12001002101,1400000US12001002101,602,602,0
12001002102,1400000US12001002102,469,469,0
12001002102,1400000US12001002102,362,362,0
12001002102,1400000US12001002102,363,363,0
12001002102,1400000US12001002102,362,362,0
12001002102,1400000US12001002102,363,363,0
12001002201,1400000US12001002201,1741,1712,29
12001002201,1400000US12001002201,1421,1392,29
12001002201,1400000US12001002201,1494,1465,29
12001002201,1400000US12001002201,1384,1355,29
12001002201,1400000US12001002201,1444,1415,29
12001002201,1400000US12001002201,350,350,0
12001002201,1400000US12001002201,331,331,0
12001002202,1400000US12001002202,2239,2239,0
12001002202,1400000US12001002202,1957,1957,0
12001002202,1400000US12001002202,1957,1957,0
12001002202,1400000US12001002202,1868,1868,0
12001002202,1400000US12001002202,1868,1868,0
12001002202,1400000US12001002202,398,398,0
12001002202,1400000US12001002202,339,339,0
12001002202,1400000US12001002202,330,330,0
12001002202,1400000US12001002202,297,297,0
12001002204,1400000US12001002204,4231,4231,0
12001002204,1400000US12001002204,3485,3485,0
12001002204,1400000US12001002204,3512,3512,0
12001002204,1400000US12001002204,319,319,0
12001002204,1400000US12001002204,344,344,0
12001002204,1400000US12001002204,3337,3337,0
12001002204,1400000US12001002204,3364,3364,0
12001002204,1400000US12001002204,319,319,0
12001002204,1400000US12001002204,330,330,0
12001002204,1400000US12001002204,729,729,0
12001002204,1400000US12001002204,855,855,0
12001002204,1400000US12001002204,475,475,0
12001002204,1400000US12001002204,256,256,0
12001002205,1400000US12001002205,3846,3846,0
12001002205,1400000US12001002205,3461,3461,0
12001002205,1400000US12001002205,3473,3473,0
12001002205,1400000US12001002205,246,246,0
12001002205,1400000US12001002205,246,246,0
12001002205,1400000US12001002205,295,295,0
12001002205,1400000US12001002205,3205,3205,0
12001002205,1400000US12001002205,3217,3217,0
12001002205,1400000US12001002205,246,246,0
12001002205,1400000US12001002205,246,246,0
12001002205,1400000US12001002205,573,573,0
12001002205,1400000US12001002205,902,902,0
12001002205,1400000US12001002205,534,534,0
12001002205,1400000US12001002205,355,355,0
12001002207,1400000US12001002207,1455,1455,0
12001002207,1400000US12001002207,1255,1255,0
12001002207,1400000US12001002207,1255,1255,0
12001002207,1400000US12001002207,1194,1194,0
12001002207,1400000US12001002207,1194,1194,0
12001002207,1400000US12001002207,246,246,0
12001002207,1400000US12001002207,332,332,0
12001002208,1400000US12001002208,950,950,0
12001002208,1400000US12001002208,860,860,0
12001002208,1400000US12001002208,860,860,0
12001002208,1400000US12001002208,762,762,0
12001002208,1400000US12001002208,762,762,0
12001002208,1400000US12001002208,192,192,0
12001002209,1400000US12001002209,2768,2768,0
12001002209,1400000US12001002209,2135,2135,0
12001002209,1400000US12001002209,2157,2157,0
12001002209,1400000US12001002209,424,424,0
12001002209,1400000US12001002209,437,437,0
12001002209,1400000US12001002209,2076,2076,0
12001002209,1400000US12001002209,2098,2098,0
12001002209,1400000US12001002209,424,424,0
12001002209,1400000US12001002209,437,437,0
12001002209,1400000US12001002209,329,329,0
12001002209,1400000US12001002209,361,361,0
12001002209,1400000US12001002209,264,264,0
12001002210,1400000US12001002210,1651,1628,23
12001002210,1400000US12001002210,1430,1407,23
12001002210,1400000US12001002210,1442,1419,23
12001002210,1400000US12001002210,209,209,0
12001002210,1400000US12001002210,209,209,0
12001002210,1400000US12001002210,1271,1252,19
12001002210,1400000US12001002210,1283,1264,19
12001002210,1400000US12001002210,209,209,0
12001002210,1400000US12001002210,209,209,0
12001002217,1400000US12001002217,2697,2697,0
12001002217,1400000US12001002217,1683,1683,0
12001002217,1400000US12001002217,1683,1683,0
12001002217,1400000US12001002217,878,878,0
12001002217,1400000US12001002217,878,878,0
12001002217,1400000US12001002217,1594,1594,0
12001002217,1400000US12001002217,1594,1594,0
12001002217,1400000US12001002217,815,815,0
12001002217,1400000US12001002217,815,815,0
12001002218,1400000US12001002218,1069,1038,31
12001002218,1400000US12001002218,567,556,11
12001002218,1400000US12001002218,581,570,11
12001002218,1400000US12001002218,455,435,20
12001002218,1400000US12001002218,453,442,11
12001002219,1400000US12001002219,2697,2683,14
12001002219,1400000US12001002219,2060,2046,14
12001002219,1400000US12001002219,2075,2061,14
12001002219,1400000US12001002219,514,514,0
12001002219,1400000US12001002219,519,519,0
12001002219,1400000US12001002219,1986,1972,14
12001002219,1400000US12001002219,1996,1982,14
12001002219,1400000US12001002219,514,514,0
12001002219,1400000US12001002219,514,514,0
12001002220,1400000US12001002220,808,808,0
12001002220,1400000US12001002220,581,581,0
12001002220,1400000US12001002220,592,592,0
12001002220,1400000US12001002220,575,575,0
12001002220,1400000US12001002220,586,586,0
12001110800,1400000US12001110800,761,752,9
12001110800,1400000US12001110800,731,722,9
12001110800,1400000US12001110800,743,734,9
12001110800,1400000US12001110800,674,665,9
12001110800,1400000US12001110800,674,665,9
12003040101,1400000US12003040101,2104,2104,0
12003040101,1400000US12003040101,1845,1845,0
12003040101,1400000US12003040101,1917,1917,0
12003040101,1400000US12003040101,1845,1845,0
12003040101,1400000US12003040101,1917,1917,0
12003040101,1400000US12003040101,386,386,0
12003040101,1400000US12003040101,290,290,0
12003040102,1400000US12003040102,2581,2563,18
12003040102,1400000US12003040102,2021,2003,18
12003040102,1400000US12003040102,2032,2014,18
12003040102,1400000US12003040102,534,534,0
12003040102,1400000US12003040102,549,549,0
12003040102,1400000US12003040102,1995,1977,18
12003040102,1400000US12003040102,2006,1988,18
12003040102,1400000US12003040102,534,534,0
12003040102,1400000US12003040102,549,549,0
12003040102,1400000US12003040102,329,311,18
12003040102,1400000US12003040102,433,433,0
12003040201,1400000US12003040201,1968,1968,0
12003040201,1400000US12003040201,1711,1711,0
12003040201,1400000US12003040201,1711,1711,0
12003040201,1400000US12003040201,227,227,0
12003040201,1400000US12003040201,227,227,0
12003040201,1400000US12003040201,1711,1711,0
12003040201,1400000US12003040201,1711,1711,0
12003040201,1400000US12003040201,227,227,0
12003040201,1400000US12003040201,227,227,0
12003040201,1400000US12003040201,271,271,0
12003040201,1400000US12003040201,257,257,0
12003040202,1400000US12003040202,1656,1643,13
12003040202,1400000US12003040202,1600,1587,13
12003040202,1400000US12003040202,1600,1587,13
12003040202,1400000US12003040202,1589,1576,13
12003040202,1400000US12003040202,1589,1576,13
12003040202,1400000US12003040202,258,258,0
12003040202,1400000US12003040202,243,243,0
12005000201,1400000US12005000201,1313,1313,0
12005000201,1400000US12005000201,1225,1225,0
12005000201,1400000US12005000201,1284,1284,0
12005000201,1400000US12005000201,1203,1203,0
12005000201,1400000US12005000201,1262,1262,0
12005000202,1400000US12005000202,2076,2004,72
12005000202,1400000US12005000202,2036,1964,72
12005000202,1400000US12005000202,2046,1974,72
12005000202,1400000US12005000202,2036,1964,72
12005000202,1400000US12005000202,2046,1974,72
12005000202,1400000US12005000202,392,320,72
12005000300,1400000US12005000300,2599,2576,23
12005000300,1400000US12005000300,2540,2517,23
12005000300,1400000US12005000300,2567,2544,23
12005000300,1400000US12005000300,2525,2502,23
12005000300,1400000US12005000300,2535,2512,23
12005000300,1400000US12005000300,256,256,0
12005000300,1400000US12005000300,457,457,0
12005000300,1400000US12005000300,545,545,0
12005000400,1400000US12005000400,3108,3095,13
12005000400,1400000US12005000400,2972,2959,13
12005000400,1400000US12005000400,3068,3055,13
12005000400,1400000US12005000400,2972,2959,13
12005000400,1400000US12005000400,3057,3044,13
12005000400,1400000US12005000400,450,450,0
12005000400,1400000US12005000400,372,359,13
12005000400,1400000US12005000400,556,556,0
12005000400,1400000US12005000400,425,425,0
12005000500,1400000US12005000500,1859,1859,0
12005000500,1400000US12005000500,1636,1636,0
12005000500,1400000US12005000500,1639,1639,0
12005000500,1400000US12005000500,1584,1584,0
12005000500,1400000US12005000500,1587,1587,0
12005000500,1400000US12005000500,315,315,0
12005000500,1400000US12005000500,423,423,0
12005000600,1400000US12005000600,599,599,0
12005000600,1400000US12005000600,585,585,0
12005000600,1400000US12005000600,585,585,0
12005000600,1400000US12005000600,580,580,0
12005000600,1400000US12005000600,580,580,0
12005000700,1400000US12005000700,725,725,0
12005000700,1400000US12005000700,490,490,0
12005000700,1400000US12005000700,523,523,0
12005000700,1400000US12005000700,456,456,0
12005000700,1400000US12005000700,489,489,0
12005000803,1400000US12005000803,1865,1847,18
12005000803,1400000US12005000803,1428,1410,18
12005000803,1400000US12005000803,1480,1462,18
12005000803,1400000US12005000803,1399,1381,18
12005000803,1400000US12005000803,1451,1433,18
12005000804,1400000US12005000804,994,994,0
12005000804,1400000US12005000804,925,925,0
12005000804,1400000US12005000804,925,925,0
12005000804,1400000US12005000804,925,925,0
12005000804,1400000US12005000804,925,925,0
12005000805,1400000US12005000805,2138,2138,0
12005000805,1400000US12005000805,1665,1665,0
12005000805,1400000US12005000805,1722,1722,0
12005000805,1400000US12005000805,1647,1647,0
12005000805,1400000US12005000805,1647,1647,0
12005000806,1400000US12005000806,1400,1400,0
12005000806,1400000US12005000806,1211,1211,0
12005000806,1400000US12005000806,1240,1240,0
12005000806,1400000US12005000806,1194,1194,0
12005000806,1400000US12005000806,1223,1223,0
12005000900,1400000US12005000900,1975,1955,20
12005000900,1400000US12005000900,1643,1643,0
12005000900,1400000US12005000900,1663,1643,20
12005000900,1400000US12005000900,1643,1643,0
12005000900,1400000US12005000900,1663,1643,20
12005001000,1400000US12005001000,939,939,0
12005001000,1400000US12005001000,585,585,0
12005001000,1400000US12005001000,624,624,0
12005001000,1400000US12005001000,301,301,0
12005001000,1400000US12005001000,301,301,0
12005001000,1400000US12005001000,576,576,0
12005001000,1400000US12005001000,615,615,0
12005001000,1400000US12005001000,301,301,0
12005001000,1400000US12005001000,301,301,0
12005001100,1400000US12005001100,2045,2001,44
12005001100,1400000US12005001100,1475,1431,44
12005001100,1400000US12005001100,1518,1474,44
12005001100,1400000US12005001100,1421,1377,44
12005001100,1400000US12005001100,1454,1410,44
12005001200,1400000US12005001200,1341,1341,0
12005001200,1400000US12005001200,1091,1091,0
12005001200,1400000US12005001200,1091,1091,0
12005001200,1400000US12005001200,1057,1057,0
12005001200,1400000US12005001200,1057,1057,0
12005001301,1400000US12005001301,1898,1898,0
12005001301,1400000US12005001301,1638,1638,0
12005001301,1400000US12005001301,1657,1657,0
12005001301,1400000US12005001301,1614,1614,0
12005001301,1400000US12005001301,1633,1633,0
12005001302,1400000US12005001302,2455,2441,14
12005001302,1400000US12005001302,2135,2121,14
12005001302,1400000US12005001302,2181,2167,14
12005001302,1400000US12005001302,2040,2026,14
12005001302,1400000US12005001302,2086,2072,14
12005001302,1400000US12005001302,305,305,0
12005001302,1400000US12005001302,240,240,0
12005001302,1400000US12005001302,479,465,14
12005001402,1400000US12005001402,2641,2628,13
12005001402,1400000US12005001402,2340,2340,0
12005001402,1400000US12005001402,2357,2357,0
12005001402,1400000US12005001402,2313,2313,0
12005001402,1400000US12005001402,2330,2330,0
12005001402,1400000US12005001402,369,369,0
12005001402,1400000US12005001402,544,544,0
12005001402,1400000US12005001402,389,389,0
12005001403,1400000US12005001403,845,845,0
12005001403,1400000US12005001403,771,771,0
12005001403,1400000US12005001403,828,828,0
12005001403,1400000US12005001403,771,771,0
12005001403,1400000US12005001403,828,828,0
12005001404,1400000US12005001404,2577,2577,0
12005001404,1400000US12005001404,2280,2280,0
12005001404,1400000US12005001404,2419,2419,0
12005001404,1400000US12005001404,2246,2246,0
12005001404,1400000US12005001404,2385,2385,0
12005001404,1400000US12005001404,375,375,0
12005001404,1400000US12005001404,415,415,0
12005001501,1400000US12005001501,1793,1793,0
12005001501,1400000US12005001501,1620,1620,0
12005001501,1400000US12005001501,1638,1638,0
12005001501,1400000US12005001501,1609,1609,0
12005001501,1400000US12005001501,1627,1627,0
12005001501,1400000US12005001501,287,287,0
12005001501,1400000US12005001501,356,356,0
12005001502,1400000US12005001502,2667,2638,29
12005001502,1400000US12005001502,2364,2335,29
12005001502,1400000US12005001502,2364,2335,29
12005001502,1400000US12005001502,2204,2175,29
12005001502,1400000US12005001502,2204,2175,29
12005001502,1400000US12005001502,422,422,0
12005001502,1400000US12005001502,447,447,0
12005001600,1400000US12005001600,1485,1473,12
12005001600,1400000US12005001600,274,274,0
12005001600,1400000US12005001600,291,291,0
12005001600,1400000US12005001600,1131,1119,12
12005001600,1400000US12005001600,1148,1136,12
12005001600,1400000US12005001600,274,274,0
12005001600,1400000US12005001600,283,283,0
12005001600,1400000US12005001600,1112,1100,12
12005001600,1400000US12005001600,1121,1109,12
12005001700,1400000US12005001700,1253,1227,26
12005001700,1400000US12005001700,509,483,26
12005001700,1400000US12005001700,533,507,26
12005001700,1400000US12005001700,678,678,0
12005001700,1400000US12005001700,702,702,0
12005001700,1400000US12005001700,493,467,26
12005001700,1400000US12005001700,517,491,26
12005001700,1400000US12005001700,678,678,0
12005001700,1400000US12005001700,702,702,0
12005001800,1400000US12005001800,675,664,11
12005001800,1400000US12005001800,532,521,11
12005001800,1400000US12005001800,558,547,11
12005001800,1400000US12005001800,532,521,11
12005001800,1400000US12005001800,558,547,11
12005001900,1400000US12005001900,1899,1885,14
12005001900,1400000US12005001900,1805,1805,0
12005001900,1400000US12005001900,1867,1853,14
12005001900,1400000US12005001900,1787,1787,0
12005001900,1400000US12005001900,1812,1798,14
12005002000,1400000US12005002000,1007,1007,0
12005002000,1400000US12005002000,921,921,0
12005002000,1400000US12005002000,946,946,0
12005002000,1400000US12005002000,921,921,0
12005002000,1400000US12005002000,946,946,0
12005002200,1400000US12005002200,1975,1975,0
12005002200,1400000US12005002200,1641,1641,0
12005002200,1400000US12005002200,1664,1664,0
12005002200,1400000US12005002200,301,301,0
12005002200,1400000US12005002200,318,318,0
12005002200,1400000US12005002200,1461,1461,0
12005002200,1400000US12005002200,1484,1484,0
12005002200,1400000US12005002200,301,301,0
12005002200,1400000US12005002200,318,318,0
12005002300,1400000US12005002300,1771,1745,26
12005002300,1400000US12005002300,1601,1575,26
12005002300,1400000US12005002300,1620,1594,26
12005002300,1400000US12005002300,1532,1506,26
12005002300,1400000US12005002300,1551,1525,26
12005002400,1400000US12005002400,1901,1877,24
12005002400,1400000US12005002400,1525,1501,24
12005002400,1400000US12005002400,1576,1552,24
12005002400,1400000US12005002400,1492,1468,24
12005002400,1400000US12005002400,1535,1511,24
12005002500,1400000US12005002500,1179,1179,0
12005002500,1400000US12005002500,1097,1097,0
12005002500,1400000US12005002500,1097,1097,0
12005002500,1400000US12005002500,1097,1097,0
12005002500,1400000US12005002500,1097,1097,0
12005002601,1400000US12005002601,856,856,0
12005002601,1400000US12005002601,823,823,0
12005002601,1400000US12005002601,836,836,0
12005002601,1400000US12005002601,783,783,0
12005002601,1400000US12005002601,783,783,0
12005002603,1400000US12005002603,728,728,0
12005002603,1400000US12005002603,712,712,0
12005002603,1400000US12005002603,712,712,0
12005002603,1400000US12005002603,712,712,0
12005002603,1400000US12005002603,712,712,0
12005002604,1400000US12005002604,2919,2919,0
12005002604,1400000US12005002604,2662,2662,0
12005002604,1400000US12005002604,2700,2700,0
12005002604,1400000US12005002604,2474,2474,0
12005002604,1400000US12005002604,2512,2512,0
12005002604,1400000US12005002604,581,581,0
12005002604,1400000US12005002604,428,428,0
12005002604,1400000US12005002604,256,256,0
12005002605,1400000US12005002605,947,947,0
12005002605,1400000US12005002605,947,947,0
12005002605,1400000US12005002605,947,947,0
12005002605,1400000US12005002605,930,930,0
12005002605,1400000US12005002605,930,930,0
12005002606,1400000US12005002606,1043,1043,0
12005002606,1400000US12005002606,1009,1009,0
12005002606,1400000US12005002606,1009,1009,0
12005002606,1400000US12005002606,959,959,0
12005002606,1400000US12005002606,959,959,0
12005002607,1400000US12005002607,602,602,0
12005002607,1400000US12005002607,593,593,0
12005002607,1400000US12005002607,602,602,0
12005002607,1400000US12005002607,581,581,0
12005002607,1400000US12005002607,590,590,0
12005002608,1400000US12005002608,989,989,0
12005002608,1400000US12005002608,978,978,0
12005002608,1400000US12005002608,978,978,0
12005002608,1400000US12005002608,978,978,0
12005002608,1400000US12005002608,978,978,0
12005002701,1400000US12005002701,1726,1726,0
12005002701,1400000US12005002701,1592,1592,0
