Id2,Id,Estimate; Total:,Estimate; Total: - Less than 10 minutes,Estimate; Total: - 10 to 14 minutes,Estimate; Total: - 15 to 19 minutes,Estimate; Total: - 20 to 24 minutes,Estimate; Total: - 25 to 29 minutes,Estimate; Total: - 30 to 34 minutes,Estimate; Total: - 35 to 44 minutes,Estimate; Total: - 45 to 59 minutes,Estimate; Total: - 60 or more minutes,Estimate; Total: - Public transportation (excluding taxicab):
12001000200,1400000US12001000200,2458,826,724,643,152,13,76,0,0,24,32
12001000200,1400000US12001000200,2092,699,650,558,129,0,56,0,0,0,19
12001000200,1400000US12001000200,2101,699,650,567,129,0,56,0,0,0,19
12001000200,1400000US12001000200,271,127,52,61,11,0,20,0,0,0,0
12001000200,1400000US12001000200,302,127,74,70,11,0,20,0,0,0,0
12001000200,1400000US12001000200,1867,657,625,418,111,0,56,0,0,0,19
12001000200,1400000US12001000200,1867,657,625,418,111,0,56,0,0,0,19
12001000200,1400000US12001000200,271,127,52,61,11,0,20,0,0,0,0
12001000200,1400000US12001000200,293,127,74,61,11,0,20,0,0,0,0
12001000301,1400000US12001000301,1491,395,407,517,90,18,57,0,7,0,0
12001000301,1400000US12001000301,1250,339,282,517,79,18,8,0,7,0,0
12001000301,1400000US12001000301,1250,339,282,517,79,18,8,0,7,0,0
12001000301,1400000US12001000301,1118,286,220,500,79,18,8,0,7,0,0
12001000301,1400000US12001000301,1118,286,220,500,79,18,8,0,7,0,0
12001000302,1400000US12001000302,1408,370,312,245,224,30,164,0,0,63,0
12001000302,1400000US12001000302,1206,355,218,195,198,30,147,0,0,63,0
12001000302,1400000US12001000302,1234,370,218,208,198,30,147,0,0,63,0
12001000302,1400000US12001000302,1084,347,202,160,198,7,147,0,0,23,0
12001000302,1400000US12001000302,1112,362,202,173,198,7,147,0,0,23,0
12001000400,1400000US12001000400,2366,492,500,444,448,135,193,0,91,63,79
12001000400,1400000US12001000400,901,109,204,221,170,38,66,0,51,42,43
12001000400,1400000US12001000400,924,109,204,221,193,38,66,0,51,42,43
12001000400,1400000US12001000400,1405,383,285,205,255,97,119,0,40,21,36
12001000400,1400000US12001000400,1428,383,285,205,278,97,119,0,40,21,36
12001000400,1400000US12001000400,838,101,204,221,142,38,39,0,51,42,43
12001000400,1400000US12001000400,861,101,204,221,165,38,39,0,51,42,43
12001000400,1400000US12001000400,1405,383,285,205,255,97,119,0,40,21,36
12001000400,1400000US12001000400,1428,383,285,205,278,97,119,0,40,21,36
12001000500,1400000US12001000500,2702,728,709,556,321,77,142,33,64,72,15
12001000500,1400000US12001000500,2040,578,509,457,246,77,32,33,64,44,15
12001000500,1400000US12001000500,2040,578,509,457,246,77,32,33,64,44,15
12001000500,1400000US12001000500,1933,578,509,420,176,77,32,33,64,44,15
12001000500,1400000US12001000500,1933,578,509,420,176,77,32,33,64,44,15
12001000600,1400000US12001000600,1172,119,255,400,132,17,161,0,20,68,82
12001000600,1400000US12001000600,1039,88,255,298,132,17,161,0,20,68,77
12001000600,1400000US12001000600,1044,93,255,298,132,17,161,0,20,68,82
12001000600,1400000US12001000600,1009,88,255,268,132,17,161,0,20,68,77
12001000600,1400000US12001000600,1014,93,255,268,132,17,161,0,20,68,82
12001000700,1400000US12001000700,1900,144,400,364,339,162,319,25,84,63,190
12001000700,1400000US12001000700,370,11,74,61,104,57,38,25,0,0,0
12001000700,1400000US12001000700,383,11,74,74,104,57,38,25,0,0,0
12001000700,1400000US12001000700,1422,133,326,215,235,92,281,0,77,63,190
12001000700,1400000US12001000700,1435,133,326,215,235,105,281,0,77,63,190
12001000700,1400000US12001000700,347,11,74,61,81,57,38,25,0,0,0
12001000700,1400000US12001000700,360,11,74,74,81,57,38,25,0,0,0
12001000700,1400000US12001000700,1422,133,326,215,235,92,281,0,77,63,190
12001000700,1400000US12001000700,1435,133,326,215,235,105,281,0,77,63,190
12001000806,1400000US12001000806,1108,125,303,81,437,42,79,26,15,0,167
12001000806,1400000US12001000806,870,125,253,81,249,42,79,26,15,0,71
12001000806,1400000US12001000806,878,125,253,81,257,42,79,26,15,0,79
12001000806,1400000US12001000806,834,125,253,68,249,42,56,26,15,0,58
12001000806,1400000US12001000806,842,125,253,68,257,42,56,26,15,0,66
12001000808,1400000US12001000808,2043,406,705,442,148,29,112,106,66,29,177
12001000808,1400000US12001000808,1157,256,272,301,90,29,64,90,39,16,76
12001000808,1400000US12001000808,1320,256,406,330,90,29,64,90,39,16,88
12001000808,1400000US12001000808,467,67,219,59,58,0,48,16,0,0,89
12001000808,1400000US12001000808,518,67,258,71,58,0,48,16,0,0,101
12001000808,1400000US12001000808,1101,256,244,289,90,29,64,90,39,0,69
12001000808,1400000US12001000808,1220,256,334,318,90,29,64,90,39,0,81
12001000808,1400000US12001000808,467,67,219,59,58,0,48,16,0,0,89
12001000808,1400000US12001000808,518,67,258,71,58,0,48,16,0,0,101
12001000809,1400000US12001000809,679,96,238,144,110,11,36,0,0,44,32
12001000809,1400000US12001000809,521,68,165,144,110,11,11,0,0,12,0
12001000809,1400000US12001000809,521,68,165,144,110,11,11,0,0,12,0
12001000809,1400000US12001000809,478,68,165,144,67,11,11,0,0,12,0
12001000901,1400000US12001000901,1013,181,335,249,138,39,56,0,0,15,350
12001000901,1400000US12001000901,631,153,221,119,49,32,42,0,0,15,94
12001000901,1400000US12001000901,643,153,221,119,61,32,42,0,0,15,94
12001000901,1400000US12001000901,291,12,114,117,41,7,0,0,0,0,217
12001000901,1400000US12001000901,291,12,114,117,41,7,0,0,0,0,217
12001000901,1400000US12001000901,495,110,132,115,49,32,42,0,0,15,94
12001000901,1400000US12001000901,495,110,132,115,49,32,42,0,0,15,94
12001000901,1400000US12001000901,291,12,114,117,41,7,0,0,0,0,217
12001000901,1400000US12001000901,291,12,114,117,41,7,0,0,0,0,217
12001000902,1400000US12001000902,1010,308,372,129,98,16,61,17,9,0,128
12001000902,1400000US12001000902,761,235,264,86,82,16,61,17,0,0,112
12001000902,1400000US12001000902,777,251,264,86,82,16,61,17,0,0,112
12001000902,1400000US12001000902,126,57,54,15,0,0,0,0,0,0,16
12001000902,1400000US12001000902,126,57,54,15,0,0,0,0,0,0,16
12001000902,1400000US12001000902,123,16,54,28,16,0,0,0,9,0,0
12001000902,1400000US12001000902,125,46,30,32,17,0,0,0,0,0,17
12001000902,1400000US12001000902,636,189,234,54,65,16,61,17,0,0,95
12001000902,1400000US12001000902,652,205,234,54,65,16,61,17,0,0,95
12001000902,1400000US12001000902,126,57,54,15,0,0,0,0,0,0,16
12001000902,1400000US12001000902,126,57,54,15,0,0,0,0,0,0,16
12001000902,1400000US12001000902,123,16,54,28,16,0,0,0,9,0,0
12001000902,1400000US12001000902,125,46,30,32,17,0,0,0,0,0,17
12001000902,1400000US12001000902,125,46,30,32,17,0,0,0,0,0,17
12001000902,1400000US12001000902,189,63,94,0,0,16,16,0,0,0,31
12001000902,1400000US12001000902,190,49,94,0,16,0,31,0,0,0,32
12001001000,1400000US12001001000,2276,915,634,476,66,51,61,12,0,61,18
12001001000,1400000US12001001000,2107,892,576,416,66,36,61,12,0,48,18
12001001000,1400000US12001001000,2122,892,576,431,66,36,61,12,0,48,18
12001001000,1400000US12001001000,2037,831,576,407,66,36,61,12,0,48,18
12001001000,1400000US12001001000,2052,831,576,422,66,36,61,12,0,48,18
12001001000,1400000US12001001000,371,140,112,87,20,0,0,12,0,0,0
12001001000,1400000US12001001000,417,103,158,102,12,13,29,0,0,0,0
12001001100,1400000US12001001100,3221,712,852,856,316,53,258,34,96,44,59
12001001100,1400000US12001001100,2896,682,752,782,257,37,242,34,74,36,59
12001001100,1400000US12001001100,2915,691,762,782,257,37,242,34,74,36,59
12001001100,1400000US12001001100,2790,663,665,782,257,37,242,34,74,36,44
12001001100,1400000US12001001100,2790,663,665,782,257,37,242,34,74,36,44
12001001100,1400000US12001001100,711,185,201,185,69,0,29,20,13,9,0
12001001100,1400000US12001001100,677,133,260,143,59,0,73,0,0,9,29
12001001100,1400000US12001001100,475,110,91,195,9,0,49,0,21,0,15
12001001201,1400000US12001001201,1508,163,376,285,427,49,140,9,11,48,0
12001001201,1400000US12001001201,1202,143,359,231,245,43,140,0,11,30,0
12001001201,1400000US12001001201,1207,148,359,231,245,43,140,0,11,30,0
12001001201,1400000US12001001201,1122,139,348,231,228,30,105,0,11,30,0
12001001201,1400000US12001001201,1127,144,348,231,228,30,105,0,11,30,0
12001001202,1400000US12001001202,3663,259,934,941,798,311,162,111,31,116,32
12001001202,1400000US12001001202,3104,207,856,738,653,299,130,74,31,116,32
12001001202,1400000US12001001202,3104,207,856,738,653,299,130,74,31,116,32
12001001202,1400000US12001001202,2741,148,834,660,548,260,130,47,31,83,32
12001001202,1400000US12001001202,2741,148,834,660,548,260,130,47,31,83,32
12001001202,1400000US12001001202,500,46,148,124,157,12,13,0,0,0,0
12001001202,1400000US12001001202,594,23,134,217,144,20,44,0,0,12,0
12001001202,1400000US12001001202,609,58,141,168,122,34,52,34,0,0,0
12001001203,1400000US12001001203,1993,265,347,740,314,122,72,46,31,56,111
12001001203,1400000US12001001203,1246,115,347,457,173,47,24,27,0,56,66
12001001203,1400000US12001001203,1269,115,347,457,188,47,24,35,0,56,66
12001001203,1400000US12001001203,1180,115,347,426,149,47,24,16,0,56,42
12001001203,1400000US12001001203,1203,115,347,426,164,47,24,24,0,56,42
12001001400,1400000US12001001400,1060,160,134,219,122,36,190,139,32,28,9
12001001400,1400000US12001001400,280,80,25,33,26,11,46,59,0,0,0
12001001400,1400000US12001001400,280,80,25,33,26,11,46,59,0,0,0
12001001400,1400000US12001001400,764,80,109,186,80,25,144,80,32,28,9
12001001400,1400000US12001001400,764,80,109,186,80,25,144,80,32,28,9
12001001400,1400000US12001001400,233,68,25,33,26,11,11,59,0,0,0
12001001400,1400000US12001001400,233,68,25,33,26,11,11,59,0,0,0
12001001400,1400000US12001001400,764,80,109,186,80,25,144,80,32,28,9
12001001400,1400000US12001001400,764,80,109,186,80,25,144,80,32,28,9
12001001515,1400000US12001001515,2725,421,587,656,550,247,139,14,38,73,420
12001001515,1400000US12001001515,1946,350,454,416,380,228,65,0,38,15,159
12001001515,1400000US12001001515,2004,350,454,460,380,228,65,14,38,15,159
12001001515,1400000US12001001515,1500,323,403,321,239,96,65,0,38,15,65
12001001515,1400000US12001001515,1535,323,403,342,239,96,65,14,38,15,65
12001001516,1400000US12001001516,1211,240,429,76,139,52,111,46,33,85,85
12001001516,1400000US12001001516,715,153,183,60,106,35,111,0,33,34,51
12001001516,1400000US12001001516,732,153,183,60,123,35,111,0,33,34,68
12001001516,1400000US12001001516,656,94,183,60,106,35,111,0,33,34,51
12001001516,1400000US12001001516,656,94,183,60,106,35,111,0,33,34,51
12001001517,1400000US12001001517,2384,368,676,346,386,96,327,31,107,47,286
12001001517,1400000US12001001517,1518,297,457,170,192,96,169,31,71,35,177
12001001517,1400000US12001001517,1527,306,457,170,192,96,169,31,71,35,177
12001001517,1400000US12001001517,1216,249,396,130,165,84,169,0,9,14,165
12001001517,1400000US12001001517,1216,249,396,130,165,84,169,0,9,14,165
12001001519,1400000US12001001519,1347,334,283,353,322,26,29,0,0,0,190
12001001519,1400000US12001001519,979,216,232,254,222,26,29,0,0,0,74
12001001519,1400000US12001001519,979,216,232,254,222,26,29,0,0,0,74
12001001520,1400000US12001001520,1009,270,293,244,46,13,64,0,47,32,65
12001001520,1400000US12001001520,585,82,248,135,23,0,64,0,12,21,19
12001001520,1400000US12001001520,608,82,248,145,23,13,64,0,12,21,19
12001001520,1400000US12001001520,445,82,207,86,12,0,25,0,12,21,19
12001001520,1400000US12001001520,468,82,207,96,12,13,25,0,12,21,19
12001001521,1400000US12001001521,1886,399,481,459,370,103,12,33,29,0,101
12001001521,1400000US12001001521,1338,291,388,275,291,49,12,18,14,0,54
12001001521,1400000US12001001521,1371,291,408,275,304,49,12,18,14,0,54
12001001521,1400000US12001001521,1254,291,351,259,278,49,12,0,14,0,54
12001001521,1400000US12001001521,1287,291,371,259,291,49,12,0,14,0,54
12001001603,1400000US12001001603,767,136,381,72,76,0,67,0,35,0,30
12001001603,1400000US12001001603,721,136,369,72,42,0,67,0,35,0,30
12001001604,1400000US12001001604,2985,467,1143,626,306,123,171,27,89,33,194
12001001604,1400000US12001001604,2680,435,1046,603,229,59,159,27,89,33,130
12001001604,1400000US12001001604,2711,435,1063,617,229,59,159,27,89,33,130
12001001604,1400000US12001001604,2367,410,981,453,198,59,134,27,89,16,113
12001001604,1400000US12001001604,2384,410,998,453,198,59,134,27,89,16,113
12001001701,1400000US12001001701,2649,407,554,710,461,243,141,32,54,47,116
12001001701,1400000US12001001701,1823,309,319,526,327,129,103,9,54,47,0
12001001701,1400000US12001001701,1876,348,333,526,327,129,103,9,54,47,0
12001001701,1400000US12001001701,1725,285,298,517,298,114,103,9,54,47,0
12001001701,1400000US12001001701,1744,304,298,517,298,114,103,9,54,47,0
12001001701,1400000US12001001701,354,30,38,135,98,32,0,0,21,0,0
12001001701,1400000US12001001701,332,77,92,48,69,16,0,0,0,30,0
12001001701,1400000US12001001701,371,44,57,119,91,36,10,0,14,0,0
12001001702,1400000US12001001702,2125,460,378,506,389,76,98,54,22,142,42
12001001702,1400000US12001001702,1875,367,298,483,358,76,91,54,6,142,26
12001001702,1400000US12001001702,1875,367,298,483,358,76,91,54,6,142,26
12001001702,1400000US12001001702,1875,367,298,483,358,76,91,54,6,142,26
12001001702,1400000US12001001702,1875,367,298,483,358,76,91,54,6,142,26
12001001702,1400000US12001001702,525,105,78,107,102,32,45,0,6,50,0
12001001702,1400000US12001001702,418,133,77,115,57,0,30,0,6,0,0
12001001801,1400000US12001001801,2941,391,404,228,322,291,764,278,147,116,0
12001001801,1400000US12001001801,2358,314,370,141,277,230,613,187,110,116,0
12001001801,1400000US12001001801,2425,350,370,172,277,230,613,187,110,116,0
12001001801,1400000US12001001801,2225,299,341,141,272,217,542,187,110,116,0
12001001801,1400000US12001001801,2292,335,341,172,272,217,542,187,110,116,0
12001001801,1400000US12001001801,440,81,5,25,62,18,142,17,67,23,0
12001001802,1400000US12001001802,1351,79,234,178,214,105,414,17,55,55,0
12001001802,1400000US12001001802,830,74,60,171,177,105,154,17,35,37,0
12001001802,1400000US12001001802,830,74,60,171,177,105,154,17,35,37,0
12001001802,1400000US12001001802,606,44,38,133,97,51,154,17,35,37,0
12001001802,1400000US12001001802,606,44,38,133,97,51,154,17,35,37,0
12001001803,1400000US12001001803,2945,205,526,603,553,267,544,94,82,71,68
12001001803,1400000US12001001803,1986,124,309,479,449,267,210,94,36,18,4
12001001803,1400000US12001001803,2069,140,321,499,449,267,245,94,36,18,4
12001001803,1400000US12001001803,528,32,113,79,43,0,234,0,27,0,64
12001001803,1400000US12001001803,623,32,113,79,43,0,297,0,27,32,64
12001001803,1400000US12001001803,1862,124,257,479,377,267,210,94,36,18,4
12001001803,1400000US12001001803,1945,140,269,499,377,267,245,94,36,18,4
12001001803,1400000US12001001803,513,32,113,79,28,0,234,0,27,0,64
12001001803,1400000US12001001803,608,32,113,79,28,0,297,0,27,32,64
12001001803,1400000US12001001803,421,15,25,116,45,137,10,22,33,18,0
12001001803,1400000US12001001803,587,19,82,81,171,127,74,0,33,0,0
12001001805,1400000US12001001805,752,104,10,79,205,114,79,22,19,120,0
12001001805,1400000US12001001805,565,104,10,67,151,114,55,9,19,36,0
12001001805,1400000US12001001805,565,104,10,67,151,114,55,9,19,36,0
12001001805,1400000US12001001805,565,104,10,67,151,114,55,9,19,36,0
12001001805,1400000US12001001805,565,104,10,67,151,114,55,9,19,36,0
12001001806,1400000US12001001806,4327,343,336,522,794,413,1053,441,295,130,40
12001001806,1400000US12001001806,3736,286,252,482,738,337,866,375,270,130,40
12001001806,1400000US12001001806,3760,286,252,482,738,349,866,387,270,130,40
12001001806,1400000US12001001806,438,26,60,25,15,56,177,54,25,0,0
12001001806,1400000US12001001806,450,26,60,25,15,68,177,54,25,0,0
12001001806,1400000US12001001806,3551,257,252,407,720,303,845,367,270,130,40
12001001806,1400000US12001001806,3575,257,252,407,720,315,845,379,270,130,40
12001001806,1400000US12001001806,438,26,60,25,15,56,177,54,25,0,0
12001001806,1400000US12001001806,450,26,60,25,15,68,177,54,25,0,0
12001001806,1400000US12001001806,617,37,24,53,163,12,169,87,72,0,0
12001001806,1400000US12001001806,840,76,51,99,247,22,206,39,40,60,0
12001001806,1400000US12001001806,660,52,89,98,134,42,197,22,13,13,0
12001001806,1400000US12001001806,323,38,8,27,18,41,80,46,65,0,0
12001001811,1400000US12001001811,3303,249,442,963,708,222,443,167,61,48,54
12001001811,1400000US12001001811,2712,236,428,769,503,170,403,129,32,42,20
12001001811,1400000US12001001811,2762,236,428,803,513,170,403,129,38,42,26
12001001811,1400000US12001001811,339,13,14,78,144,24,40,20,0,6,0
12001001811,1400000US12001001811,2427,200,419,658,411,170,377,118,32,42,20
12001001811,1400000US12001001811,2477,200,419,692,421,170,377,118,38,42,26
12001001811,1400000US12001001811,339,13,14,78,144,24,40,20,0,6,0
12001001811,1400000US12001001811,510,35,144,224,63,9,19,0,16,0,0
12001001813,1400000US12001001813,1215,154,50,206,237,197,167,103,64,37,6
12001001813,1400000US12001001813,1150,154,50,206,213,180,161,103,46,37,6
12001001813,1400000US12001001813,1150,154,50,206,213,180,161,103,46,37,6
12001001813,1400000US12001001813,1085,154,47,192,213,132,161,103,46,37,6
12001001813,1400000US12001001813,1085,154,47,192,213,132,161,103,46,37,6
12001001814,1400000US12001001814,963,52,28,178,289,163,171,38,0,44,0
12001001814,1400000US12001001814,961,51,28,178,289,163,170,38,0,44,0
12001001814,1400000US12001001814,961,51,28,178,289,163,170,38,0,44,0
12001001814,1400000US12001001814,947,51,28,178,275,163,170,38,0,44,0
12001001814,1400000US12001001814,947,51,28,178,275,163,170,38,0,44,0
12001001902,1400000US12001001902,1377,401,87,194,371,70,104,53,13,84,141
12001001902,1400000US12001001902,662,218,48,53,92,70,104,24,0,53,54
12001001902,1400000US12001001902,679,218,65,53,92,70,104,24,0,53,54
12001001902,1400000US12001001902,698,183,22,141,279,0,0,29,13,31,87
12001001902,1400000US12001001902,698,183,22,141,279,0,0,29,13,31,87
12001001902,1400000US12001001902,662,218,48,53,92,70,104,24,0,53,54
12001001902,1400000US12001001902,679,218,65,53,92,70,104,24,0,53,54
12001001902,1400000US12001001902,698,183,22,141,279,0,0,29,13,31,87
12001001902,1400000US12001001902,698,183,22,141,279,0,0,29,13,31,87
12001001907,1400000US12001001907,1326,129,63,58,219,68,600,104,27,58,0
12001001907,1400000US12001001907,952,129,63,47,219,44,339,74,27,10,0
12001001907,1400000US12001001907,956,129,63,51,219,44,339,74,27,10,0
12001001907,1400000US12001001907,952,129,63,47,219,44,339,74,27,10,0
12001001907,1400000US12001001907,956,129,63,51,219,44,339,74,27,10,0
12001001908,1400000US12001001908,2267,311,171,229,425,125,545,155,135,171,0
12001001908,1400000US12001001908,1661,242,124,106,369,35,328,155,135,167,0
12001001908,1400000US12001001908,1714,242,124,149,379,35,328,155,135,167,0
12001001908,1400000US12001001908,553,69,47,80,46,90,217,0,0,4,0
12001001908,1400000US12001001908,606,69,47,123,56,90,217,0,0,4,0
12001001908,1400000US12001001908,1577,221,124,106,358,35,276,155,135,167,0
12001001908,1400000US12001001908,1630,221,124,149,368,35,276,155,135,167,0
12001001908,1400000US12001001908,553,69,47,80,46,90,217,0,0,4,0
12001001908,1400000US12001001908,606,69,47,123,56,90,217,0,0,4,0
12001002000,1400000US12001002000,1879,162,79,247,318,90,592,169,129,93,0
12001002000,1400000US12001002000,1450,113,54,212,220,80,423,155,119,74,0
12001002000,1400000US12001002000,1460,113,54,212,220,80,423,155,129,74,0
12001002000,1400000US12001002000,364,41,23,35,96,10,131,14,0,14,0
12001002000,1400000US12001002000,364,41,23,35,96,10,131,14,0,14,0
12001002000,1400000US12001002000,1450,113,54,212,220,80,423,155,119,74,0
12001002000,1400000US12001002000,1460,113,54,212,220,80,423,155,129,74,0
12001002000,1400000US12001002000,364,41,23,35,96,10,131,14,0,14,0
12001002000,1400000US12001002000,364,41,23,35,96,10,131,14,0,14,0
12001002000,1400000US12001002000,336,16,14,40,62,12,120,24,34,14,0
12001002000,1400000US12001002000,317,22,14,40,86,22,45,33,30,25,0
12001002000,1400000US12001002000,170,0,4,39,7,12,57,23,13,15,0
12001002101,1400000US12001002101,884,46,59,131,166,172,215,19,32,44,0
12001002101,1400000US12001002101,732,46,53,106,131,171,154,9,32,30,0
12001002101,1400000US12001002101,733,46,53,106,131,172,154,9,32,30,0
12001002101,1400000US12001002101,724,46,53,106,123,171,154,9,32,30,0
12001002101,1400000US12001002101,725,46,53,106,123,172,154,9,32,30,0
12001002102,1400000US12001002102,422,125,7,44,47,28,96,32,19,24,0
12001002102,1400000US12001002102,341,95,7,32,39,24,81,32,7,24,0
12001002102,1400000US12001002102,342,95,7,32,39,24,82,32,7,24,0
12001002102,1400000US12001002102,341,95,7,32,39,24,81,32,7,24,0
12001002102,1400000US12001002102,342,95,7,32,39,24,82,32,7,24,0
12001002201,1400000US12001002201,2044,84,103,382,453,108,497,242,30,145,0
12001002201,1400000US12001002201,1704,74,58,303,398,94,447,177,30,123,0
12001002201,1400000US12001002201,1816,74,58,326,407,94,497,194,30,136,0
12001002201,1400000US12001002201,1651,74,58,284,373,94,447,177,30,114,0
12001002201,1400000US12001002201,1735,74,58,299,382,94,490,194,30,114,0
12001002201,1400000US12001002201,391,0,21,69,57,13,99,62,18,52,0
12001002201,1400000US12001002201,487,38,11,37,139,0,113,116,0,33,0
12001002202,1400000US12001002202,2795,300,204,226,683,229,575,235,259,84,53
12001002202,1400000US12001002202,2503,247,204,187,613,229,510,193,236,84,0
12001002202,1400000US12001002202,2503,247,204,187,613,229,510,193,236,84,0
12001002202,1400000US12001002202,2346,230,204,174,542,209,499,168,236,84,0
12001002202,1400000US12001002202,2346,230,204,174,542,209,499,168,236,84,0
12001002202,1400000US12001002202,422,36,24,11,122,46,61,67,34,21,0
12001002202,1400000US12001002202,511,0,51,25,98,37,133,10,94,63,0
12001002202,1400000US12001002202,432,20,79,11,74,60,111,28,41,8,0
12001002202,1400000US12001002202,396,83,27,35,102,43,42,26,38,0,0
12001002204,1400000US12001002204,4732,351,772,1240,1009,201,674,131,177,177,0
12001002204,1400000US12001002204,3773,351,651,998,672,201,471,107,156,166,0
12001002204,1400000US12001002204,3853,351,667,998,703,201,493,107,167,166,0
12001002204,1400000US12001002204,513,0,42,163,183,0,90,24,0,11,0
12001002204,1400000US12001002204,545,0,42,163,183,0,111,24,11,11,0
12001002204,1400000US12001002204,3566,333,651,955,655,163,443,107,127,132,0
12001002204,1400000US12001002204,3631,333,667,955,686,163,450,107,138,132,0
12001002204,1400000US12001002204,513,0,42,163,183,0,90,24,0,11,0
12001002204,1400000US12001002204,530,0,42,163,183,0,96,24,11,11,0
12001002204,1400000US12001002204,742,60,134,193,191,37,95,6,26,0,0
12001002204,1400000US12001002204,861,96,180,164,167,16,121,30,66,21,0
12001002204,1400000US12001002204,618,49,132,110,58,27,114,45,61,22,0
12001002204,1400000US12001002204,254,53,44,46,49,0,22,13,9,18,0
12001002205,1400000US12001002205,4487,443,569,1110,1198,219,545,148,152,103,8
12001002205,1400000US12001002205,4011,443,523,921,1088,196,486,118,152,84,8
12001002205,1400000US12001002205,4011,443,523,921,1088,196,486,118,152,84,8
12001002205,1400000US12001002205,254,0,0,117,37,23,28,30,0,19,0
12001002205,1400000US12001002205,254,0,0,117,37,23,28,30,0,19,0
12001002205,1400000US12001002205,394,148,52,114,68,12,0,0,0,0,0
12001002205,1400000US12001002205,3655,295,484,832,1020,184,486,118,152,84,8
12001002205,1400000US12001002205,3655,295,484,832,1020,184,486,118,152,84,8
12001002205,1400000US12001002205,254,0,0,117,37,23,28,30,0,19,0
12001002205,1400000US12001002205,254,0,0,117,37,23,28,30,0,19,0
12001002205,1400000US12001002205,454,48,52,103,134,38,37,26,8,8,8
12001002205,1400000US12001002205,1057,120,164,230,235,76,137,35,46,14,0
12001002205,1400000US12001002205,572,56,78,115,104,0,96,61,31,31,8
12001002205,1400000US12001002205,446,39,89,112,118,9,28,13,13,25,0
12001002207,1400000US12001002207,1678,126,248,295,361,230,228,41,75,74,64
12001002207,1400000US12001002207,1444,126,226,252,361,183,149,28,58,61,28
12001002207,1400000US12001002207,1456,126,238,252,361,183,149,28,58,61,28
12001002207,1400000US12001002207,1330,111,216,236,341,153,140,28,44,61,28
12001002207,1400000US12001002207,1342,111,228,236,341,153,140,28,44,61,28
12001002207,1400000US12001002207,381,9,99,59,85,39,39,6,25,20,15
12001002207,1400000US12001002207,326,20,63,75,48,49,34,28,0,9,19
12001002208,1400000US12001002208,1267,162,190,210,236,74,256,52,24,63,0
12001002208,1400000US12001002208,1121,121,165,180,228,74,225,41,24,63,0
12001002208,1400000US12001002208,1121,121,165,180,228,74,225,41,24,63,0
12001002208,1400000US12001002208,999,121,165,137,228,74,146,41,24,63,0
12001002208,1400000US12001002208,999,121,165,137,228,74,146,41,24,63,0
12001002208,1400000US12001002208,296,53,83,9,61,20,35,0,9,26,0
12001002209,1400000US12001002209,3537,154,210,647,813,247,797,290,249,130,9
12001002209,1400000US12001002209,2820,139,184,529,588,247,591,248,164,130,0
12001002209,1400000US12001002209,2865,139,184,529,627,247,591,254,164,130,0
12001002209,1400000US12001002209,405,3,0,105,90,0,148,27,32,0,0
12001002209,1400000US12001002209,418,3,0,105,103,0,148,27,32,0,0
12001002209,1400000US12001002209,2729,139,166,507,588,231,556,248,164,130,0
12001002209,1400000US12001002209,2751,139,166,507,610,231,556,248,164,130,0
12001002209,1400000US12001002209,405,3,0,105,90,0,148,27,32,0,0
12001002209,1400000US12001002209,418,3,0,105,103,0,148,27,32,0,0
12001002209,1400000US12001002209,468,19,47,122,84,29,116,19,28,4,0
12001002209,1400000US12001002209,521,44,47,93,92,33,198,14,0,0,0
12001002209,1400000US12001002209,288,9,0,131,60,40,8,0,36,4,0
12001002210,1400000US12001002210,2075,247,116,130,296,143,506,314,235,88,17
12001002210,1400000US12001002210,1730,230,112,118,201,126,439,286,143,75,17
12001002210,1400000US12001002210,1790,236,112,124,215,126,439,286,177,75,17
12001002210,1400000US12001002210,285,11,4,6,81,17,67,28,58,13,0
12001002210,1400000US12001002210,285,11,4,6,81,17,67,28,58,13,0
12001002210,1400000US12001002210,1519,226,80,94,201,126,312,286,119,75,17
12001002210,1400000US12001002210,1579,232,80,100,215,126,312,286,153,75,17
12001002210,1400000US12001002210,285,11,4,6,81,17,67,28,58,13,0
12001002210,1400000US12001002210,285,11,4,6,81,17,67,28,58,13,0
12001002217,1400000US12001002217,2992,319,597,619,536,167,372,141,90,151,177
12001002217,1400000US12001002217,1892,254,392,514,227,80,204,72,54,95,142
12001002217,1400000US12001002217,1912,254,392,514,227,80,204,72,74,95,162
12001002217,1400000US12001002217,891,65,133,36,283,87,146,69,16,56,15
12001002217,1400000US12001002217,911,65,133,36,283,87,146,69,36,56,35
12001002217,1400000US12001002217,1789,254,360,502,196,80,204,72,26,95,142
12001002217,1400000US12001002217,1809,254,360,502,196,80,204,72,46,95,162
12001002217,1400000US12001002217,828,65,133,36,283,87,146,47,16,15,15
12001002217,1400000US12001002217,848,65,133,36,283,87,146,47,36,15,35
12001002218,1400000US12001002218,1350,151,244,324,176,60,221,30,36,108,76
12001002218,1400000US12001002218,829,120,108,198,71,42,221,0,36,33,11
12001002218,1400000US12001002218,846,120,108,215,71,42,221,0,36,33,11
12001002218,1400000US12001002218,445,20,136,91,105,18,0,0,0,75,65
12001002218,1400000US12001002218,692,120,22,147,71,42,221,0,36,33,11
12001002219,1400000US12001002219,2845,316,646,664,459,51,281,146,183,99,58
