Id2,Id,Estimate; Total:,Estimate; Total: - With public assistance income,Estimate; Total: - No public assistance income
12001000200,1400000US12001000200,2252,32,2220
12001000200,1400000US12001000200,1580,10,1570
12001000200,1400000US12001000200,1603,10,1593
12001000200,1400000US12001000200,501,0,501
12001000200,1400000US12001000200,532,22,510
12001000200,1400000US12001000200,1213,10,1203
12001000200,1400000US12001000200,1227,10,1217
12001000200,1400000US12001000200,501,0,501
12001000200,1400000US12001000200,523,22,501
12001000301,1400000US12001000301,1697,14,1683
12001000301,1400000US12001000301,1303,14,1289
12001000301,1400000US12001000301,1314,14,1300
12001000301,1400000US12001000301,1160,14,1146
12001000301,1400000US12001000301,1171,14,1157
12001000302,1400000US12001000302,1362,35,1327
12001000302,1400000US12001000302,1172,35,1137
12001000302,1400000US12001000302,1200,35,1165
12001000302,1400000US12001000302,1092,35,1057
12001000302,1400000US12001000302,1120,35,1085
12001000400,1400000US12001000400,2167,43,2124
12001000400,1400000US12001000400,838,0,838
12001000400,1400000US12001000400,849,0,849
12001000400,1400000US12001000400,1284,43,1241
12001000400,1400000US12001000400,1295,43,1252
12001000400,1400000US12001000400,788,0,788
12001000400,1400000US12001000400,799,0,799
12001000400,1400000US12001000400,1284,43,1241
12001000400,1400000US12001000400,1295,43,1252
12001000500,1400000US12001000500,2279,26,2253
12001000500,1400000US12001000500,1788,26,1762
12001000500,1400000US12001000500,1788,26,1762
12001000500,1400000US12001000500,1698,26,1672
12001000500,1400000US12001000500,1698,26,1672
12001000600,1400000US12001000600,1632,77,1555
12001000600,1400000US12001000600,1489,68,1421
12001000600,1400000US12001000600,1494,68,1426
12001000600,1400000US12001000600,1446,68,1378
12001000600,1400000US12001000600,1451,68,1383
12001000700,1400000US12001000700,2279,76,2203
12001000700,1400000US12001000700,476,0,476
12001000700,1400000US12001000700,496,0,496
12001000700,1400000US12001000700,1708,71,1637
12001000700,1400000US12001000700,1719,71,1648
12001000700,1400000US12001000700,453,0,453
12001000700,1400000US12001000700,473,0,473
12001000700,1400000US12001000700,1708,71,1637
12001000700,1400000US12001000700,1708,71,1637
12001000806,1400000US12001000806,1072,0,1072
12001000806,1400000US12001000806,830,0,830
12001000806,1400000US12001000806,838,0,838
12001000806,1400000US12001000806,794,0,794
12001000806,1400000US12001000806,802,0,802
12001000808,1400000US12001000808,1894,0,1894
12001000808,1400000US12001000808,1034,0,1034
12001000808,1400000US12001000808,1194,0,1194
12001000808,1400000US12001000808,414,0,414
12001000808,1400000US12001000808,462,0,462
12001000808,1400000US12001000808,911,0,911
12001000808,1400000US12001000808,1027,0,1027
12001000808,1400000US12001000808,414,0,414
12001000808,1400000US12001000808,462,0,462
12001000809,1400000US12001000809,817,0,817
12001000809,1400000US12001000809,622,0,622
12001000809,1400000US12001000809,622,0,622
12001000809,1400000US12001000809,556,0,556
12001000901,1400000US12001000901,637,31,606
12001000901,1400000US12001000901,219,0,219
12001000901,1400000US12001000901,280,31,249
12001000901,1400000US12001000901,290,0,290
12001000901,1400000US12001000901,290,0,290
12001000901,1400000US12001000901,99,0,99
12001000901,1400000US12001000901,148,31,117
12001000901,1400000US12001000901,290,0,290
12001000901,1400000US12001000901,290,0,290
12001000902,1400000US12001000902,164,0,164
12001000902,1400000US12001000902,22,0,22
12001000902,1400000US12001000902,22,0,22
12001000902,1400000US12001000902,46,0,46
12001000902,1400000US12001000902,46,0,46
12001000902,1400000US12001000902,77,0,77
12001000902,1400000US12001000902,8,0,8
12001000902,1400000US12001000902,14,0,14
12001000902,1400000US12001000902,14,0,14
12001000902,1400000US12001000902,46,0,46
12001000902,1400000US12001000902,46,0,46
12001000902,1400000US12001000902,77,0,77
12001000902,1400000US12001000902,8,0,8
12001000902,1400000US12001000902,8,0,8
12001000902,1400000US12001000902,0,0,0
12001000902,1400000US12001000902,0,0,0
12001001000,1400000US12001001000,2550,0,2550
12001001000,1400000US12001001000,2368,0,2368
12001001000,1400000US12001001000,2383,0,2383
12001001000,1400000US12001001000,2268,0,2268
12001001000,1400000US12001001000,2283,0,2283
12001001000,1400000US12001001000,460,0,460
12001001000,1400000US12001001000,497,0,497
12001001100,1400000US12001001100,2990,16,2974
12001001100,1400000US12001001100,2632,0,2632
12001001100,1400000US12001001100,2651,0,2651
12001001100,1400000US12001001100,2518,0,2518
12001001100,1400000US12001001100,2518,0,2518
12001001100,1400000US12001001100,578,0,578
12001001100,1400000US12001001100,702,0,702
12001001100,1400000US12001001100,473,0,473
12001001201,1400000US12001001201,1175,38,1137
12001001201,1400000US12001001201,1041,38,1003
12001001201,1400000US12001001201,1046,38,1008
12001001201,1400000US12001001201,998,38,960
12001001201,1400000US12001001201,1003,38,965
12001001202,1400000US12001001202,3068,11,3057
12001001202,1400000US12001001202,2554,11,2543
12001001202,1400000US12001001202,2554,11,2543
12001001202,1400000US12001001202,2304,11,2293
12001001202,1400000US12001001202,2304,11,2293
12001001202,1400000US12001001202,448,0,448
12001001202,1400000US12001001202,491,0,491
12001001202,1400000US12001001202,490,11,479
12001001203,1400000US12001001203,1494,0,1494
12001001203,1400000US12001001203,1081,0,1081
12001001203,1400000US12001001203,1107,0,1107
12001001203,1400000US12001001203,1013,0,1013
12001001203,1400000US12001001203,1028,0,1028
12001001400,1400000US12001001400,901,26,875
12001001400,1400000US12001001400,344,19,325
12001001400,1400000US12001001400,360,19,341
12001001400,1400000US12001001400,525,7,518
12001001400,1400000US12001001400,530,7,523
12001001400,1400000US12001001400,332,19,313
12001001400,1400000US12001001400,348,19,329
12001001400,1400000US12001001400,525,7,518
12001001400,1400000US12001001400,530,7,523
12001001515,1400000US12001001515,2343,45,2298
12001001515,1400000US12001001515,1695,13,1682
12001001515,1400000US12001001515,1738,27,1711
12001001515,1400000US12001001515,1413,13,1400
12001001515,1400000US12001001515,1439,27,1412
12001001516,1400000US12001001516,1046,0,1046
12001001516,1400000US12001001516,690,0,690
12001001516,1400000US12001001516,707,0,707
12001001516,1400000US12001001516,619,0,619
12001001516,1400000US12001001516,619,0,619
12001001517,1400000US12001001517,2270,86,2184
12001001517,1400000US12001001517,1426,77,1349
12001001517,1400000US12001001517,1449,86,1363
12001001517,1400000US12001001517,1210,77,1133
12001001517,1400000US12001001517,1224,77,1147
12001001519,1400000US12001001519,871,0,871
12001001519,1400000US12001001519,579,0,579
12001001519,1400000US12001001519,609,0,609
12001001520,1400000US12001001520,1045,14,1031
12001001520,1400000US12001001520,652,14,638
12001001520,1400000US12001001520,662,14,648
12001001520,1400000US12001001520,440,14,426
12001001520,1400000US12001001520,450,14,436
12001001521,1400000US12001001521,2085,15,2070
12001001521,1400000US12001001521,1570,15,1555
12001001521,1400000US12001001521,1588,15,1573
12001001521,1400000US12001001521,1381,15,1366
12001001521,1400000US12001001521,1399,15,1384
12001001603,1400000US12001001603,569,0,569
12001001603,1400000US12001001603,505,0,505
12001001604,1400000US12001001604,2561,0,2561
12001001604,1400000US12001001604,2240,0,2240
12001001604,1400000US12001001604,2249,0,2249
12001001604,1400000US12001001604,1935,0,1935
12001001604,1400000US12001001604,1935,0,1935
12001001701,1400000US12001001701,2436,25,2411
12001001701,1400000US12001001701,1826,12,1814
12001001701,1400000US12001001701,1879,12,1867
12001001701,1400000US12001001701,1728,12,1716
12001001701,1400000US12001001701,1747,12,1735
12001001701,1400000US12001001701,360,0,360
12001001701,1400000US12001001701,385,0,385
12001001701,1400000US12001001701,320,12,308
12001001702,1400000US12001001702,1999,22,1977
12001001702,1400000US12001001702,1760,6,1754
12001001702,1400000US12001001702,1770,6,1764
12001001702,1400000US12001001702,1760,6,1754
12001001702,1400000US12001001702,1770,6,1764
12001001702,1400000US12001001702,560,6,554
12001001702,1400000US12001001702,408,6,402
12001001801,1400000US12001001801,2666,72,2594
12001001801,1400000US12001001801,2130,47,2083
12001001801,1400000US12001001801,2227,59,2168
12001001801,1400000US12001001801,2028,47,1981
12001001801,1400000US12001001801,2125,59,2066
12001001801,1400000US12001001801,376,0,376
12001001802,1400000US12001001802,1118,34,1084
12001001802,1400000US12001001802,700,34,666
12001001802,1400000US12001001802,700,34,666
12001001802,1400000US12001001802,620,11,609
12001001802,1400000US12001001802,620,11,609
12001001803,1400000US12001001803,2668,132,2536
12001001803,1400000US12001001803,2010,88,1922
12001001803,1400000US12001001803,2061,88,1973
12001001803,1400000US12001001803,396,44,352
12001001803,1400000US12001001803,455,44,411
12001001803,1400000US12001001803,1880,88,1792
12001001803,1400000US12001001803,1931,88,1843
12001001803,1400000US12001001803,381,44,337
12001001803,1400000US12001001803,440,44,396
12001001803,1400000US12001001803,438,13,425
12001001803,1400000US12001001803,495,0,495
12001001805,1400000US12001001805,642,0,642
12001001805,1400000US12001001805,475,0,475
12001001805,1400000US12001001805,475,0,475
12001001805,1400000US12001001805,475,0,475
12001001805,1400000US12001001805,475,0,475
12001001806,1400000US12001001806,3574,18,3556
12001001806,1400000US12001001806,3115,12,3103
12001001806,1400000US12001001806,3148,12,3136
12001001806,1400000US12001001806,374,6,368
12001001806,1400000US12001001806,386,6,380
12001001806,1400000US12001001806,2927,12,2915
12001001806,1400000US12001001806,2960,12,2948
12001001806,1400000US12001001806,374,6,368
12001001806,1400000US12001001806,386,6,380
12001001806,1400000US12001001806,461,0,461
12001001806,1400000US12001001806,783,12,771
12001001806,1400000US12001001806,506,0,506
12001001806,1400000US12001001806,266,0,266
12001001811,1400000US12001001811,2851,10,2841
12001001811,1400000US12001001811,2320,10,2310
12001001811,1400000US12001001811,2360,10,2350
12001001811,1400000US12001001811,317,0,317
12001001811,1400000US12001001811,2226,10,2216
12001001811,1400000US12001001811,2266,10,2256
12001001811,1400000US12001001811,317,0,317
12001001811,1400000US12001001811,527,0,527
12001001813,1400000US12001001813,1067,20,1047
12001001813,1400000US12001001813,1025,20,1005
12001001813,1400000US12001001813,1025,20,1005
12001001813,1400000US12001001813,944,20,924
12001001813,1400000US12001001813,944,20,924
12001001814,1400000US12001001814,861,0,861
12001001814,1400000US12001001814,843,0,843
12001001814,1400000US12001001814,843,0,843
12001001814,1400000US12001001814,843,0,843
12001001814,1400000US12001001814,843,0,843
12001001902,1400000US12001001902,945,65,880
12001001902,1400000US12001001902,397,11,386
12001001902,1400000US12001001902,414,11,403
12001001902,1400000US12001001902,531,54,477
12001001902,1400000US12001001902,531,54,477
12001001902,1400000US12001001902,397,11,386
12001001902,1400000US12001001902,414,11,403
12001001902,1400000US12001001902,531,54,477
12001001902,1400000US12001001902,531,54,477
12001001907,1400000US12001001907,963,3,960
12001001907,1400000US12001001907,818,3,815
12001001907,1400000US12001001907,825,3,822
12001001907,1400000US12001001907,818,3,815
12001001907,1400000US12001001907,825,3,822
12001001908,1400000US12001001908,1855,24,1831
12001001908,1400000US12001001908,1405,24,1381
12001001908,1400000US12001001908,1461,24,1437
12001001908,1400000US12001001908,394,0,394
12001001908,1400000US12001001908,437,0,437
12001001908,1400000US12001001908,1353,24,1329
12001001908,1400000US12001001908,1409,24,1385
12001001908,1400000US12001001908,394,0,394
12001001908,1400000US12001001908,437,0,437
12001002000,1400000US12001002000,1943,17,1926
12001002000,1400000US12001002000,1553,12,1541
12001002000,1400000US12001002000,1566,12,1554
12001002000,1400000US12001002000,324,5,319
12001002000,1400000US12001002000,324,5,319
12001002000,1400000US12001002000,1553,12,1541
12001002000,1400000US12001002000,1566,12,1554
12001002000,1400000US12001002000,324,5,319
12001002000,1400000US12001002000,324,5,319
12001002000,1400000US12001002000,312,9,303
12001002000,1400000US12001002000,291,0,291
12001002000,1400000US12001002000,339,0,339
12001002101,1400000US12001002101,786,16,770
12001002101,1400000US12001002101,623,16,607
12001002101,1400000US12001002101,632,16,616
12001002101,1400000US12001002101,593,16,577
12001002101,1400000US12001002101,602,16,586
12001002102,1400000US12001002102,469,9,460
12001002102,1400000US12001002102,362,9,353
12001002102,1400000US12001002102,363,9,354
12001002102,1400000US12001002102,362,9,353
12001002102,1400000US12001002102,363,9,354
12001002201,1400000US12001002201,1741,37,1704
12001002201,1400000US12001002201,1421,12,1409
12001002201,1400000US12001002201,1494,12,1482
12001002201,1400000US12001002201,1384,12,1372
12001002201,1400000US12001002201,1444,12,1432
12001002201,1400000US12001002201,350,0,350
12001002201,1400000US12001002201,331,0,331
12001002202,1400000US12001002202,2239,6,2233
12001002202,1400000US12001002202,1957,6,1951
12001002202,1400000US12001002202,1957,6,1951
12001002202,1400000US12001002202,1868,6,1862
12001002202,1400000US12001002202,1868,6,1862
12001002202,1400000US12001002202,398,0,398
12001002202,1400000US12001002202,339,6,333
12001002202,1400000US12001002202,330,0,330
12001002202,1400000US12001002202,297,0,297
12001002204,1400000US12001002204,4231,17,4214
12001002204,1400000US12001002204,3485,0,3485
12001002204,1400000US12001002204,3512,0,3512
12001002204,1400000US12001002204,319,0,319
12001002204,1400000US12001002204,344,0,344
12001002204,1400000US12001002204,3337,0,3337
12001002204,1400000US12001002204,3364,0,3364
12001002204,1400000US12001002204,319,0,319
12001002204,1400000US12001002204,330,0,330
12001002204,1400000US12001002204,729,0,729
12001002204,1400000US12001002204,855,0,855
12001002204,1400000US12001002204,475,0,475
12001002204,1400000US12001002204,256,0,256
12001002205,1400000US12001002205,3846,10,3836
12001002205,1400000US12001002205,3461,10,3451
12001002205,1400000US12001002205,3473,10,3463
12001002205,1400000US12001002205,246,0,246
12001002205,1400000US12001002205,246,0,246
12001002205,1400000US12001002205,295,0,295
12001002205,1400000US12001002205,3205,10,3195
12001002205,1400000US12001002205,3217,10,3207
12001002205,1400000US12001002205,246,0,246
12001002205,1400000US12001002205,246,0,246
12001002205,1400000US12001002205,573,0,573
12001002205,1400000US12001002205,902,0,902
12001002205,1400000US12001002205,534,0,534
12001002205,1400000US12001002205,355,10,345
12001002207,1400000US12001002207,1455,0,1455
12001002207,1400000US12001002207,1255,0,1255
12001002207,1400000US12001002207,1255,0,1255
12001002207,1400000US12001002207,1194,0,1194
12001002207,1400000US12001002207,1194,0,1194
12001002207,1400000US12001002207,246,0,246
12001002207,1400000US12001002207,332,0,332
12001002208,1400000US12001002208,950,0,950
12001002208,1400000US12001002208,860,0,860
12001002208,1400000US12001002208,860,0,860
12001002208,1400000US12001002208,762,0,762
12001002208,1400000US12001002208,762,0,762
12001002208,1400000US12001002208,192,0,192
12001002209,1400000US12001002209,2768,35,2733
12001002209,1400000US12001002209,2135,13,2122
12001002209,1400000US12001002209,2157,13,2144
12001002209,1400000US12001002209,424,0,424
12001002209,1400000US12001002209,437,0,437
12001002209,1400000US12001002209,2076,13,2063
12001002209,1400000US12001002209,2098,13,2085
12001002209,1400000US12001002209,424,0,424
12001002209,1400000US12001002209,437,0,437
12001002209,1400000US12001002209,329,0,329
12001002209,1400000US12001002209,361,0,361
12001002209,1400000US12001002209,264,0,264
12001002210,1400000US12001002210,1651,10,1641
12001002210,1400000US12001002210,1430,9,1421
12001002210,1400000US12001002210,1442,9,1433
12001002210,1400000US12001002210,209,1,208
12001002210,1400000US12001002210,209,1,208
12001002210,1400000US12001002210,1271,9,1262
12001002210,1400000US12001002210,1283,9,1274
12001002210,1400000US12001002210,209,1,208
12001002210,1400000US12001002210,209,1,208
12001002217,1400000US12001002217,2697,53,2644
12001002217,1400000US12001002217,1683,34,1649
12001002217,1400000US12001002217,1683,34,1649
12001002217,1400000US12001002217,878,19,859
12001002217,1400000US12001002217,878,19,859
12001002217,1400000US12001002217,1594,34,1560
12001002217,1400000US12001002217,1594,34,1560
12001002217,1400000US12001002217,815,19,796
12001002217,1400000US12001002217,815,19,796
12001002218,1400000US12001002218,1069,60,1009
12001002218,1400000US12001002218,567,46,521
12001002218,1400000US12001002218,581,60,521
12001002218,1400000US12001002218,455,14,441
12001002218,1400000US12001002218,453,46,407
12001002219,1400000US12001002219,2697,43,2654
12001002219,1400000US12001002219,2060,33,2027
12001002219,1400000US12001002219,2075,43,2032
12001002219,1400000US12001002219,514,0,514
12001002219,1400000US12001002219,519,0,519
12001002219,1400000US12001002219,1986,33,1953
12001002219,1400000US12001002219,1996,43,1953
12001002219,1400000US12001002219,514,0,514
12001002219,1400000US12001002219,514,0,514
12001002220,1400000US12001002220,808,0,808
12001002220,1400000US12001002220,581,0,581
12001002220,1400000US12001002220,592,0,592
12001002220,1400000US12001002220,575,0,575
12001002220,1400000US12001002220,586,0,586
12001110800,1400000US12001110800,761,0,761
12001110800,1400000US12001110800,731,0,731
12001110800,1400000US12001110800,743,0,743
12001110800,1400000US12001110800,674,0,674
12001110800,1400000US12001110800,674,0,674
12003040101,1400000US12003040101,2104,26,2078
12003040101,1400000US12003040101,1845,26,1819
12003040101,1400000US12003040101,1917,26,1891
12003040101,1400000US12003040101,1845,26,1819
12003040101,1400000US12003040101,1917,26,1891
12003040101,1400000US12003040101,386,0,386
12003040101,1400000US12003040101,290,0,290
12003040102,1400000US12003040102,2581,50,2531
12003040102,1400000US12003040102,2021,50,1971
12003040102,1400000US12003040102,2032,50,1982
12003040102,1400000US12003040102,534,0,534
12003040102,1400000US12003040102,549,0,549
12003040102,1400000US12003040102,1995,50,1945
12003040102,1400000US12003040102,2006,50,1956
12003040102,1400000US12003040102,534,0,534
12003040102,1400000US12003040102,549,0,549
12003040102,1400000US12003040102,329,20,309
12003040102,1400000US12003040102,433,30,403
12003040201,1400000US12003040201,1968,16,1952
12003040201,1400000US12003040201,1711,16,1695
12003040201,1400000US12003040201,1711,16,1695
12003040201,1400000US12003040201,227,0,227
12003040201,1400000US12003040201,227,0,227
12003040201,1400000US12003040201,1711,16,1695
12003040201,1400000US12003040201,1711,16,1695
12003040201,1400000US12003040201,227,0,227
12003040201,1400000US12003040201,227,0,227
12003040201,1400000US12003040201,271,0,271
12003040201,1400000US12003040201,257,0,257
12003040202,1400000US12003040202,1656,50,1606
12003040202,1400000US12003040202,1600,46,1554
12003040202,1400000US12003040202,1600,46,1554
12003040202,1400000US12003040202,1589,46,1543
12003040202,1400000US12003040202,1589,46,1543
12003040202,1400000US12003040202,258,0,258
12003040202,1400000US12003040202,243,0,243
12005000201,1400000US12005000201,1313,70,1243
12005000201,1400000US12005000201,1225,70,1155
12005000201,1400000US12005000201,1284,70,1214
12005000201,1400000US12005000201,1203,70,1133
12005000201,1400000US12005000201,1262,70,1192
12005000202,1400000US12005000202,2076,83,1993
12005000202,1400000US12005000202,2036,83,1953
12005000202,1400000US12005000202,2046,83,1963
12005000202,1400000US12005000202,2036,83,1953
12005000202,1400000US12005000202,2046,83,1963
12005000202,1400000US12005000202,392,0,392
12005000300,1400000US12005000300,2599,71,2528
12005000300,1400000US12005000300,2540,50,2490
12005000300,1400000US12005000300,2567,50,2517
12005000300,1400000US12005000300,2525,50,2475
12005000300,1400000US12005000300,2535,50,2485
12005000300,1400000US12005000300,256,40,216
12005000300,1400000US12005000300,457,12,445
12005000300,1400000US12005000300,545,0,545
12005000400,1400000US12005000400,3108,38,3070
12005000400,1400000US12005000400,2972,38,2934
12005000400,1400000US12005000400,3068,38,3030
12005000400,1400000US12005000400,2972,38,2934
12005000400,1400000US12005000400,3057,38,3019
12005000400,1400000US12005000400,450,0,450
12005000400,1400000US12005000400,372,0,372
12005000400,1400000US12005000400,556,0,556
12005000400,1400000US12005000400,425,0,425
12005000500,1400000US12005000500,1859,17,1842
12005000500,1400000US12005000500,1636,17,1619
12005000500,1400000US12005000500,1639,17,1622
12005000500,1400000US12005000500,1584,17,1567
12005000500,1400000US12005000500,1587,17,1570
12005000500,1400000US12005000500,315,17,298
12005000500,1400000US12005000500,423,0,423
12005000600,1400000US12005000600,599,0,599
12005000600,1400000US12005000600,585,0,585
12005000600,1400000US12005000600,585,0,585
12005000600,1400000US12005000600,580,0,580
12005000600,1400000US12005000600,580,0,580
12005000700,1400000US12005000700,725,9,716
12005000700,1400000US12005000700,490,9,481
12005000700,1400000US12005000700,523,9,514
12005000700,1400000US12005000700,456,9,447
12005000700,1400000US12005000700,489,9,480
12005000803,1400000US12005000803,1865,67,1798
12005000803,1400000US12005000803,1428,44,1384
12005000803,1400000US12005000803,1480,44,1436
12005000803,1400000US12005000803,1399,44,1355
12005000803,1400000US12005000803,1451,44,1407
12005000804,1400000US12005000804,994,0,994
12005000804,1400000US12005000804,925,0,925
12005000804,1400000US12005000804,925,0,925
12005000804,1400000US12005000804,925,0,925
12005000804,1400000US12005000804,925,0,925
12005000805,1400000US12005000805,2138,43,2095
12005000805,1400000US12005000805,1665,43,1622
12005000805,1400000US12005000805,1722,43,1679
12005000805,1400000US12005000805,1647,43,1604
12005000805,1400000US12005000805,1647,43,1604
12005000806,1400000US12005000806,1400,13,1387
12005000806,1400000US12005000806,1211,13,1198
12005000806,1400000US12005000806,1240,13,1227
12005000806,1400000US12005000806,1194,13,1181
12005000806,1400000US12005000806,1223,13,1210
12005000900,1400000US12005000900,1975,24,1951
12005000900,1400000US12005000900,1643,24,1619
12005000900,1400000US12005000900,1663,24,1639
12005000900,1400000US12005000900,1643,24,1619
12005000900,1400000US12005000900,1663,24,1639
12005001000,1400000US12005001000,939,74,865
12005001000,1400000US12005001000,585,15,570
12005001000,1400000US12005001000,624,15,609
12005001000,1400000US12005001000,301,45,256
12005001000,1400000US12005001000,301,45,256
12005001000,1400000US12005001000,576,15,561
12005001000,1400000US12005001000,615,15,600
12005001000,1400000US12005001000,301,45,256
12005001000,1400000US12005001000,301,45,256
12005001100,1400000US12005001100,2045,95,1950
12005001100,1400000US12005001100,1475,66,1409
12005001100,1400000US12005001100,1518,66,1452
12005001100,1400000US12005001100,1421,66,1355
12005001100,1400000US12005001100,1454,66,1388
12005001200,1400000US12005001200,1341,0,1341
12005001200,1400000US12005001200,1091,0,1091
12005001200,1400000US12005001200,1091,0,1091
12005001200,1400000US12005001200,1057,0,1057
12005001200,1400000US12005001200,1057,0,1057
12005001301,1400000US12005001301,1898,12,1886
12005001301,1400000US12005001301,1638,12,1626
12005001301,1400000US12005001301,1657,12,1645
12005001301,1400000US12005001301,1614,12,1602
12005001301,1400000US12005001301,1633,12,1621
12005001302,1400000US12005001302,2455,44,2411
12005001302,1400000US12005001302,2135,44,2091
12005001302,1400000US12005001302,2181,44,2137
12005001302,1400000US12005001302,2040,44,1996
12005001302,1400000US12005001302,2086,44,2042
12005001302,1400000US12005001302,305,0,305
12005001302,1400000US12005001302,240,0,240
12005001302,1400000US12005001302,479,0,479
12005001402,1400000US12005001402,2641,35,2606
12005001402,1400000US12005001402,2340,35,2305
12005001402,1400000US12005001402,2357,35,2322
12005001402,1400000US12005001402,2313,35,2278
12005001402,1400000US12005001402,2330,35,2295
12005001402,1400000US12005001402,369,0,369
12005001402,1400000US12005001402,544,0,544
12005001402,1400000US12005001402,389,0,389
12005001403,1400000US12005001403,845,0,845
12005001403,1400000US12005001403,771,0,771
12005001403,1400000US12005001403,828,0,828
12005001403,1400000US12005001403,771,0,771
12005001403,1400000US12005001403,828,0,828
12005001404,1400000US12005001404,2577,10,2567
12005001404,1400000US12005001404,2280,10,2270
12005001404,1400000US12005001404,2419,10,2409
12005001404,1400000US12005001404,2246,10,2236
12005001404,1400000US12005001404,2385,10,2375
12005001404,1400000US12005001404,375,0,375
12005001404,1400000US12005001404,415,0,415
12005001501,1400000US12005001501,1793,17,1776
12005001501,1400000US12005001501,1620,17,1603
12005001501,1400000US12005001501,1638,17,1621
12005001501,1400000US12005001501,1609,17,1592
12005001501,1400000US12005001501,1627,17,1610
12005001501,1400000US12005001501,287,0,287
12005001501,1400000US12005001501,356,0,356
12005001502,1400000US12005001502,2667,0,2667
12005001502,1400000US12005001502,2364,0,2364
12005001502,1400000US12005001502,2364,0,2364
12005001502,1400000US12005001502,2204,0,2204
12005001502,1400000US12005001502,2204,0,2204
12005001502,1400000US12005001502,422,0,422
12005001502,1400000US12005001502,447,0,447
12005001600,1400000US12005001600,1485,101,1384
12005001600,1400000US12005001600,274,24,250
12005001600,1400000US12005001600,291,24,267
12005001600,1400000US12005001600,1131,77,1054
12005001600,1400000US12005001600,1148,77,1071
12005001600,1400000US12005001600,274,24,250
12005001600,1400000US12005001600,283,24,259
12005001600,1400000US12005001600,1112,77,1035
12005001600,1400000US12005001600,1121,77,1044
12005001700,1400000US12005001700,1253,70,1183
12005001700,1400000US12005001700,509,39,470
12005001700,1400000US12005001700,533,39,494
12005001700,1400000US12005001700,678,31,647
12005001700,1400000US12005001700,702,31,671
12005001700,1400000US12005001700,493,39,454
12005001700,1400000US12005001700,517,39,478
12005001700,1400000US12005001700,678,31,647
12005001700,1400000US12005001700,702,31,671
12005001800,1400000US12005001800,675,6,669
12005001800,1400000US12005001800,532,6,526
12005001800,1400000US12005001800,558,6,552
12005001800,1400000US12005001800,532,6,526
12005001800,1400000US12005001800,558,6,552
12005001900,1400000US12005001900,1899,18,1881
12005001900,1400000US12005001900,1805,18,1787
12005001900,1400000US12005001900,1867,18,1849
12005001900,1400000US12005001900,1787,18,1769
12005001900,1400000US12005001900,1812,18,1794
12005002000,1400000US12005002000,1007,31,976
12005002000,1400000US12005002000,921,31,890
12005002000,1400000US12005002000,946,31,915
12005002000,1400000US12005002000,921,31,890
12005002000,1400000US12005002000,946,31,915
12005002200,1400000US12005002200,1975,21,1954
12005002200,1400000US12005002200,1641,0,1641
12005002200,1400000US12005002200,1664,0,1664
12005002200,1400000US12005002200,301,21,280
12005002200,1400000US12005002200,318,21,297
12005002200,1400000US12005002200,1461,0,1461
12005002200,1400000US12005002200,1484,0,1484
12005002200,1400000US12005002200,301,21,280
12005002200,1400000US12005002200,318,21,297
12005002300,1400000US12005002300,1771,26,1745
12005002300,1400000US12005002300,1601,26,1575
12005002300,1400000US12005002300,1620,26,1594
12005002300,1400000US12005002300,1532,26,1506
12005002300,1400000US12005002300,1551,26,1525
12005002400,1400000US12005002400,1901,18,1883
12005002400,1400000US12005002400,1525,10,1515
12005002400,1400000US12005002400,1576,10,1566
12005002400,1400000US12005002400,1492,10,1482
12005002400,1400000US12005002400,1535,10,1525
12005002500,1400000US12005002500,1179,23,1156
12005002500,1400000US12005002500,1097,23,1074
12005002500,1400000US12005002500,1097,23,1074
12005002500,1400000US12005002500,1097,23,1074
12005002500,1400000US12005002500,1097,23,1074
12005002601,1400000US12005002601,856,0,856
12005002601,1400000US12005002601,823,0,823
12005002601,1400000US12005002601,836,0,836
12005002601,1400000US12005002601,783,0,783
12005002601,1400000US12005002601,783,0,783
12005002603,1400000US12005002603,728,0,728
12005002603,1400000US12005002603,712,0,712
12005002603,1400000US12005002603,712,0,712
12005002603,1400000US12005002603,712,0,712
12005002603,1400000US12005002603,712,0,712
12005002604,1400000US12005002604,2919,37,2882
12005002604,1400000US12005002604,2662,37,2625
12005002604,1400000US12005002604,2700,37,2663
12005002604,1400000US12005002604,2474,37,2437
12005002604,1400000US12005002604,2512,37,2475
12005002604,1400000US12005002604,581,12,569
12005002604,1400000US12005002604,428,12,416
12005002604,1400000US12005002604,256,12,244
12005002605,1400000US12005002605,947,0,947
12005002605,1400000US12005002605,947,0,947
12005002605,1400000US12005002605,947,0,947
12005002605,1400000US12005002605,930,0,930
12005002605,1400000US12005002605,930,0,930
12005002606,1400000US12005002606,1043,16,1027
12005002606,1400000US12005002606,1009,16,993
12005002606,1400000US12005002606,1009,16,993
12005002606,1400000US12005002606,959,16,943
12005002606,1400000US12005002606,959,16,943
12005002607,1400000US12005002607,602,0,602
12005002607,1400000US12005002607,593,0,593
12005002607,1400000US12005002607,602,0,602
12005002607,1400000US12005002607,581,0,581
12005002607,1400000US12005002607,590,0,590
12005002608,1400000US12005002608,989,0,989
12005002608,1400000US12005002608,978,0,978
12005002608,1400000US12005002608,978,0,978
12005002608,1400000US12005002608,978,0,978
12005002608,1400000US12005002608,978,0,978
12005002701,1400000US12005002701,1726,14,1712
12005002701,1400000US12005002701,1592,14,1578
12005002701,1400000US12005002701,1592,14,1578
