Id2,Id,Estimate; Total:,Estimate; Total: - With Social Security income,Estimate; Total: - No Social Security income
12001000200,1400000US12001000200,2252,256,1996
12001000200,1400000US12001000200,1580,104,1476
12001000200,1400000US12001000200,1603,104,1499
12001000200,1400000US12001000200,501,140,361
12001000200,1400000US12001000200,532,140,392
12001000200,1400000US12001000200,1213,104,1109
12001000200,1400000US12001000200,1227,104,1123
12001000200,1400000US12001000200,501,140,361
12001000200,1400000US12001000200,523,140,383
12001000301,1400000US12001000301,1697,398,1299
12001000301,1400000US12001000301,1303,301,1002
12001000301,1400000US12001000301,1314,312,1002
12001000301,1400000US12001000301,1160,290,870
12001000301,1400000US12001000301,1171,301,870
12001000302,1400000US12001000302,1362,188,1174
12001000302,1400000US12001000302,1172,188,984
12001000302,1400000US12001000302,1200,188,1012
12001000302,1400000US12001000302,1092,175,917
12001000302,1400000US12001000302,1120,175,945
12001000400,1400000US12001000400,2167,583,1584
12001000400,1400000US12001000400,838,331,507
12001000400,1400000US12001000400,849,331,518
12001000400,1400000US12001000400,1284,226,1058
12001000400,1400000US12001000400,1295,226,1069
12001000400,1400000US12001000400,788,321,467
12001000400,1400000US12001000400,799,321,478
12001000400,1400000US12001000400,1284,226,1058
12001000400,1400000US12001000400,1295,226,1069
12001000500,1400000US12001000500,2279,385,1894
12001000500,1400000US12001000500,1788,273,1515
12001000500,1400000US12001000500,1788,273,1515
12001000500,1400000US12001000500,1698,273,1425
12001000500,1400000US12001000500,1698,273,1425
12001000600,1400000US12001000600,1632,358,1274
12001000600,1400000US12001000600,1489,334,1155
12001000600,1400000US12001000600,1494,334,1160
12001000600,1400000US12001000600,1446,321,1125
12001000600,1400000US12001000600,1451,321,1130
12001000700,1400000US12001000700,2279,981,1298
12001000700,1400000US12001000700,476,135,341
12001000700,1400000US12001000700,496,142,354
12001000700,1400000US12001000700,1708,828,880
12001000700,1400000US12001000700,1719,839,880
12001000700,1400000US12001000700,453,135,318
12001000700,1400000US12001000700,473,142,331
12001000700,1400000US12001000700,1708,828,880
12001000700,1400000US12001000700,1708,828,880
12001000806,1400000US12001000806,1072,33,1039
12001000806,1400000US12001000806,830,33,797
12001000806,1400000US12001000806,838,33,805
12001000806,1400000US12001000806,794,33,761
12001000806,1400000US12001000806,802,33,769
12001000808,1400000US12001000808,1894,146,1748
12001000808,1400000US12001000808,1034,110,924
12001000808,1400000US12001000808,1194,110,1084
12001000808,1400000US12001000808,414,0,414
12001000808,1400000US12001000808,462,0,462
12001000808,1400000US12001000808,911,110,801
12001000808,1400000US12001000808,1027,110,917
12001000808,1400000US12001000808,414,0,414
12001000808,1400000US12001000808,462,0,462
12001000809,1400000US12001000809,817,116,701
12001000809,1400000US12001000809,622,116,506
12001000809,1400000US12001000809,622,116,506
12001000809,1400000US12001000809,556,116,440
12001000901,1400000US12001000901,637,0,637
12001000901,1400000US12001000901,219,0,219
12001000901,1400000US12001000901,280,0,280
12001000901,1400000US12001000901,290,0,290
12001000901,1400000US12001000901,290,0,290
12001000901,1400000US12001000901,99,0,99
12001000901,1400000US12001000901,148,0,148
12001000901,1400000US12001000901,290,0,290
12001000901,1400000US12001000901,290,0,290
12001000902,1400000US12001000902,164,0,164
12001000902,1400000US12001000902,22,0,22
12001000902,1400000US12001000902,22,0,22
12001000902,1400000US12001000902,46,0,46
12001000902,1400000US12001000902,46,0,46
12001000902,1400000US12001000902,77,0,77
12001000902,1400000US12001000902,8,0,8
12001000902,1400000US12001000902,14,0,14
12001000902,1400000US12001000902,14,0,14
12001000902,1400000US12001000902,46,0,46
12001000902,1400000US12001000902,46,0,46
12001000902,1400000US12001000902,77,0,77
12001000902,1400000US12001000902,8,0,8
12001000902,1400000US12001000902,8,0,8
12001000902,1400000US12001000902,0,0,0
12001000902,1400000US12001000902,0,0,0
12001001000,1400000US12001001000,2550,450,2100
12001001000,1400000US12001001000,2368,450,1918
12001001000,1400000US12001001000,2383,450,1933
12001001000,1400000US12001001000,2268,432,1836
12001001000,1400000US12001001000,2283,432,1851
12001001000,1400000US12001001000,460,129,331
12001001000,1400000US12001001000,497,49,448
12001001100,1400000US12001001100,2990,1075,1915
12001001100,1400000US12001001100,2632,993,1639
12001001100,1400000US12001001100,2651,1003,1648
12001001100,1400000US12001001100,2518,963,1555
12001001100,1400000US12001001100,2518,963,1555
12001001100,1400000US12001001100,578,208,370
12001001100,1400000US12001001100,702,178,524
12001001100,1400000US12001001100,473,91,382
12001001201,1400000US12001001201,1175,246,929
12001001201,1400000US12001001201,1041,231,810
12001001201,1400000US12001001201,1046,231,815
12001001201,1400000US12001001201,998,221,777
12001001201,1400000US12001001201,1003,221,782
12001001202,1400000US12001001202,3068,395,2673
12001001202,1400000US12001001202,2554,370,2184
12001001202,1400000US12001001202,2554,370,2184
12001001202,1400000US12001001202,2304,370,1934
12001001202,1400000US12001001202,2304,370,1934
12001001202,1400000US12001001202,448,88,360
12001001202,1400000US12001001202,491,119,372
12001001202,1400000US12001001202,490,44,446
12001001203,1400000US12001001203,1494,338,1156
12001001203,1400000US12001001203,1081,255,826
12001001203,1400000US12001001203,1107,255,852
12001001203,1400000US12001001203,1013,236,777
12001001203,1400000US12001001203,1028,236,792
12001001400,1400000US12001001400,901,213,688
12001001400,1400000US12001001400,344,79,265
12001001400,1400000US12001001400,360,84,276
12001001400,1400000US12001001400,525,129,396
12001001400,1400000US12001001400,530,134,396
12001001400,1400000US12001001400,332,79,253
12001001400,1400000US12001001400,348,84,264
12001001400,1400000US12001001400,525,129,396
12001001400,1400000US12001001400,530,134,396
12001001515,1400000US12001001515,2343,88,2255
12001001515,1400000US12001001515,1695,69,1626
12001001515,1400000US12001001515,1738,69,1669
12001001515,1400000US12001001515,1413,69,1344
12001001515,1400000US12001001515,1439,69,1370
12001001516,1400000US12001001516,1046,0,1046
12001001516,1400000US12001001516,690,0,690
12001001516,1400000US12001001516,707,0,707
12001001516,1400000US12001001516,619,0,619
12001001516,1400000US12001001516,619,0,619
12001001517,1400000US12001001517,2270,67,2203
12001001517,1400000US12001001517,1426,17,1409
12001001517,1400000US12001001517,1449,17,1432
12001001517,1400000US12001001517,1210,17,1193
12001001517,1400000US12001001517,1224,17,1207
12001001519,1400000US12001001519,871,12,859
12001001519,1400000US12001001519,579,12,567
12001001519,1400000US12001001519,609,12,597
12001001520,1400000US12001001520,1045,64,981
12001001520,1400000US12001001520,652,39,613
12001001520,1400000US12001001520,662,39,623
12001001520,1400000US12001001520,440,39,401
12001001520,1400000US12001001520,450,39,411
12001001521,1400000US12001001521,2085,71,2014
12001001521,1400000US12001001521,1570,71,1499
12001001521,1400000US12001001521,1588,71,1517
12001001521,1400000US12001001521,1381,71,1310
12001001521,1400000US12001001521,1399,71,1328
12001001603,1400000US12001001603,569,115,454
12001001603,1400000US12001001603,505,72,433
12001001604,1400000US12001001604,2561,259,2302
12001001604,1400000US12001001604,2240,215,2025
12001001604,1400000US12001001604,2249,215,2034
12001001604,1400000US12001001604,1935,215,1720
12001001604,1400000US12001001604,1935,215,1720
12001001701,1400000US12001001701,2436,689,1747
12001001701,1400000US12001001701,1826,617,1209
12001001701,1400000US12001001701,1879,637,1242
12001001701,1400000US12001001701,1728,617,1111
12001001701,1400000US12001001701,1747,617,1130
12001001701,1400000US12001001701,360,112,248
12001001701,1400000US12001001701,385,141,244
12001001701,1400000US12001001701,320,107,213
12001001702,1400000US12001001702,1999,731,1268
12001001702,1400000US12001001702,1760,675,1085
12001001702,1400000US12001001702,1770,685,1085
12001001702,1400000US12001001702,1760,675,1085
12001001702,1400000US12001001702,1770,685,1085
12001001702,1400000US12001001702,560,263,297
12001001702,1400000US12001001702,408,160,248
12001001801,1400000US12001001801,2666,894,1772
12001001801,1400000US12001001801,2130,766,1364
12001001801,1400000US12001001801,2227,766,1461
12001001801,1400000US12001001801,2028,761,1267
12001001801,1400000US12001001801,2125,761,1364
12001001801,1400000US12001001801,376,122,254
12001001802,1400000US12001001802,1118,424,694
12001001802,1400000US12001001802,700,271,429
12001001802,1400000US12001001802,700,271,429
12001001802,1400000US12001001802,620,271,349
12001001802,1400000US12001001802,620,271,349
12001001803,1400000US12001001803,2668,898,1770
12001001803,1400000US12001001803,2010,738,1272
12001001803,1400000US12001001803,2061,738,1323
12001001803,1400000US12001001803,396,109,287
12001001803,1400000US12001001803,455,109,346
12001001803,1400000US12001001803,1880,681,1199
12001001803,1400000US12001001803,1931,681,1250
12001001803,1400000US12001001803,381,109,272
12001001803,1400000US12001001803,440,109,331
12001001803,1400000US12001001803,438,209,229
12001001803,1400000US12001001803,495,166,329
12001001805,1400000US12001001805,642,135,507
12001001805,1400000US12001001805,475,91,384
12001001805,1400000US12001001805,475,91,384
12001001805,1400000US12001001805,475,91,384
12001001805,1400000US12001001805,475,91,384
12001001806,1400000US12001001806,3574,1006,2568
12001001806,1400000US12001001806,3115,898,2217
12001001806,1400000US12001001806,3148,910,2238
12001001806,1400000US12001001806,374,96,278
12001001806,1400000US12001001806,386,96,290
12001001806,1400000US12001001806,2927,836,2091
12001001806,1400000US12001001806,2960,848,2112
12001001806,1400000US12001001806,374,96,278
12001001806,1400000US12001001806,386,96,290
12001001806,1400000US12001001806,461,177,284
12001001806,1400000US12001001806,783,197,586
12001001806,1400000US12001001806,506,113,393
12001001806,1400000US12001001806,266,109,157
12001001811,1400000US12001001811,2851,606,2245
12001001811,1400000US12001001811,2320,606,1714
12001001811,1400000US12001001811,2360,606,1754
12001001811,1400000US12001001811,317,0,317
12001001811,1400000US12001001811,2226,606,1620
12001001811,1400000US12001001811,2266,606,1660
12001001811,1400000US12001001811,317,0,317
12001001811,1400000US12001001811,527,103,424
12001001813,1400000US12001001813,1067,327,740
12001001813,1400000US12001001813,1025,327,698
12001001813,1400000US12001001813,1025,327,698
12001001813,1400000US12001001813,944,327,617
12001001813,1400000US12001001813,944,327,617
12001001814,1400000US12001001814,861,276,585
12001001814,1400000US12001001814,843,276,567
12001001814,1400000US12001001814,843,276,567
12001001814,1400000US12001001814,843,276,567
12001001814,1400000US12001001814,843,276,567
12001001902,1400000US12001001902,945,176,769
12001001902,1400000US12001001902,397,146,251
12001001902,1400000US12001001902,414,146,268
12001001902,1400000US12001001902,531,30,501
12001001902,1400000US12001001902,531,30,501
12001001902,1400000US12001001902,397,146,251
12001001902,1400000US12001001902,414,146,268
12001001902,1400000US12001001902,531,30,501
12001001902,1400000US12001001902,531,30,501
12001001907,1400000US12001001907,963,398,565
12001001907,1400000US12001001907,818,377,441
12001001907,1400000US12001001907,825,377,448
12001001907,1400000US12001001907,818,377,441
12001001907,1400000US12001001907,825,377,448
12001001908,1400000US12001001908,1855,726,1129
12001001908,1400000US12001001908,1405,492,913
12001001908,1400000US12001001908,1461,548,913
12001001908,1400000US12001001908,394,178,216
12001001908,1400000US12001001908,437,221,216
12001001908,1400000US12001001908,1353,492,861
12001001908,1400000US12001001908,1409,548,861
12001001908,1400000US12001001908,394,178,216
12001001908,1400000US12001001908,437,221,216
12001002000,1400000US12001002000,1943,800,1143
12001002000,1400000US12001002000,1553,669,884
12001002000,1400000US12001002000,1566,682,884
12001002000,1400000US12001002000,324,118,206
12001002000,1400000US12001002000,324,118,206
12001002000,1400000US12001002000,1553,669,884
12001002000,1400000US12001002000,1566,682,884
12001002000,1400000US12001002000,324,118,206
12001002000,1400000US12001002000,324,118,206
12001002000,1400000US12001002000,312,194,118
12001002000,1400000US12001002000,291,100,191
12001002000,1400000US12001002000,339,126,213
12001002101,1400000US12001002101,786,224,562
12001002101,1400000US12001002101,623,187,436
12001002101,1400000US12001002101,632,188,444
12001002101,1400000US12001002101,593,174,419
12001002101,1400000US12001002101,602,175,427
12001002102,1400000US12001002102,469,242,227
12001002102,1400000US12001002102,362,166,196
12001002102,1400000US12001002102,363,166,197
12001002102,1400000US12001002102,362,166,196
12001002102,1400000US12001002102,363,166,197
12001002201,1400000US12001002201,1741,414,1327
12001002201,1400000US12001002201,1421,337,1084
12001002201,1400000US12001002201,1494,346,1148
12001002201,1400000US12001002201,1384,337,1047
12001002201,1400000US12001002201,1444,346,1098
12001002201,1400000US12001002201,350,90,260
12001002201,1400000US12001002201,331,83,248
12001002202,1400000US12001002202,2239,662,1577
12001002202,1400000US12001002202,1957,572,1385
12001002202,1400000US12001002202,1957,572,1385
12001002202,1400000US12001002202,1868,555,1313
12001002202,1400000US12001002202,1868,555,1313
12001002202,1400000US12001002202,398,116,282
12001002202,1400000US12001002202,339,66,273
12001002202,1400000US12001002202,330,107,223
12001002202,1400000US12001002202,297,75,222
12001002204,1400000US12001002204,4231,1228,3003
12001002204,1400000US12001002204,3485,1133,2352
12001002204,1400000US12001002204,3512,1133,2379
12001002204,1400000US12001002204,319,13,306
12001002204,1400000US12001002204,344,27,317
12001002204,1400000US12001002204,3337,1109,2228
12001002204,1400000US12001002204,3364,1109,2255
12001002204,1400000US12001002204,319,13,306
12001002204,1400000US12001002204,330,13,317
12001002204,1400000US12001002204,729,373,356
12001002204,1400000US12001002204,855,246,609
12001002204,1400000US12001002204,475,133,342
12001002204,1400000US12001002204,256,104,152
12001002205,1400000US12001002205,3846,1151,2695
12001002205,1400000US12001002205,3461,1066,2395
12001002205,1400000US12001002205,3473,1078,2395
12001002205,1400000US12001002205,246,34,212
12001002205,1400000US12001002205,246,34,212
12001002205,1400000US12001002205,295,116,179
12001002205,1400000US12001002205,3205,989,2216
12001002205,1400000US12001002205,3217,1001,2216
12001002205,1400000US12001002205,246,34,212
12001002205,1400000US12001002205,246,34,212
12001002205,1400000US12001002205,573,224,349
12001002205,1400000US12001002205,902,259,643
12001002205,1400000US12001002205,534,145,389
12001002205,1400000US12001002205,355,49,306
12001002207,1400000US12001002207,1455,409,1046
12001002207,1400000US12001002207,1255,317,938
12001002207,1400000US12001002207,1255,317,938
12001002207,1400000US12001002207,1194,302,892
12001002207,1400000US12001002207,1194,302,892
12001002207,1400000US12001002207,246,48,198
12001002207,1400000US12001002207,332,71,261
12001002208,1400000US12001002208,950,230,720
12001002208,1400000US12001002208,860,186,674
12001002208,1400000US12001002208,860,186,674
12001002208,1400000US12001002208,762,175,587
12001002208,1400000US12001002208,762,175,587
12001002208,1400000US12001002208,192,58,134
12001002209,1400000US12001002209,2768,624,2144
12001002209,1400000US12001002209,2135,444,1691
12001002209,1400000US12001002209,2157,444,1713
12001002209,1400000US12001002209,424,150,274
12001002209,1400000US12001002209,437,150,287
12001002209,1400000US12001002209,2076,433,1643
12001002209,1400000US12001002209,2098,433,1665
12001002209,1400000US12001002209,424,150,274
12001002209,1400000US12001002209,437,150,287
12001002209,1400000US12001002209,329,73,256
12001002209,1400000US12001002209,361,89,272
12001002209,1400000US12001002209,264,18,246
12001002210,1400000US12001002210,1651,442,1209
12001002210,1400000US12001002210,1430,385,1045
12001002210,1400000US12001002210,1442,385,1057
12001002210,1400000US12001002210,209,57,152
12001002210,1400000US12001002210,209,57,152
12001002210,1400000US12001002210,1271,351,920
12001002210,1400000US12001002210,1283,351,932
12001002210,1400000US12001002210,209,57,152
12001002210,1400000US12001002210,209,57,152
12001002217,1400000US12001002217,2697,268,2429
12001002217,1400000US12001002217,1683,141,1542
12001002217,1400000US12001002217,1683,141,1542
12001002217,1400000US12001002217,878,127,751
12001002217,1400000US12001002217,878,127,751
12001002217,1400000US12001002217,1594,141,1453
12001002217,1400000US12001002217,1594,141,1453
12001002217,1400000US12001002217,815,127,688
12001002217,1400000US12001002217,815,127,688
12001002218,1400000US12001002218,1069,142,927
12001002218,1400000US12001002218,567,118,449
12001002218,1400000US12001002218,581,132,449
12001002218,1400000US12001002218,455,24,431
12001002218,1400000US12001002218,453,94,359
12001002219,1400000US12001002219,2697,299,2398
12001002219,1400000US12001002219,2060,238,1822
12001002219,1400000US12001002219,2075,238,1837
12001002219,1400000US12001002219,514,61,453
12001002219,1400000US12001002219,519,61,458
12001002219,1400000US12001002219,1986,219,1767
12001002219,1400000US12001002219,1996,219,1777
12001002219,1400000US12001002219,514,61,453
12001002219,1400000US12001002219,514,61,453
12001002220,1400000US12001002220,808,276,532
12001002220,1400000US12001002220,581,164,417
12001002220,1400000US12001002220,592,164,428
12001002220,1400000US12001002220,575,164,411
12001002220,1400000US12001002220,586,164,422
12001110800,1400000US12001110800,761,425,336
12001110800,1400000US12001110800,731,425,306
12001110800,1400000US12001110800,743,425,318
12001110800,1400000US12001110800,674,425,249
12001110800,1400000US12001110800,674,425,249
12003040101,1400000US12003040101,2104,622,1482
12003040101,1400000US12003040101,1845,530,1315
12003040101,1400000US12003040101,1917,572,1345
12003040101,1400000US12003040101,1845,530,1315
12003040101,1400000US12003040101,1917,572,1345
12003040101,1400000US12003040101,386,91,295
12003040101,1400000US12003040101,290,84,206
12003040102,1400000US12003040102,2581,912,1669
12003040102,1400000US12003040102,2021,822,1199
12003040102,1400000US12003040102,2032,822,1210
12003040102,1400000US12003040102,534,75,459
12003040102,1400000US12003040102,549,90,459
12003040102,1400000US12003040102,1995,822,1173
12003040102,1400000US12003040102,2006,822,1184
12003040102,1400000US12003040102,534,75,459
12003040102,1400000US12003040102,549,90,459
12003040102,1400000US12003040102,329,14,315
12003040102,1400000US12003040102,433,202,231
12003040201,1400000US12003040201,1968,424,1544
12003040201,1400000US12003040201,1711,366,1345
12003040201,1400000US12003040201,1711,366,1345
12003040201,1400000US12003040201,227,58,169
12003040201,1400000US12003040201,227,58,169
12003040201,1400000US12003040201,1711,366,1345
12003040201,1400000US12003040201,1711,366,1345
12003040201,1400000US12003040201,227,58,169
12003040201,1400000US12003040201,227,58,169
12003040201,1400000US12003040201,271,19,252
12003040201,1400000US12003040201,257,99,158
12003040202,1400000US12003040202,1656,459,1197
12003040202,1400000US12003040202,1600,432,1168
12003040202,1400000US12003040202,1600,432,1168
12003040202,1400000US12003040202,1589,432,1157
12003040202,1400000US12003040202,1589,432,1157
12003040202,1400000US12003040202,258,149,109
12003040202,1400000US12003040202,243,20,223
12005000201,1400000US12005000201,1313,314,999
12005000201,1400000US12005000201,1225,275,950
12005000201,1400000US12005000201,1284,299,985
12005000201,1400000US12005000201,1203,253,950
12005000201,1400000US12005000201,1262,277,985
12005000202,1400000US12005000202,2076,825,1251
12005000202,1400000US12005000202,2036,815,1221
12005000202,1400000US12005000202,2046,825,1221
12005000202,1400000US12005000202,2036,815,1221
12005000202,1400000US12005000202,2046,825,1221
12005000202,1400000US12005000202,392,184,208
12005000300,1400000US12005000300,2599,755,1844
12005000300,1400000US12005000300,2540,745,1795
12005000300,1400000US12005000300,2567,755,1812
12005000300,1400000US12005000300,2525,745,1780
12005000300,1400000US12005000300,2535,755,1780
12005000300,1400000US12005000300,256,33,223
12005000300,1400000US12005000300,457,72,385
12005000300,1400000US12005000300,545,200,345
12005000400,1400000US12005000400,3108,913,2195
12005000400,1400000US12005000400,2972,895,2077
12005000400,1400000US12005000400,3068,913,2155
12005000400,1400000US12005000400,2972,895,2077
12005000400,1400000US12005000400,3057,913,2144
12005000400,1400000US12005000400,450,159,291
12005000400,1400000US12005000400,372,97,275
12005000400,1400000US12005000400,556,192,364
12005000400,1400000US12005000400,425,86,339
12005000500,1400000US12005000500,1859,377,1482
12005000500,1400000US12005000500,1636,365,1271
12005000500,1400000US12005000500,1639,365,1274
12005000500,1400000US12005000500,1584,365,1219
12005000500,1400000US12005000500,1587,365,1222
12005000500,1400000US12005000500,315,57,258
12005000500,1400000US12005000500,423,111,312
12005000600,1400000US12005000600,599,195,404
12005000600,1400000US12005000600,585,195,390
12005000600,1400000US12005000600,585,195,390
12005000600,1400000US12005000600,580,195,385
12005000600,1400000US12005000600,580,195,385
12005000700,1400000US12005000700,725,0,725
12005000700,1400000US12005000700,490,0,490
12005000700,1400000US12005000700,523,0,523
12005000700,1400000US12005000700,456,0,456
12005000700,1400000US12005000700,489,0,489
12005000803,1400000US12005000803,1865,548,1317
12005000803,1400000US12005000803,1428,530,898
12005000803,1400000US12005000803,1480,530,950
12005000803,1400000US12005000803,1399,516,883
12005000803,1400000US12005000803,1451,516,935
12005000804,1400000US12005000804,994,241,753
12005000804,1400000US12005000804,925,220,705
12005000804,1400000US12005000804,925,220,705
12005000804,1400000US12005000804,925,220,705
12005000804,1400000US12005000804,925,220,705
12005000805,1400000US12005000805,2138,612,1526
12005000805,1400000US12005000805,1665,530,1135
12005000805,1400000US12005000805,1722,530,1192
12005000805,1400000US12005000805,1647,512,1135
12005000805,1400000US12005000805,1647,512,1135
12005000806,1400000US12005000806,1400,385,1015
12005000806,1400000US12005000806,1211,345,866
12005000806,1400000US12005000806,1240,362,878
12005000806,1400000US12005000806,1194,345,849
12005000806,1400000US12005000806,1223,362,861
12005000900,1400000US12005000900,1975,673,1302
12005000900,1400000US12005000900,1643,550,1093
12005000900,1400000US12005000900,1663,550,1113
12005000900,1400000US12005000900,1643,550,1093
12005000900,1400000US12005000900,1663,550,1113
12005001000,1400000US12005001000,939,359,580
12005001000,1400000US12005001000,585,264,321
12005001000,1400000US12005001000,624,264,360
12005001000,1400000US12005001000,301,81,220
12005001000,1400000US12005001000,301,81,220
12005001000,1400000US12005001000,576,255,321
12005001000,1400000US12005001000,615,255,360
12005001000,1400000US12005001000,301,81,220
12005001000,1400000US12005001000,301,81,220
12005001100,1400000US12005001100,2045,745,1300
12005001100,1400000US12005001100,1475,649,826
12005001100,1400000US12005001100,1518,682,836
12005001100,1400000US12005001100,1421,649,772
12005001100,1400000US12005001100,1454,682,772
12005001200,1400000US12005001200,1341,382,959
12005001200,1400000US12005001200,1091,302,789
12005001200,1400000US12005001200,1091,302,789
12005001200,1400000US12005001200,1057,302,755
12005001200,1400000US12005001200,1057,302,755
12005001301,1400000US12005001301,1898,591,1307
12005001301,1400000US12005001301,1638,479,1159
12005001301,1400000US12005001301,1657,479,1178
12005001301,1400000US12005001301,1614,479,1135
12005001301,1400000US12005001301,1633,479,1154
12005001302,1400000US12005001302,2455,746,1709
12005001302,1400000US12005001302,2135,694,1441
12005001302,1400000US12005001302,2181,716,1465
12005001302,1400000US12005001302,2040,694,1346
12005001302,1400000US12005001302,2086,716,1370
12005001302,1400000US12005001302,305,178,127
12005001302,1400000US12005001302,240,66,174
12005001302,1400000US12005001302,479,135,344
12005001402,1400000US12005001402,2641,835,1806
12005001402,1400000US12005001402,2340,765,1575
12005001402,1400000US12005001402,2357,765,1592
12005001402,1400000US12005001402,2313,765,1548
12005001402,1400000US12005001402,2330,765,1565
12005001402,1400000US12005001402,369,234,135
12005001402,1400000US12005001402,544,158,386
12005001402,1400000US12005001402,389,142,247
12005001403,1400000US12005001403,845,205,640
12005001403,1400000US12005001403,771,195,576
12005001403,1400000US12005001403,828,195,633
12005001403,1400000US12005001403,771,195,576
12005001403,1400000US12005001403,828,195,633
12005001404,1400000US12005001404,2577,547,2030
12005001404,1400000US12005001404,2280,539,1741
12005001404,1400000US12005001404,2419,539,1880
12005001404,1400000US12005001404,2246,539,1707
12005001404,1400000US12005001404,2385,539,1846
12005001404,1400000US12005001404,375,110,265
12005001404,1400000US12005001404,415,47,368
12005001501,1400000US12005001501,1793,471,1322
12005001501,1400000US12005001501,1620,462,1158
12005001501,1400000US12005001501,1638,462,1176
12005001501,1400000US12005001501,1609,462,1147
12005001501,1400000US12005001501,1627,462,1165
12005001501,1400000US12005001501,287,129,158
12005001501,1400000US12005001501,356,72,284
12005001502,1400000US12005001502,2667,830,1837
12005001502,1400000US12005001502,2364,790,1574
12005001502,1400000US12005001502,2364,790,1574
12005001502,1400000US12005001502,2204,777,1427
12005001502,1400000US12005001502,2204,777,1427
12005001502,1400000US12005001502,422,251,171
12005001502,1400000US12005001502,447,148,299
12005001600,1400000US12005001600,1485,656,829
12005001600,1400000US12005001600,274,90,184
12005001600,1400000US12005001600,291,98,193
12005001600,1400000US12005001600,1131,551,580
12005001600,1400000US12005001600,1148,559,589
12005001600,1400000US12005001600,274,90,184
12005001600,1400000US12005001600,283,90,193
12005001600,1400000US12005001600,1112,551,561
12005001600,1400000US12005001600,1121,551,570
12005001700,1400000US12005001700,1253,371,882
12005001700,1400000US12005001700,509,105,404
12005001700,1400000US12005001700,533,105,428
12005001700,1400000US12005001700,678,224,454
12005001700,1400000US12005001700,702,224,478
12005001700,1400000US12005001700,493,105,388
12005001700,1400000US12005001700,517,105,412
12005001700,1400000US12005001700,678,224,454
12005001700,1400000US12005001700,702,224,478
12005001800,1400000US12005001800,675,277,398
12005001800,1400000US12005001800,532,265,267
12005001800,1400000US12005001800,558,265,293
12005001800,1400000US12005001800,532,265,267
12005001800,1400000US12005001800,558,265,293
12005001900,1400000US12005001900,1899,601,1298
12005001900,1400000US12005001900,1805,590,1215
12005001900,1400000US12005001900,1867,601,1266
12005001900,1400000US12005001900,1787,572,1215
12005001900,1400000US12005001900,1812,583,1229
12005002000,1400000US12005002000,1007,492,515
12005002000,1400000US12005002000,921,446,475
12005002000,1400000US12005002000,946,446,500
12005002000,1400000US12005002000,921,446,475
12005002000,1400000US12005002000,946,446,500
12005002200,1400000US12005002200,1975,626,1349
12005002200,1400000US12005002200,1641,462,1179
12005002200,1400000US12005002200,1664,485,1179
12005002200,1400000US12005002200,301,131,170
12005002200,1400000US12005002200,318,148,170
12005002200,1400000US12005002200,1461,446,1015
12005002200,1400000US12005002200,1484,469,1015
12005002200,1400000US12005002200,301,131,170
12005002200,1400000US12005002200,318,148,170
12005002300,1400000US12005002300,1771,472,1299
12005002300,1400000US12005002300,1601,413,1188
12005002300,1400000US12005002300,1620,424,1196
12005002300,1400000US12005002300,1532,392,1140
12005002300,1400000US12005002300,1551,403,1148
12005002400,1400000US12005002400,1901,394,1507
12005002400,1400000US12005002400,1525,344,1181
12005002400,1400000US12005002400,1576,344,1232
12005002400,1400000US12005002400,1492,344,1148
12005002400,1400000US12005002400,1535,344,1191
12005002500,1400000US12005002500,1179,469,710
12005002500,1400000US12005002500,1097,452,645
12005002500,1400000US12005002500,1097,452,645
12005002500,1400000US12005002500,1097,452,645
12005002500,1400000US12005002500,1097,452,645
12005002601,1400000US12005002601,856,246,610
12005002601,1400000US12005002601,823,246,577
12005002601,1400000US12005002601,836,246,590
12005002601,1400000US12005002601,783,246,537
12005002601,1400000US12005002601,783,246,537
12005002603,1400000US12005002603,728,146,582
12005002603,1400000US12005002603,712,146,566
12005002603,1400000US12005002603,712,146,566
12005002603,1400000US12005002603,712,146,566
12005002603,1400000US12005002603,712,146,566
12005002604,1400000US12005002604,2919,730,2189
12005002604,1400000US12005002604,2662,701,1961
12005002604,1400000US12005002604,2700,730,1970
12005002604,1400000US12005002604,2474,648,1826
12005002604,1400000US12005002604,2512,677,1835
12005002604,1400000US12005002604,581,154,427
12005002604,1400000US12005002604,428,174,254
12005002604,1400000US12005002604,256,78,178
12005002605,1400000US12005002605,947,194,753
12005002605,1400000US12005002605,947,194,753
12005002605,1400000US12005002605,947,194,753
12005002605,1400000US12005002605,930,177,753
12005002605,1400000US12005002605,930,177,753
12005002606,1400000US12005002606,1043,203,840
12005002606,1400000US12005002606,1009,203,806
12005002606,1400000US12005002606,1009,203,806
12005002606,1400000US12005002606,959,203,756
12005002606,1400000US12005002606,959,203,756
12005002607,1400000US12005002607,602,219,383
12005002607,1400000US12005002607,593,210,383
12005002607,1400000US12005002607,602,219,383
12005002607,1400000US12005002607,581,210,371
12005002607,1400000US12005002607,590,219,371
12005002608,1400000US12005002608,989,321,668
12005002608,1400000US12005002608,978,310,668
12005002608,1400000US12005002608,978,310,668
12005002608,1400000US12005002608,978,310,668
12005002608,1400000US12005002608,978,310,668
12005002701,1400000US12005002701,1726,529,1197
12005002701,1400000US12005002701,1592,515,1077
12005002701,1400000US12005002701,1592,515,1077
12005002701,1400000US12005002701,1545,515,1030
12005002701,1400000US12005002701,1545,515,1030
12005002702,1400000US12005002702,1309,528,781
