Id2,Id,Estimate; Total:,Estimate; Total: - With Supplemental Security Income (SSI),Estimate; Total: - No Supplemental Security Income (SSI)
12001000200,1400000US12001000200,2252,28,2224
12001000200,1400000US12001000200,1580,0,1580
12001000200,1400000US12001000200,1603,0,1603
12001000200,1400000US12001000200,501,28,473
12001000200,1400000US12001000200,532,28,504
12001000200,1400000US12001000200,1213,0,1213
12001000200,1400000US12001000200,1227,0,1227
12001000200,1400000US12001000200,501,28,473
12001000200,1400000US12001000200,523,28,495
12001000301,1400000US12001000301,1697,66,1631
12001000301,1400000US12001000301,1303,14,1289
12001000301,1400000US12001000301,1314,14,1300
12001000301,1400000US12001000301,1160,14,1146
12001000301,1400000US12001000301,1171,14,1157
12001000302,1400000US12001000302,1362,56,1306
12001000302,1400000US12001000302,1172,56,1116
12001000302,1400000US12001000302,1200,56,1144
12001000302,1400000US12001000302,1092,56,1036
12001000302,1400000US12001000302,1120,56,1064
12001000400,1400000US12001000400,2167,86,2081
12001000400,1400000US12001000400,838,65,773
12001000400,1400000US12001000400,849,65,784
12001000400,1400000US12001000400,1284,10,1274
12001000400,1400000US12001000400,1295,10,1285
12001000400,1400000US12001000400,788,65,723
12001000400,1400000US12001000400,799,65,734
12001000400,1400000US12001000400,1284,10,1274
12001000400,1400000US12001000400,1295,10,1285
12001000500,1400000US12001000500,2279,139,2140
12001000500,1400000US12001000500,1788,88,1700
12001000500,1400000US12001000500,1788,88,1700
12001000500,1400000US12001000500,1698,88,1610
12001000500,1400000US12001000500,1698,88,1610
12001000600,1400000US12001000600,1632,106,1526
12001000600,1400000US12001000600,1489,101,1388
12001000600,1400000US12001000600,1494,106,1388
12001000600,1400000US12001000600,1446,101,1345
12001000600,1400000US12001000600,1451,106,1345
12001000700,1400000US12001000700,2279,202,2077
12001000700,1400000US12001000700,476,54,422
12001000700,1400000US12001000700,496,54,442
12001000700,1400000US12001000700,1708,143,1565
12001000700,1400000US12001000700,1719,143,1576
12001000700,1400000US12001000700,453,54,399
12001000700,1400000US12001000700,473,54,419
12001000700,1400000US12001000700,1708,143,1565
12001000700,1400000US12001000700,1708,143,1565
12001000806,1400000US12001000806,1072,9,1063
12001000806,1400000US12001000806,830,9,821
12001000806,1400000US12001000806,838,9,829
12001000806,1400000US12001000806,794,9,785
12001000806,1400000US12001000806,802,9,793
12001000808,1400000US12001000808,1894,61,1833
12001000808,1400000US12001000808,1034,49,985
12001000808,1400000US12001000808,1194,49,1145
12001000808,1400000US12001000808,414,0,414
12001000808,1400000US12001000808,462,0,462
12001000808,1400000US12001000808,911,49,862
12001000808,1400000US12001000808,1027,49,978
12001000808,1400000US12001000808,414,0,414
12001000808,1400000US12001000808,462,0,462
12001000809,1400000US12001000809,817,0,817
12001000809,1400000US12001000809,622,0,622
12001000809,1400000US12001000809,622,0,622
12001000809,1400000US12001000809,556,0,556
12001000901,1400000US12001000901,637,0,637
12001000901,1400000US12001000901,219,0,219
12001000901,1400000US12001000901,280,0,280
12001000901,1400000US12001000901,290,0,290
12001000901,1400000US12001000901,290,0,290
12001000901,1400000US12001000901,99,0,99
12001000901,1400000US12001000901,148,0,148
12001000901,1400000US12001000901,290,0,290
12001000901,1400000US12001000901,290,0,290
12001000902,1400000US12001000902,164,11,153
12001000902,1400000US12001000902,22,0,22
12001000902,1400000US12001000902,22,0,22
12001000902,1400000US12001000902,46,11,35
12001000902,1400000US12001000902,46,11,35
12001000902,1400000US12001000902,77,0,77
12001000902,1400000US12001000902,8,0,8
12001000902,1400000US12001000902,14,0,14
12001000902,1400000US12001000902,14,0,14
12001000902,1400000US12001000902,46,11,35
12001000902,1400000US12001000902,46,11,35
12001000902,1400000US12001000902,77,0,77
12001000902,1400000US12001000902,8,0,8
12001000902,1400000US12001000902,8,0,8
12001000902,1400000US12001000902,0,0,0
12001000902,1400000US12001000902,0,0,0
12001001000,1400000US12001001000,2550,40,2510
12001001000,1400000US12001001000,2368,40,2328
12001001000,1400000US12001001000,2383,40,2343
12001001000,1400000US12001001000,2268,40,2228
12001001000,1400000US12001001000,2283,40,2243
12001001000,1400000US12001001000,460,12,448
12001001000,1400000US12001001000,497,0,497
12001001100,1400000US12001001100,2990,52,2938
12001001100,1400000US12001001100,2632,52,2580
12001001100,1400000US12001001100,2651,52,2599
12001001100,1400000US12001001100,2518,52,2466
12001001100,1400000US12001001100,2518,52,2466
12001001100,1400000US12001001100,578,12,566
12001001100,1400000US12001001100,702,13,689
12001001100,1400000US12001001100,473,14,459
12001001201,1400000US12001001201,1175,24,1151
12001001201,1400000US12001001201,1041,15,1026
12001001201,1400000US12001001201,1046,15,1031
12001001201,1400000US12001001201,998,15,983
12001001201,1400000US12001001201,1003,15,988
12001001202,1400000US12001001202,3068,111,2957
12001001202,1400000US12001001202,2554,54,2500
12001001202,1400000US12001001202,2554,54,2500
12001001202,1400000US12001001202,2304,54,2250
12001001202,1400000US12001001202,2304,54,2250
12001001202,1400000US12001001202,448,36,412
12001001202,1400000US12001001202,491,8,483
12001001202,1400000US12001001202,490,12,478
12001001203,1400000US12001001203,1494,14,1480
12001001203,1400000US12001001203,1081,10,1071
12001001203,1400000US12001001203,1107,10,1097
12001001203,1400000US12001001203,1013,10,1003
12001001203,1400000US12001001203,1028,10,1018
12001001400,1400000US12001001400,901,30,871
12001001400,1400000US12001001400,344,12,332
12001001400,1400000US12001001400,360,17,343
12001001400,1400000US12001001400,525,13,512
12001001400,1400000US12001001400,530,18,512
12001001400,1400000US12001001400,332,12,320
12001001400,1400000US12001001400,348,17,331
12001001400,1400000US12001001400,525,13,512
12001001400,1400000US12001001400,530,18,512
12001001515,1400000US12001001515,2343,36,2307
12001001515,1400000US12001001515,1695,17,1678
12001001515,1400000US12001001515,1738,17,1721
12001001515,1400000US12001001515,1413,17,1396
12001001515,1400000US12001001515,1439,17,1422
12001001516,1400000US12001001516,1046,33,1013
12001001516,1400000US12001001516,690,0,690
12001001516,1400000US12001001516,707,0,707
12001001516,1400000US12001001516,619,0,619
12001001516,1400000US12001001516,619,0,619
12001001517,1400000US12001001517,2270,61,2209
12001001517,1400000US12001001517,1426,61,1365
12001001517,1400000US12001001517,1449,61,1388
12001001517,1400000US12001001517,1210,61,1149
12001001517,1400000US12001001517,1224,61,1163
12001001519,1400000US12001001519,871,11,860
12001001519,1400000US12001001519,579,11,568
12001001519,1400000US12001001519,609,11,598
12001001520,1400000US12001001520,1045,14,1031
12001001520,1400000US12001001520,652,14,638
12001001520,1400000US12001001520,662,14,648
12001001520,1400000US12001001520,440,14,426
12001001520,1400000US12001001520,450,14,436
12001001521,1400000US12001001521,2085,13,2072
12001001521,1400000US12001001521,1570,13,1557
12001001521,1400000US12001001521,1588,13,1575
12001001521,1400000US12001001521,1381,13,1368
12001001521,1400000US12001001521,1399,13,1386
12001001603,1400000US12001001603,569,29,540
12001001603,1400000US12001001603,505,16,489
12001001604,1400000US12001001604,2561,18,2543
12001001604,1400000US12001001604,2240,0,2240
12001001604,1400000US12001001604,2249,9,2240
12001001604,1400000US12001001604,1935,0,1935
12001001604,1400000US12001001604,1935,0,1935
12001001701,1400000US12001001701,2436,56,2380
12001001701,1400000US12001001701,1826,56,1770
12001001701,1400000US12001001701,1879,56,1823
12001001701,1400000US12001001701,1728,56,1672
12001001701,1400000US12001001701,1747,56,1691
12001001701,1400000US12001001701,360,10,350
12001001701,1400000US12001001701,385,37,348
12001001701,1400000US12001001701,320,0,320
12001001702,1400000US12001001702,1999,23,1976
12001001702,1400000US12001001702,1760,23,1737
12001001702,1400000US12001001702,1770,23,1747
12001001702,1400000US12001001702,1760,23,1737
12001001702,1400000US12001001702,1770,23,1747
12001001702,1400000US12001001702,560,0,560
12001001702,1400000US12001001702,408,0,408
12001001801,1400000US12001001801,2666,40,2626
12001001801,1400000US12001001801,2130,40,2090
12001001801,1400000US12001001801,2227,40,2187
12001001801,1400000US12001001801,2028,40,1988
12001001801,1400000US12001001801,2125,40,2085
12001001801,1400000US12001001801,376,7,369
12001001802,1400000US12001001802,1118,56,1062
12001001802,1400000US12001001802,700,13,687
12001001802,1400000US12001001802,700,13,687
12001001802,1400000US12001001802,620,13,607
12001001802,1400000US12001001802,620,13,607
12001001803,1400000US12001001803,2668,117,2551
12001001803,1400000US12001001803,2010,75,1935
12001001803,1400000US12001001803,2061,75,1986
12001001803,1400000US12001001803,396,33,363
12001001803,1400000US12001001803,455,33,422
12001001803,1400000US12001001803,1880,75,1805
12001001803,1400000US12001001803,1931,75,1856
12001001803,1400000US12001001803,381,33,348
12001001803,1400000US12001001803,440,33,407
12001001803,1400000US12001001803,438,13,425
12001001803,1400000US12001001803,495,48,447
12001001805,1400000US12001001805,642,0,642
12001001805,1400000US12001001805,475,0,475
12001001805,1400000US12001001805,475,0,475
12001001805,1400000US12001001805,475,0,475
12001001805,1400000US12001001805,475,0,475
12001001806,1400000US12001001806,3574,76,3498
12001001806,1400000US12001001806,3115,58,3057
12001001806,1400000US12001001806,3148,70,3078
12001001806,1400000US12001001806,374,6,368
12001001806,1400000US12001001806,386,18,368
12001001806,1400000US12001001806,2927,58,2869
12001001806,1400000US12001001806,2960,70,2890
12001001806,1400000US12001001806,374,6,368
12001001806,1400000US12001001806,386,18,368
12001001806,1400000US12001001806,461,6,455
12001001806,1400000US12001001806,783,6,777
12001001806,1400000US12001001806,506,0,506
12001001806,1400000US12001001806,266,0,266
12001001811,1400000US12001001811,2851,34,2817
12001001811,1400000US12001001811,2320,16,2304
12001001811,1400000US12001001811,2360,16,2344
12001001811,1400000US12001001811,317,18,299
12001001811,1400000US12001001811,2226,16,2210
12001001811,1400000US12001001811,2266,16,2250
12001001811,1400000US12001001811,317,18,299
12001001811,1400000US12001001811,527,0,527
12001001813,1400000US12001001813,1067,0,1067
12001001813,1400000US12001001813,1025,0,1025
12001001813,1400000US12001001813,1025,0,1025
12001001813,1400000US12001001813,944,0,944
12001001813,1400000US12001001813,944,0,944
12001001814,1400000US12001001814,861,0,861
12001001814,1400000US12001001814,843,0,843
12001001814,1400000US12001001814,843,0,843
12001001814,1400000US12001001814,843,0,843
12001001814,1400000US12001001814,843,0,843
12001001902,1400000US12001001902,945,55,890
12001001902,1400000US12001001902,397,26,371
12001001902,1400000US12001001902,414,26,388
12001001902,1400000US12001001902,531,29,502
12001001902,1400000US12001001902,531,29,502
12001001902,1400000US12001001902,397,26,371
12001001902,1400000US12001001902,414,26,388
12001001902,1400000US12001001902,531,29,502
12001001902,1400000US12001001902,531,29,502
12001001907,1400000US12001001907,963,31,932
12001001907,1400000US12001001907,818,31,787
12001001907,1400000US12001001907,825,31,794
12001001907,1400000US12001001907,818,31,787
12001001907,1400000US12001001907,825,31,794
12001001908,1400000US12001001908,1855,30,1825
12001001908,1400000US12001001908,1405,30,1375
12001001908,1400000US12001001908,1461,30,1431
12001001908,1400000US12001001908,394,0,394
12001001908,1400000US12001001908,437,0,437
12001001908,1400000US12001001908,1353,30,1323
12001001908,1400000US12001001908,1409,30,1379
12001001908,1400000US12001001908,394,0,394
12001001908,1400000US12001001908,437,0,437
12001002000,1400000US12001002000,1943,118,1825
12001002000,1400000US12001002000,1553,100,1453
12001002000,1400000US12001002000,1566,100,1466
12001002000,1400000US12001002000,324,18,306
12001002000,1400000US12001002000,324,18,306
12001002000,1400000US12001002000,1553,100,1453
12001002000,1400000US12001002000,1566,100,1466
12001002000,1400000US12001002000,324,18,306
12001002000,1400000US12001002000,324,18,306
12001002000,1400000US12001002000,312,34,278
12001002000,1400000US12001002000,291,15,276
12001002000,1400000US12001002000,339,15,324
12001002101,1400000US12001002101,786,0,786
12001002101,1400000US12001002101,623,0,623
12001002101,1400000US12001002101,632,0,632
12001002101,1400000US12001002101,593,0,593
12001002101,1400000US12001002101,602,0,602
12001002102,1400000US12001002102,469,6,463
12001002102,1400000US12001002102,362,3,359
12001002102,1400000US12001002102,363,3,360
12001002102,1400000US12001002102,362,3,359
12001002102,1400000US12001002102,363,3,360
12001002201,1400000US12001002201,1741,24,1717
12001002201,1400000US12001002201,1421,11,1410
12001002201,1400000US12001002201,1494,11,1483
12001002201,1400000US12001002201,1384,11,1373
12001002201,1400000US12001002201,1444,11,1433
12001002201,1400000US12001002201,350,11,339
12001002201,1400000US12001002201,331,11,320
12001002202,1400000US12001002202,2239,47,2192
12001002202,1400000US12001002202,1957,26,1931
12001002202,1400000US12001002202,1957,26,1931
12001002202,1400000US12001002202,1868,26,1842
12001002202,1400000US12001002202,1868,26,1842
12001002202,1400000US12001002202,398,11,387
12001002202,1400000US12001002202,339,6,333
12001002202,1400000US12001002202,330,0,330
12001002202,1400000US12001002202,297,0,297
12001002204,1400000US12001002204,4231,114,4117
12001002204,1400000US12001002204,3485,114,3371
12001002204,1400000US12001002204,3512,114,3398
12001002204,1400000US12001002204,319,0,319
12001002204,1400000US12001002204,344,0,344
12001002204,1400000US12001002204,3337,114,3223
12001002204,1400000US12001002204,3364,114,3250
12001002204,1400000US12001002204,319,0,319
12001002204,1400000US12001002204,330,0,330
12001002204,1400000US12001002204,729,52,677
12001002204,1400000US12001002204,855,42,813
12001002204,1400000US12001002204,475,0,475
12001002204,1400000US12001002204,256,35,221
12001002205,1400000US12001002205,3846,89,3757
12001002205,1400000US12001002205,3461,55,3406
12001002205,1400000US12001002205,3473,55,3418
12001002205,1400000US12001002205,246,34,212
12001002205,1400000US12001002205,246,34,212
12001002205,1400000US12001002205,295,0,295
12001002205,1400000US12001002205,3205,55,3150
12001002205,1400000US12001002205,3217,55,3162
12001002205,1400000US12001002205,246,34,212
12001002205,1400000US12001002205,246,34,212
12001002205,1400000US12001002205,573,23,550
12001002205,1400000US12001002205,902,16,886
12001002205,1400000US12001002205,534,0,534
12001002205,1400000US12001002205,355,0,355
12001002207,1400000US12001002207,1455,0,1455
12001002207,1400000US12001002207,1255,0,1255
12001002207,1400000US12001002207,1255,0,1255
12001002207,1400000US12001002207,1194,0,1194
12001002207,1400000US12001002207,1194,0,1194
12001002207,1400000US12001002207,246,0,246
12001002207,1400000US12001002207,332,0,332
12001002208,1400000US12001002208,950,22,928
12001002208,1400000US12001002208,860,22,838
12001002208,1400000US12001002208,860,22,838
12001002208,1400000US12001002208,762,22,740
12001002208,1400000US12001002208,762,22,740
12001002208,1400000US12001002208,192,0,192
12001002209,1400000US12001002209,2768,28,2740
12001002209,1400000US12001002209,2135,12,2123
12001002209,1400000US12001002209,2157,12,2145
12001002209,1400000US12001002209,424,16,408
12001002209,1400000US12001002209,437,16,421
12001002209,1400000US12001002209,2076,12,2064
12001002209,1400000US12001002209,2098,12,2086
12001002209,1400000US12001002209,424,16,408
12001002209,1400000US12001002209,437,16,421
12001002209,1400000US12001002209,329,0,329
12001002209,1400000US12001002209,361,3,358
12001002209,1400000US12001002209,264,5,259
12001002210,1400000US12001002210,1651,112,1539
12001002210,1400000US12001002210,1430,82,1348
12001002210,1400000US12001002210,1442,82,1360
12001002210,1400000US12001002210,209,30,179
12001002210,1400000US12001002210,209,30,179
12001002210,1400000US12001002210,1271,82,1189
12001002210,1400000US12001002210,1283,82,1201
12001002210,1400000US12001002210,209,30,179
12001002210,1400000US12001002210,209,30,179
12001002217,1400000US12001002217,2697,160,2537
12001002217,1400000US12001002217,1683,41,1642
12001002217,1400000US12001002217,1683,41,1642
12001002217,1400000US12001002217,878,92,786
12001002217,1400000US12001002217,878,92,786
12001002217,1400000US12001002217,1594,41,1553
12001002217,1400000US12001002217,1594,41,1553
12001002217,1400000US12001002217,815,92,723
12001002217,1400000US12001002217,815,92,723
12001002218,1400000US12001002218,1069,70,999
12001002218,1400000US12001002218,567,70,497
12001002218,1400000US12001002218,581,70,511
12001002218,1400000US12001002218,455,0,455
12001002218,1400000US12001002218,453,46,407
12001002219,1400000US12001002219,2697,13,2684
12001002219,1400000US12001002219,2060,13,2047
12001002219,1400000US12001002219,2075,13,2062
12001002219,1400000US12001002219,514,0,514
12001002219,1400000US12001002219,519,0,519
12001002219,1400000US12001002219,1986,13,1973
12001002219,1400000US12001002219,1996,13,1983
12001002219,1400000US12001002219,514,0,514
12001002219,1400000US12001002219,514,0,514
12001002220,1400000US12001002220,808,27,781
12001002220,1400000US12001002220,581,15,566
12001002220,1400000US12001002220,592,15,577
12001002220,1400000US12001002220,575,15,560
12001002220,1400000US12001002220,586,15,571
12001110800,1400000US12001110800,761,8,753
12001110800,1400000US12001110800,731,8,723
12001110800,1400000US12001110800,743,8,735
12001110800,1400000US12001110800,674,8,666
12001110800,1400000US12001110800,674,8,666
12003040101,1400000US12003040101,2104,47,2057
12003040101,1400000US12003040101,1845,47,1798
12003040101,1400000US12003040101,1917,47,1870
12003040101,1400000US12003040101,1845,47,1798
12003040101,1400000US12003040101,1917,47,1870
12003040101,1400000US12003040101,386,0,386
12003040101,1400000US12003040101,290,0,290
12003040102,1400000US12003040102,2581,129,2452
12003040102,1400000US12003040102,2021,129,1892
12003040102,1400000US12003040102,2032,129,1903
12003040102,1400000US12003040102,534,0,534
12003040102,1400000US12003040102,549,0,549
12003040102,1400000US12003040102,1995,129,1866
12003040102,1400000US12003040102,2006,129,1877
12003040102,1400000US12003040102,534,0,534
12003040102,1400000US12003040102,549,0,549
12003040102,1400000US12003040102,329,0,329
12003040102,1400000US12003040102,433,73,360
12003040201,1400000US12003040201,1968,127,1841
12003040201,1400000US12003040201,1711,110,1601
12003040201,1400000US12003040201,1711,110,1601
12003040201,1400000US12003040201,227,17,210
12003040201,1400000US12003040201,227,17,210
12003040201,1400000US12003040201,1711,110,1601
12003040201,1400000US12003040201,1711,110,1601
12003040201,1400000US12003040201,227,17,210
12003040201,1400000US12003040201,227,17,210
12003040201,1400000US12003040201,271,17,254
12003040201,1400000US12003040201,257,36,221
12003040202,1400000US12003040202,1656,13,1643
12003040202,1400000US12003040202,1600,13,1587
12003040202,1400000US12003040202,1600,13,1587
12003040202,1400000US12003040202,1589,13,1576
12003040202,1400000US12003040202,1589,13,1576
12003040202,1400000US12003040202,258,0,258
12003040202,1400000US12003040202,243,5,238
12005000201,1400000US12005000201,1313,29,1284
12005000201,1400000US12005000201,1225,29,1196
12005000201,1400000US12005000201,1284,29,1255
12005000201,1400000US12005000201,1203,29,1174
12005000201,1400000US12005000201,1262,29,1233
12005000202,1400000US12005000202,2076,81,1995
12005000202,1400000US12005000202,2036,81,1955
12005000202,1400000US12005000202,2046,81,1965
12005000202,1400000US12005000202,2036,81,1955
12005000202,1400000US12005000202,2046,81,1965
12005000202,1400000US12005000202,392,36,356
12005000300,1400000US12005000300,2599,24,2575
12005000300,1400000US12005000300,2540,24,2516
12005000300,1400000US12005000300,2567,24,2543
12005000300,1400000US12005000300,2525,24,2501
12005000300,1400000US12005000300,2535,24,2511
12005000300,1400000US12005000300,256,0,256
12005000300,1400000US12005000300,457,3,454
12005000300,1400000US12005000300,545,0,545
12005000400,1400000US12005000400,3108,92,3016
12005000400,1400000US12005000400,2972,73,2899
12005000400,1400000US12005000400,3068,92,2976
12005000400,1400000US12005000400,2972,73,2899
12005000400,1400000US12005000400,3057,92,2965
12005000400,1400000US12005000400,450,8,442
12005000400,1400000US12005000400,372,17,355
12005000400,1400000US12005000400,556,35,521
12005000400,1400000US12005000400,425,0,425
12005000500,1400000US12005000500,1859,4,1855
12005000500,1400000US12005000500,1636,4,1632
12005000500,1400000US12005000500,1639,4,1635
12005000500,1400000US12005000500,1584,4,1580
12005000500,1400000US12005000500,1587,4,1583
12005000500,1400000US12005000500,315,0,315
12005000500,1400000US12005000500,423,0,423
12005000600,1400000US12005000600,599,14,585
12005000600,1400000US12005000600,585,14,571
12005000600,1400000US12005000600,585,14,571
12005000600,1400000US12005000600,580,14,566
12005000600,1400000US12005000600,580,14,566
12005000700,1400000US12005000700,725,11,714
12005000700,1400000US12005000700,490,0,490
12005000700,1400000US12005000700,523,0,523
12005000700,1400000US12005000700,456,0,456
12005000700,1400000US12005000700,489,0,489
12005000803,1400000US12005000803,1865,213,1652
12005000803,1400000US12005000803,1428,185,1243
12005000803,1400000US12005000803,1480,195,1285
12005000803,1400000US12005000803,1399,185,1214
12005000803,1400000US12005000803,1451,195,1256
12005000804,1400000US12005000804,994,22,972
12005000804,1400000US12005000804,925,22,903
12005000804,1400000US12005000804,925,22,903
12005000804,1400000US12005000804,925,22,903
12005000804,1400000US12005000804,925,22,903
12005000805,1400000US12005000805,2138,59,2079
12005000805,1400000US12005000805,1665,59,1606
12005000805,1400000US12005000805,1722,59,1663
12005000805,1400000US12005000805,1647,59,1588
12005000805,1400000US12005000805,1647,59,1588
12005000806,1400000US12005000806,1400,17,1383
12005000806,1400000US12005000806,1211,17,1194
12005000806,1400000US12005000806,1240,17,1223
12005000806,1400000US12005000806,1194,17,1177
12005000806,1400000US12005000806,1223,17,1206
12005000900,1400000US12005000900,1975,39,1936
12005000900,1400000US12005000900,1643,39,1604
12005000900,1400000US12005000900,1663,39,1624
12005000900,1400000US12005000900,1643,39,1604
12005000900,1400000US12005000900,1663,39,1624
12005001000,1400000US12005001000,939,37,902
12005001000,1400000US12005001000,585,22,563
12005001000,1400000US12005001000,624,22,602
12005001000,1400000US12005001000,301,15,286
12005001000,1400000US12005001000,301,15,286
12005001000,1400000US12005001000,576,22,554
12005001000,1400000US12005001000,615,22,593
12005001000,1400000US12005001000,301,15,286
12005001000,1400000US12005001000,301,15,286
12005001100,1400000US12005001100,2045,159,1886
12005001100,1400000US12005001100,1475,88,1387
12005001100,1400000US12005001100,1518,108,1410
12005001100,1400000US12005001100,1421,88,1333
12005001100,1400000US12005001100,1454,108,1346
12005001200,1400000US12005001200,1341,58,1283
12005001200,1400000US12005001200,1091,58,1033
12005001200,1400000US12005001200,1091,58,1033
12005001200,1400000US12005001200,1057,58,999
12005001200,1400000US12005001200,1057,58,999
12005001301,1400000US12005001301,1898,78,1820
12005001301,1400000US12005001301,1638,78,1560
12005001301,1400000US12005001301,1657,78,1579
12005001301,1400000US12005001301,1614,78,1536
12005001301,1400000US12005001301,1633,78,1555
12005001302,1400000US12005001302,2455,58,2397
12005001302,1400000US12005001302,2135,30,2105
12005001302,1400000US12005001302,2181,30,2151
12005001302,1400000US12005001302,2040,30,2010
12005001302,1400000US12005001302,2086,30,2056
12005001302,1400000US12005001302,305,10,295
12005001302,1400000US12005001302,240,0,240
12005001302,1400000US12005001302,479,0,479
12005001402,1400000US12005001402,2641,30,2611
12005001402,1400000US12005001402,2340,13,2327
12005001402,1400000US12005001402,2357,13,2344
12005001402,1400000US12005001402,2313,13,2300
12005001402,1400000US12005001402,2330,13,2317
12005001402,1400000US12005001402,369,0,369
12005001402,1400000US12005001402,544,0,544
12005001402,1400000US12005001402,389,0,389
12005001403,1400000US12005001403,845,0,845
12005001403,1400000US12005001403,771,0,771
12005001403,1400000US12005001403,828,0,828
12005001403,1400000US12005001403,771,0,771
12005001403,1400000US12005001403,828,0,828
12005001404,1400000US12005001404,2577,104,2473
12005001404,1400000US12005001404,2280,104,2176
12005001404,1400000US12005001404,2419,104,2315
12005001404,1400000US12005001404,2246,104,2142
12005001404,1400000US12005001404,2385,104,2281
12005001404,1400000US12005001404,375,38,337
12005001404,1400000US12005001404,415,18,397
12005001501,1400000US12005001501,1793,29,1764
12005001501,1400000US12005001501,1620,29,1591
12005001501,1400000US12005001501,1638,29,1609
12005001501,1400000US12005001501,1609,29,1580
12005001501,1400000US12005001501,1627,29,1598
12005001501,1400000US12005001501,287,0,287
12005001501,1400000US12005001501,356,0,356
12005001502,1400000US12005001502,2667,41,2626
12005001502,1400000US12005001502,2364,27,2337
12005001502,1400000US12005001502,2364,27,2337
12005001502,1400000US12005001502,2204,27,2177
12005001502,1400000US12005001502,2204,27,2177
12005001502,1400000US12005001502,422,16,406
12005001502,1400000US12005001502,447,0,447
12005001600,1400000US12005001600,1485,242,1243
12005001600,1400000US12005001600,274,43,231
12005001600,1400000US12005001600,291,51,240
12005001600,1400000US12005001600,1131,191,940
12005001600,1400000US12005001600,1148,199,949
12005001600,1400000US12005001600,274,43,231
12005001600,1400000US12005001600,283,43,240
12005001600,1400000US12005001600,1112,191,921
12005001600,1400000US12005001600,1121,191,930
12005001700,1400000US12005001700,1253,90,1163
12005001700,1400000US12005001700,509,35,474
12005001700,1400000US12005001700,533,35,498
12005001700,1400000US12005001700,678,55,623
12005001700,1400000US12005001700,702,55,647
12005001700,1400000US12005001700,493,35,458
12005001700,1400000US12005001700,517,35,482
12005001700,1400000US12005001700,678,55,623
12005001700,1400000US12005001700,702,55,647
12005001800,1400000US12005001800,675,92,583
12005001800,1400000US12005001800,532,86,446
12005001800,1400000US12005001800,558,86,472
12005001800,1400000US12005001800,532,86,446
12005001800,1400000US12005001800,558,86,472
12005001900,1400000US12005001900,1899,13,1886
12005001900,1400000US12005001900,1805,13,1792
12005001900,1400000US12005001900,1867,13,1854
12005001900,1400000US12005001900,1787,13,1774
12005001900,1400000US12005001900,1812,13,1799
12005002000,1400000US12005002000,1007,40,967
12005002000,1400000US12005002000,921,40,881
12005002000,1400000US12005002000,946,40,906
12005002000,1400000US12005002000,921,40,881
12005002000,1400000US12005002000,946,40,906
12005002200,1400000US12005002200,1975,62,1913
12005002200,1400000US12005002200,1641,51,1590
12005002200,1400000US12005002200,1664,51,1613
12005002200,1400000US12005002200,301,11,290
12005002200,1400000US12005002200,318,11,307
12005002200,1400000US12005002200,1461,51,1410
12005002200,1400000US12005002200,1484,51,1433
12005002200,1400000US12005002200,301,11,290
12005002200,1400000US12005002200,318,11,307
12005002300,1400000US12005002300,1771,108,1663
12005002300,1400000US12005002300,1601,59,1542
12005002300,1400000US12005002300,1620,70,1550
12005002300,1400000US12005002300,1532,59,1473
12005002300,1400000US12005002300,1551,70,1481
12005002400,1400000US12005002400,1901,72,1829
12005002400,1400000US12005002400,1525,64,1461
12005002400,1400000US12005002400,1576,64,1512
12005002400,1400000US12005002400,1492,64,1428
12005002400,1400000US12005002400,1535,64,1471
12005002500,1400000US12005002500,1179,28,1151
12005002500,1400000US12005002500,1097,28,1069
12005002500,1400000US12005002500,1097,28,1069
12005002500,1400000US12005002500,1097,28,1069
12005002500,1400000US12005002500,1097,28,1069
12005002601,1400000US12005002601,856,0,856
12005002601,1400000US12005002601,823,0,823
12005002601,1400000US12005002601,836,0,836
12005002601,1400000US12005002601,783,0,783
12005002601,1400000US12005002601,783,0,783
12005002603,1400000US12005002603,728,30,698
12005002603,1400000US12005002603,712,30,682
12005002603,1400000US12005002603,712,30,682
12005002603,1400000US12005002603,712,30,682
12005002603,1400000US12005002603,712,30,682
12005002604,1400000US12005002604,2919,29,2890
12005002604,1400000US12005002604,2662,29,2633
12005002604,1400000US12005002604,2700,29,2671
12005002604,1400000US12005002604,2474,29,2445
12005002604,1400000US12005002604,2512,29,2483
12005002604,1400000US12005002604,581,0,581
12005002604,1400000US12005002604,428,0,428
12005002604,1400000US12005002604,256,0,256
12005002605,1400000US12005002605,947,0,947
12005002605,1400000US12005002605,947,0,947
12005002605,1400000US12005002605,947,0,947
12005002605,1400000US12005002605,930,0,930
12005002605,1400000US12005002605,930,0,930
12005002606,1400000US12005002606,1043,30,1013
12005002606,1400000US12005002606,1009,30,979
12005002606,1400000US12005002606,1009,30,979
12005002606,1400000US12005002606,959,30,929
12005002606,1400000US12005002606,959,30,929
12005002607,1400000US12005002607,602,0,602
12005002607,1400000US12005002607,593,0,593
12005002607,1400000US12005002607,602,0,602
12005002607,1400000US12005002607,581,0,581
12005002607,1400000US12005002607,590,0,590
12005002608,1400000US12005002608,989,0,989
12005002608,1400000US12005002608,978,0,978
12005002608,1400000US12005002608,978,0,978
12005002608,1400000US12005002608,978,0,978
12005002608,1400000US12005002608,978,0,978
12005002701,1400000US12005002701,1726,42,1684
12005002701,1400000US12005002701,1592,42,1550
12005002701,1400000US12005002701,1592,42,1550
